Номер задачи,Номер вектора,Целевой вес,Доля предметов
249,25,81293766,0.46
250,25,111146303,0.50
251,26,73657955,0.42
252,26,46668158,0.25
253,26,47404510,0.33
254,26,39949689,0.21
255,26,23183685,0.17
256,26,75384355,0.33
257,26,25746408,0.12
258,26,89849787,0.46
259,26,74813263,0.46
260,26,29874816,0.17
261,27,59208625,0.21
262,27,116425570,0.50
263,27,21410123,0.21
264,27,60900459,0.25
265,27,31014396,0.21
266,27,88937177,0.42
267,27,55064520,0.29
268,27,75198729,0.38
269,27,75560616,0.33
270,27,27396248,0.17
271,28,73655528,0.42
272,28,61907812,0.38
273,28,21316357,0.17
274,28,9860540,0.08
275,28,91293915,0.46
276,28,75569149,0.50
277,28,45311291,0.33
278,28,48223416,0.25
279,28,70925934,0.42
280,28,36509039,0.17
281,29,124005648,0.50
282,29,100082169,0.46
283,29,72480277,0.38
284,29,73539090,0.50
285,29,95481715,0.38
286,29,32805783,0.17
287,29,97902354,0.42
288,29,57964147,0.42
289,29,71268325,0.25
290,29,48263920,0.17
291,30,94823846,0.42
292,30,58583916,0.33
293,30,81811415,0.29
294,30,52840826,0.29
295,30,30981973,0.17
296,30,28679598,0.08
297,30,92030389,0.38
298,30,95974740,0.50
299,30,38768149,0.12
300,30,81330855,0.33
301,31,60826294,0.33
302,31,86197235,0.50
303,31,18514031,0.12
304,31,102032689,0.50
305,31,36375766,0.21
306,31,31672559,0.21
307,31,46399761,0.29
308,31,45805806,0.33
309,31,52218391,0.21
310,31,29128259,0.12
311,32,19255967,0.08
312,32,20299743,0.08
313,32,73688972,0.42
314,32,22712967,0.08
315,32,85567498,0.38
316,32,104404944,0.46
317,32,61789177,0.38
318,32,51989170,0.21
319,32,40206886,0.21
320,32,114667735,0.50
321,33,63186550,0.33
322,33,67119342,0.25
323,33,102313939,0.50
324,33,20609091,0.12
325,33,83535768,0.33
326,33,116126348,0.46
327,33,99155791,0.42
328,33,61156711,0.29
329,33,69524931,0.33
330,33,80928690,0.29
331,34,16137365,0.12
332,34,24142320,0.17
333,34,35209023,0.21
334,34,22981702,0.12
335,34,86293863,0.50
336,34,77591619,0.46
337,34,27082901,0.12
338,34,14663329,0.12
339,34,80672047,0.42
340,34,14024094,0.08
341,35,65327146,0.50
342,35,84933358,0.33
343,35,34458488,0.17
344,35,87124739,0.46
345,35,57680011,0.33
346,35,85682133,0.38
347,35,84670637,0.46
348,35,46798708,0.25
349,35,84080789,0.42
350,35,39445026,0.25
351,36,63265021,0.33
352,36,22163601,0.17
353,36,39943899,0.21
354,36,70996605,0.42
355,36,49812287,0.25
356,36,76429501,0.50
357,36,19631490,0.12
358,36,19913149,0.17
359,36,64069062,0.38
360,36,47582031,0.29
361,37,67812392,0.25
362,37,94606384,0.38
363,37,101435277,0.50
364,37,73406849,0.38
365,37,116892304,0.50
366,37,76255897,0.38
367,37,55918954,0.21
368,37,53627858,0.25
369,37,65750993,0.29
370,37,29066209,0.17
371,38,18124581,0.12
372,38,69993303,0.33
373,38,77944379,0.46
374,38,1683702,0.08
375,38,28668867,0.17
376,38,93964714,0.42
377,38,8943247,0.08
378,38,60357234,0.33
379,38,71456391,0.46
380,38,48251930,0.21
381,39,68965943,0.38
382,39,61374295,0.33
383,39,13626968,0.08
384,39,21769437,0.08
385,39,43343442,0.21
386,39,37940493,0.25
387,39,82451267,0.50
388,39,53048153,0.29
389,39,48267639,0.38
390,39,43296446,0.21
391,40,25602780,0.08
392,40,45269850,0.33
393,40,95030723,0.46
394,40,13022866,0.12
395,40,53921327,0.42
396,40,21976671,0.17
397,40,19968543,0.08
398,40,53452352,0.25
399,40,76640439,0.38
400,40,9821117,0.08
401,41,56165459,0.21
402,41,27395251,0.17
403,41,66982227,0.42
404,41,66111137,0.33
405,41,52067455,0.29
406,41,10573132,0.08
407,41,102520757,0.38
408,41,59141899,0.29
409,41,14252242,0.08
410,41,60458481,0.33
411,42,97613442,0.38
412,42,21657271,0.21
413,42,112905485,0.46
414,42,80138935,0.42
415,42,87937793,0.29
416,42,48118756,0.17
417,42,61872258,0.29
418,42,15674237,0.08
419,42,37143509,0.12
420,42,77705000,0.33
421,43,24652288,0.21
422,43,22937323,0.08
423,43,82253699,0.33
424,43,22937828,0.08
425,43,43662645,0.29
426,43,15779528,0.08
427,43,53981032,0.25
428,43,35311389,0.21
429,43,54209450,0.29
430,43,51583102,0.29
431,44,89348765,0.42
432,44,69941885,0.33
433,44,94338549,0.42
434,44,30197587,0.21
435,44,41555039,0.21
436,44,74828878,0.25
437,44,117616476,0.50
438,44,89321521,0.42
439,44,27158794,0.12
440,44,24664494,0.12
441,45,57142358,0.29
442,45,69145294,0.29
443,45,40309641,0.17
444,45,107579027,0.46
445,45,10490220,0.08
446,45,96562725,0.38
447,45,103911461,0.50
448,45,58322270,0.29
449,45,14618663,0.08
450,45,66956376,0.29
451,46,33045566,0.12
452,46,32648589,0.17
453,46,109527489,0.50
454,46,38948096,0.17
455,46,77756279,0.38
456,46,55235389,0.25
457,46,24087297,0.08
458,46,51377241,0.25
459,46,46253764,0.17
460,46,35668934,0.12
461,47,104204579,0.50
462,47,24462208,0.08
463,47,117226658,0.33
464,47,110862504,0.33
465,47,118775445,0.46
466,47,89649332,0.46
467,47,67912157,0.29
468,47,107043600,0.42
469,47,56808469,0.21
470,47,114852137,0.38
471,48,37596610,0.25
472,48,53694677,0.29
473,48,29598187,0.25
474,48,37292462,0.17
475,48,75336882,0.42
476,48,19537511,0.17
477,48,20320520,0.08
478,48,76961806,0.46
479,48,6626939,0.08
480,48,67783710,0.29
481,49,77690310,0.42
482,49,90874527,0.46
483,49,70058162,0.29
484,49,12064892,0.08
485,49,88767137,0.38
486,49,91208897,0.42
487,49,39843158,0.17
488,49,75022174,0.29
489,49,61747174,0.33
490,49,71721987,0.38
491,50,74184748,0.33
492,50,100285095,0.42
493,50,90436452,0.42
494,50,56953031,0.25
495,50,107994998,0.50
496,50,110671358,0.46
497,50,27622676,0.12
498,50,65029831,0.21
499,50,38552504,0.21
500,50,85175491,0.38
