Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
108,3.335199,12.9178,2
117,0.037869,12.7892,2
72,0.555136,12.1467,1
136,4.415204,12.6954,1
145,0.137415,11.8501,1
154,0.012923,12.5413,1
163,0.000087,12.3538,1
172,0.642563,12.7007,1
181,0.005425,13.1667,1
190,2.425288,13.0014,1
208,2.073749,12.5074,1
199,2.625595,12.0771,1
217,0.167281,11.9604,1
235,0.000077,12.4448,1
226,0.027676,12.1123,1
244,0.028295,11.6515,1
253,1.937895,12.4243,1
262,1.777516,12.6232,2
137,0.116506,12.6874,1
146,3.43481,13.1394,1
155,4.39415,12.4837,2
164,0.968625,12.6151,1
173,0.019032,12.4663,2
182,0.000142,12.3385,1
191,3.912086,12.8117,1
200,0.205844,12.4633,2
209,0.133467,12.2929,1
218,0.00356,11.7616,1
236,0.000134,12.169,1
227,2.53381,12.7493,1
245,0.121357,12.7004,1
254,1.055814,13.3196,1
263,0.622095,12.3169,1
138,0.001264,12.7313,1
156,0.1051,12.8983,1
147,2.138897,12.143,1
165,1.058638,12.7894,1
174,2.116693,12.3559,1
183,0.057133,12.3232,2
201,1.371165,12.5975,1
210,0.027001,12.3495,1
192,0.594396,13.0383,1
219,0.004916,12.0966,1
228,0.075245,12.586,1
237,3.380838,12.9063,2
246,1.715402,12.8306,1
255,0.003266,12.0709,1
264,1.29893,12.4457,1
139,1.607475,12.2684,1
157,0.205312,12.7929,1
148,1.080674,12.3514,1
166,2.028044,12.7732,1
175,0.3426,13.247,1
184,0.444159,12.6078,1
193,0.203691,12.5484,1
202,1.339948,12.4674,1
211,3.414814,12.3887,1
220,0.016143,12.524,1
229,0.051529,12.4062,1
238,0.151855,12.7025,1
256,0.024038,12.7912,1
247,0.130553,12.2054,1
265,0.004223,12.2603,1
159,4.894408,12.5133,2
178,0.01395,12.1971,1
140,3.97251,12.1236,1
216,0.311662,12.7237,2
258,0.000629,12.5196,2
239,3.3971,12.0799,1
197,0.07946,12.4184,1
160,5.095244,12.7903,1
141,0.856003,12.9027,1
221,1.832054,12.1609,1
179,0.857877,12.6303,1
240,0.039461,12.0291,1
198,0.000655,12.5002,1
259,0.19402,12.3245,1
161,0.005355,12.2393,1
142,0.00614,12.7514,1
222,0.002701,12.4475,1
203,0.255458,12.7448,1
241,2.357608,11.9811,1
180,0.874117,12.7029,2
260,0.024011,12.9209,1
143,0.918187,12.1599,1
204,0.034699,12.1609,1
162,0.257079,12.0737,1
223,0.084184,12.1362,1
185,0.002194,11.7898,1
242,0.02884,12.4333,1
261,0.156116,12.4707,1
144,0.531783,12.4523,1
205,0.000072,12.5676,1
167,0.125567,12.5251,1
186,0.085603,12.6136,1
243,0.000455,12.511,1
224,0.048405,12.9765,1
266,0.101958,12.7393,1
149,2.925519,12.9327,1
187,0.312217,12.6568,1
206,4.731478,12.4456,2
248,3.314456,12.9931,1
168,0.002583,13.0068,1
225,0.000889,12.3866,1
267,2.868402,12.7627,1
150,0.703671,12.778,1
188,0.339049,12.6611,1
169,0.000652,13.0871,1
249,0.743677,12.8741,1
207,0.288214,12.8067,2
230,0.048233,12.8162,1
268,0.106676,12.5749,1
151,1.380716,12.61,1
189,0.001064,13.15,1
250,0.007768,12.2153,1
170,0.00023,12.9011,1
212,0.000119,13.1854,1
231,0.720995,13.1728,1
269,0.027158,13.0329,1
152,1.494127,12.8241,1
194,4.651589,12.64,2
251,0.001155,12.3471,1
171,0.000314,12.4705,1
213,0.106454,12.187,1
232,0.002576,12.8629,2
270,0.670661,12.1574,1
153,3.182636,12.5019,1
195,0.000222,12.4946,2
252,2.620613,12.3048,1
214,0.609791,12.2854,1
176,0.000649,12.7488,1
233,0.004832,13.2741,1
271,2.234123,13.3273,1
196,2.031252,13.0051,1
215,0.002587,13.8448,1
158,0.011044,13.1976,1
257,0.000298,13.4288,1
177,0.000916,13.0193,1
272,0.125084,13.7101,1
234,0.0425,13.7607,1
273,3.208633,14.0054,1
306,0.000172,14.1106,1
284,0.001735,13.9967,1
295,5.542351,14.518,1
317,0.046266,14.7332,1
339,0.140626,14.4496,1
328,0.632452,13.9219,1
274,4.362032,13.8879,1
318,0.501044,15.5882,1
296,0.035381,14.1647,1
340,0.692064,13.6013,1
329,0.003245,13.7857,1
307,2.802577,13.5756,1
285,0.013177,13.8391,1
275,0.854732,13.4481,1
319,5.548944,13.1474,1
341,2.673901,12.5427,1
330,0.495946,12.6895,2
297,0.000386,13.4503,1
308,0.039207,13.1155,1
286,1.003534,13.5737,1
276,0.175362,13.3031,1
331,3.498714,12.8085,1
298,0.01148,13.1308,1
342,0.080749,12.8027,1
320,0.351296,12.8823,1
309,0.002211,12.5068,1
287,4.215847,13.1929,1
277,1.886248,13.1556,1
332,2.25079,11.9772,1
299,4.776766,13.2506,1
343,0.245194,13.209,1
321,0.191276,12.4489,1
310,3.283753,12.7406,1
288,0.056519,12.6234,1
278,0.026622,12.5883,1
322,2.768924,12.3197,1
333,0.000108,12.6135,1
300,0.957856,12.4189,1
344,0.000034,12.5504,2
311,2.190136,12.0195,1
289,2.230535,13.1207,1
279,0.000666,12.384,1
323,0.587987,12.4528,1
301,0.000402,12.5995,1
334,0.000678,12.8409,1
345,0.079075,12.5879,1
312,1.789895,12.4264,1
290,0.759365,12.9086,1
324,0.786809,12.9851,1
280,0.043704,12.4241,1
302,0.000393,13.0689,2
335,4.284576,12.4357,1
313,0.008484,13.5449,1
346,3.089503,13.0293,2
291,0.024942,13.2895,1
325,0.005596,12.3784,1
281,0.309969,13.1359,1
336,1.537097,13.5966,1
303,1.641339,13.3176,1
314,2.108097,13.5822,1
347,0.001239,14.1261,1
292,0.005502,12.9198,1
326,1.612452,14.0948,1
337,0.013249,12.9097,1
282,0.046246,14.1992,1
304,0.608589,13.6497,1
315,0.002274,13.0274,1
348,0.059188,13.5455,1
293,0.670376,13.4049,1
327,0.060515,13.4388,2
338,0.053319,12.9377,1
305,1.121103,13.0731,1
283,1.291091,12.909,1
316,3.465786,13.0522,3
349,1.256228,13.2719,1
294,0.00005,13.0371,1
350,0.002623,13.8641,1
361,0.005731,13.2844,1
372,2.4718,13.6698,3
405,0.017566,13.3905,1
394,0.040642,13.5481,1
383,0.000176,13.9044,1
416,3.011974,12.6961,1
351,0.052443,13.2146,1
373,0.069145,13.4433,1
362,0.015066,13.4594,1
395,0.00204,13.506,1
406,0.005866,12.8446,1
417,0.227342,13.4091,1
384,0.038155,13.6043,1
352,0.000344,13.5027,1
374,1.250605,13.2768,1
363,0.00408,13.6531,2
396,0.034288,13.5771,1
407,4.212248,13.5129,2
418,2.635657,13.4247,1
385,0.006617,13.541,1
353,0.948983,13.7249,1
375,3.11691,13.218,1
364,0.193395,12.5685,1
397,2.002139,12.0658,1
408,0.034318,12.1645,1
386,0.000363,12.27,1
419,0.521497,12.703,1
354,2.457345,12.7354,1
376,0.061382,12.0854,1
365,3.1949,12.9191,2
409,0.00447,12.7001,1
398,0.592228,12.9089,1
420,2.0779,13.1608,1
387,2.831705,12.9811,3
355,0.096698,12.5349,1
377,0.299773,11.856,1
366,4.181003,12.5808,1
410,0.00548,13.1162,1
399,1.048476,13.4024,2
421,0.003941,12.6852,1
388,0.008413,12.6315,1
356,0.066198,13.1999,1
378,2.478265,13.0422,1
367,2.364606,12.1868,1
411,0.000177,12.7807,1
400,3.908472,12.0809,1
389,0.980464,13.0767,1
422,0.376376,12.5435,1
357,0.060756,12.6214,1
379,0.016651,13.046,2
368,1.443744,12.5883,1
412,0.001062,12.6785,1
401,0.013972,12.8157,1
390,0.009854,13.3624,1
423,0.003794,12.838,1
358,0.002966,13.0082,1
380,2.409165,13.2002,1
369,0.050795,13.1089,1
413,0.000585,12.4115,1
402,0.012687,12.0094,1
424,0.865207,12.6442,1
391,4.949012,13.342,1
359,0.001993,13.372,2
381,1.402663,12.7623,2
370,0.001279,12.4299,1
414,2.530894,12.2739,1
403,0.000481,13.4703,2
425,0.002242,12.9686,1
392,0.432087,13.5987,1
360,0.145433,12.9439,1
371,4.295941,13.0043,1
382,1.835667,13.1117,1
415,0.967945,13.1135,1
404,0.000831,12.7417,2
426,1.620077,12.9047,1
393,0.001983,12.621,1
427,0.330574,12.9184,1
438,1.486603,12.5209,1
449,1.66893,13.3512,1
460,0.100247,12.8646,1
471,3.284633,12.6986,1
482,0.003781,13.1889,1
493,3.354491,12.429,1
428,0.022597,13.1633,1
439,0.021311,12.7386,1
450,4.786923,12.3389,1
461,0.019872,12.7905,1
472,0.033986,11.999,1
483,0.347525,12.5803,2
494,3.974267,12.4784,1
440,0.022015,13.874,1
451,1.857995,13.6738,1
429,0.145641,14.0232,1
462,0.005074,14.3846,1
473,0.217536,13.2862,1
495,0.77171,14.275,1
484,1.385611,13.9546,1
452,0.080705,14.0754,1
441,0.002838,14.0353,1
430,0.000925,13.8449,1
463,0.002923,13.6711,1
474,0.000423,14.1863,1
496,2.425876,13.125,1
485,0.336687,13.1809,1
453,0.000157,13.3032,1
442,3.24644,13.6939,1
431,0.072387,13.357,1
464,0.083323,13.1784,1
475,0.466752,13.8946,1
497,0.094961,13.5355,1
486,4.868628,13.1545,1
454,1.725724,13.2887,1
443,0.032015,13.1127,1
465,0.049765,12.9546,1
432,0.00565,12.9474,2
476,4.577708,13.1026,1
498,1.225315,12.8301,1
487,0.006009,12.857,1
455,2.249462,13.2045,1
444,0.00086,12.7973,1
466,0.000712,12.8637,1
433,0.008288,12.9804,1
477,2.896932,13.9382,1
499,4.85423,13.4081,1
488,0.701319,13.8852,2
456,0.002502,13.3357,1
445,2.268068,13.7053,1
467,0.026383,13.9174,1
478,0.001328,13.4068,2
434,0.009091,14.9543,1
500,0.000256,13.6578,1
489,0.002595,13.9404,2
457,0.457523,13.96,1
468,0.000025,13.6941,1
446,0.194911,12.6734,1
479,0.024641,13.3087,1
435,2.219836,13.3204,1
490,2.367319,12.5939,1
458,0.008133,12.3354,1
469,0.003534,12.6913,1
447,0.092113,13.5154,1
480,0.000242,12.845,2
436,0.106422,13.2612,1
491,1.983071,13.0888,1
459,0.000068,13.0313,1
448,0.713379,13.4178,1
470,5.346783,13.1476,1
437,0.005245,12.7666,1
481,0.039114,13.4982,1
492,1.703046,13.1375,1
