Номер вектора,Вектор,a_max
13,"[7949375, 269521, 3295853, 9584486, 15691373, 5538815, 13929226, 297155, 8840188, 11844633, 3798610, 2283153, 12867981, 11974463, 1646205, 1497243, 535962, 3961401, 7418890, 5209403, 11551662, 12873275, 12554333, 4580361]",16777216
14,"[5487601, 8138064, 10864766, 14186496, 16009096, 5085964, 208475, 5125561, 9585699, 13327960, 3660741, 3827249, 3809456, 5947836, 10308367, 6866251, 1869949, 15514477, 11117062, 9603369, 3535477, 13755871, 2160213, 4218382]",16777216
15,"[627304, 13034948, 7356992, 5002952, 12613773, 12788214, 1830957, 7603009, 9252194, 10749944, 6242109, 6769903, 8442027, 15398540, 4872999, 13274661, 1877319, 12599346, 3774312, 13721978, 5513648, 7648401, 13529405, 6791412]",16777216
16,"[1897993, 2237908, 3867028, 5212672, 8201684, 8232249, 11845800, 3148814, 4841273, 9175957, 7635107, 5476682, 15502254, 2027069, 7344303, 1098388, 9780623, 13076840, 11639011, 11804472, 9152976, 685235, 3975322, 502470]",16777216
17,"[15367324, 15890044, 11806267, 14285647, 7052087, 11998589, 11950486, 15930338, 10686895, 7135413, 2427072, 16574774, 14064668, 15157413, 6641830, 13037571, 4886680, 11986698, 15500288, 13696737, 4967209, 15222473, 4091212, 6005889]",16777216
18,"[7772608, 12074523, 2182693, 11510580, 4177776, 11052203, 3810532, 15275678, 6921326, 13814316, 14419246, 1213769, 6284099, 12405840, 3038655, 3207630, 1023625, 5384969, 305086, 8626877, 3055083, 8782724, 15625669, 4062242]",16777216
19,"[12779345, 9013611, 3879761, 9494947, 10565153, 13371927, 2776682, 7855297, 4540107, 7742101, 10214858, 1273605, 11808632, 5095190, 10751397, 15028075, 599874, 9718052, 3137449, 16092475, 1966901, 15362441, 11349583, 3302401]",16777216
20,"[1514792, 12319244, 16625735, 15568316, 7490646, 7738189, 5294214, 10414505, 4157940, 12351170, 8554752, 4976038, 8270307, 13845026, 8496709, 903325, 717701, 16311426, 85140, 6891271, 7790975, 8520652, 987183, 13537609]",16777216
21,"[15450085, 7330323, 13595221, 14424072, 15722479, 12487147, 2521693, 3418905, 1294065, 1839800, 7186936, 10708715, 6498860, 15947825, 12610278, 399806, 10841461, 16740590, 16654670, 6541816, 13168605, 10885993, 7156784, 13927914]",16777216
22,"[16211241, 4574847, 5588441, 5530275, 12482017, 1662918, 6078506, 13874390, 4664453, 14178312, 9581888, 855569, 4348443, 4549419, 7995279, 3880154, 2927880, 6285375, 6210737, 2315256, 7740454, 2953287, 10732559, 1455847]",16777216
23,"[9870908, 396462, 11661015, 1606553, 7530745, 16335386, 11458761, 11882880, 12770956, 4948434, 3558933, 12213440, 3312151, 7484937, 7355447, 13950761, 13173126, 7317897, 16112720, 9684455, 10667652, 6286055, 11289689, 13474069]",16777216
24,"[14965630, 4652633, 13236800, 3546054, 8872721, 12137167, 10372719, 1811584, 7112792, 8517471, 16564158, 13363489, 13877281, 15570419, 2666926, 6646207, 11345292, 9745824, 7596111, 2843910, 14914438, 9762520, 15570069, 3890963]",16777216
25,"[7452014, 251755, 13956127, 14410367, 15374409, 1548828, 6242066, 811918, 14650949, 6617804, 8597749, 171429, 2254493, 3268384, 13341818, 7570929, 6345193, 8416923, 15404279, 7441796, 15259283, 15840536, 5615446, 5764102]",16777216
26,"[16132908, 8630408, 7052523, 1551808, 1628604, 11107775, 11267256, 4277246, 1736847, 10738501, 8251742, 13352477, 4333230, 9404313, 11765144, 11299247, 6706271, 2289629, 11395227, 3518236, 1552215, 11976042, 5336254, 320627]",16777216
27,"[11893347, 6004148, 5306025, 12653973, 9005817, 10989295, 16372447, 2555517, 1440900, 5096780, 10947719, 13770007, 13113185, 548589, 14921015, 13149411, 9890867, 10163166, 659498, 11420755, 11830257, 589662, 5668106, 13455111]",16777216
28,"[8861047, 1261451, 7221990, 1585616, 11888819, 4844193, 16215995, 1046300, 12252578, 12604272, 8398791, 15027134, 13764102, 7407844, 9161282, 9680013, 4341713, 9415722, 699258, 3859390, 5587355, 1618249, 14383753, 3786015]",16777216
29,"[7228496, 16311385, 12130513, 407109, 98195, 15708189, 935524, 15325106, 4215394, 16261619, 6197735, 8029358, 5704597, 13068065, 11463747, 2768617, 11097235, 15103704, 1602937, 91812, 10080910, 9793218, 4682948, 10867254]",16777216
30,"[8647286, 2364571, 2355623, 11949070, 12202428, 11860833, 1665365, 14498399, 4673532, 7263735, 2729868, 8555602, 8168528, 11834282, 14312709, 6976743, 15332609, 9458836, 13555491, 13812061, 16380307, 15124107, 4538425, 1530658]",16777216
31,"[2544193, 185535, 3004971, 12133340, 7637350, 3012534, 9974341, 7603435, 1886162, 391806, 12293662, 16314243, 14465291, 12883499, 3375720, 15006736, 13586348, 12736727, 11512840, 2550137, 10299267, 15872328, 3978070, 5210581]",16777216
32,"[8867, 13211825, 899158, 11612945, 10321521, 12183589, 6401569, 7188238, 3105309, 15060651, 11365303, 15162478, 25218, 7590507, 7226991, 12996813, 5239092, 15485976, 7361700, 16736318, 9408053, 499010, 4622581, 2519649]",16777216
33,"[12038800, 9436475, 13665124, 10678698, 2659646, 7493767, 7185056, 10781221, 6761435, 12677640, 4406561, 5210169, 1948774, 8275348, 11930594, 16661792, 5942654, 9426362, 8113570, 12739276, 13061229, 7498321, 11713902, 3876463]",16777216
34,"[2498010, 4832336, 2153289, 15244498, 4956698, 13619682, 10795737, 12931252, 6360958, 2166603, 9014064, 9531414, 7451604, 11283685, 14296439, 3418823, 2824339, 644077, 458544, 12806678, 5045122, 15322719, 6030178, 9067396]",16777216
35,"[11365461, 11617957, 11924771, 3081880, 3465127, 15499513, 5029588, 502319, 355879, 11925563, 10482544, 15158699, 6824864, 9915407, 7179513, 6920771, 8491333, 3714168, 496999, 8412692, 9798466, 14889370, 534591, 10807322]",16777216
36,"[2271349, 201381, 1827524, 9812704, 2484084, 770863, 10430417, 15623532, 6913641, 6703687, 16440251, 10288743, 3945360, 2068604, 2045032, 2842946, 9740643, 4908237, 5818891, 12407355, 3187160, 3356270, 15159080, 10548364]",16777216
37,"[16197515, 9246151, 9665890, 14608210, 12959822, 2311159, 1603370, 10137965, 2818158, 14951300, 12880357, 13048920, 11297577, 7632678, 429794, 11494959, 8051229, 5852314, 6162550, 4984248, 14869952, 9892493, 2346060, 7136152]",16777216
38,"[15661182, 14732731, 192708, 7565716, 564279, 13491160, 4504804, 2426447, 15020838, 1249899, 4669945, 1490994, 4452772, 12579975, 7693348, 7893326, 5536992, 10969951, 11247176, 15663391, 14103620, 13990595, 2270691, 153400]",16777216
39,"[5698358, 7148363, 5010797, 13396646, 6749411, 10831036, 2967198, 4918801, 7308556, 1029957, 2795932, 3149066, 3489920, 13454998, 5455114, 5680040, 11607685, 6036368, 14289673, 2873872, 8059367, 15020026, 581394, 9712125]",16777216
40,"[1439622, 13411862, 47137, 2547296, 6413228, 5941387, 6428841, 12796083, 16600311, 1181672, 16055833, 3879730, 2850441, 12728185, 3212477, 13773292, 12652960, 9546947, 14238990, 3912710, 414612, 5644748, 4527677, 15929778]",16777216
41,"[2242315, 7465925, 2054986, 15791251, 2672990, 521299, 12009927, 3940441, 16063214, 11854419, 6336821, 12825100, 12664073, 2811845, 13121498, 3052706, 478936, 2921065, 11006953, 1824180, 14721484, 10531780, 7900142, 3270892]",16777216
42,"[2797846, 6170664, 10168773, 2169191, 9778775, 10813728, 10140914, 15536023, 16723853, 4220592, 11552825, 5895462, 12627524, 10401278, 12039288, 10733035, 16290362, 294339, 9580729, 14403031, 4565719, 16067864, 10451403, 14857649]",16777216
43,"[1218670, 1541966, 2601488, 13406226, 9531097, 8322695, 4261989, 11787350, 2389462, 14237562, 12933604, 7684300, 255808, 2625024, 6695784, 1347178, 1773956, 15946128, 14653318, 6577197, 16179734, 14378001, 4665185, 6758094]",16777216
44,"[16290516, 5261898, 13488404, 9644192, 5545975, 2973188, 5744534, 11589590, 13818360, 9017726, 10784665, 3003078, 8555000, 14858691, 9890967, 15892987, 4077357, 8402961, 15954800, 2862299, 11297760, 1705517, 10478135, 7983835]",16777216
45,"[15620638, 1869597, 11763499, 7146081, 8838222, 8381756, 5363939, 13233887, 4179287, 9055582, 8620623, 12194576, 4096687, 6409779, 15170181, 16076149, 15231038, 11223334, 13221602, 4884024, 2855164, 9709773, 3581878, 14742512]",16777216
46,"[7665686, 11832234, 15722707, 16312349, 8569724, 2046384, 5607576, 4263841, 11971763, 10035320, 10793339, 6794662, 4870162, 5476013, 16133286, 15015715, 13293958, 8801004, 10649172, 11181884, 198487, 7384822, 4264200, 14576511]",16777216
47,"[7700444, 3362512, 3844031, 6177869, 16402984, 1842556, 9529852, 12697147, 11433977, 7259797, 1976275, 10885580, 129478, 2944808, 14166678, 15491029, 13918996, 16774950, 13635227, 16761764, 8487287, 15557378, 452899, 11442318]",16777216
48,"[6170026, 5882524, 4569089, 2053745, 6977958, 16580802, 8791007, 456913, 12187833, 1840217, 9354686, 9891450, 5711689, 13100390, 12808701, 12526306, 10026196, 8549120, 9471200, 10092625, 3964577, 4206499, 1290723, 10429070]",16777216
49,"[13727971, 16103636, 9223408, 15780319, 4279057, 11619614, 9584574, 5786210, 874394, 1714550, 13065849, 886631, 12805468, 2366395, 10350342, 4254221, 5774448, 781283, 15940591, 6634527, 8118138, 11485788, 15089845, 12829271]",16777216
50,"[382727, 15185879, 2341267, 11531354, 6163633, 15940041, 10889078, 14990325, 10095530, 14973822, 11095839, 12816952, 15610873, 15328730, 3868858, 10591955, 4685253, 14794490, 10329676, 5713279, 9109033, 11204924, 1662254, 14901877]",16777216
