Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
185,1.665202,13258764,Нет улучшений на последних двух итерациях,905
238,0.895378,6468527,Нет улучшений на последних двух итерациях,500
204,1.607163,5372476,Нет улучшений на последних двух итерациях,888
167,1.809757,154642,Достигнуто максимальное число поколений,1000
151,1.215350,1249489,Нет улучшений на последних двух итерациях,645
230,0.794539,0,Найдено точное решение,419
142,1.203404,796085,Нет улучшений на последних двух итерациях,660
222,0.860707,0,Найдено точное решение,435
177,1.121819,6674500,Нет улучшений на последних двух итерациях,581
195,1.018190,5988225,Нет улучшений на последних двух итерациях,558
159,1.504905,1005084,Нет улучшений на последних двух итерациях,792
266,1.032562,1036047,Нет улучшений на последних двух итерациях,558
212,1.159136,8350814,Нет улучшений на последних двух итерациях,665
248,1.470307,4039244,Нет улучшений на последних двух итерациях,820
257,1.282453,9039829,Нет улучшений на последних двух итерациях,734
231,0.849591,4223754,Нет улучшений на последних двух итерациях,506
152,1.048507,14486206,Нет улучшений на последних двух итерациях,614
205,1.230242,49019451,Нет улучшений на последних двух итерациях,687
258,0.335174,0,Найдено точное решение,187
206,0.030943,0,Найдено точное решение,18
143,0.929832,1692730,Нет улучшений на последних двух итерациях,572
178,0.937724,22812628,Нет улучшений на последних двух итерациях,543
168,1.330197,357758,Нет улучшений на последних двух итерациях,774
223,1.019954,526775,Нет улучшений на последних двух итерациях,655
186,1.706530,17205716,Нет улучшений на последних двух итерациях,991
239,1.631612,16055540,Нет улучшений на последних двух итерациях,984
213,0.852988,16830216,Нет улучшений на последних двух итерациях,520
196,1.310075,2752468,Нет улучшений на последних двух итерациях,822
249,0.909080,4639562,Нет улучшений на последних двух итерациях,554
267,1.200312,6796524,Нет улучшений на последних двух итерациях,736
207,0.804314,4633770,Нет улучшений на последних двух итерациях,524
160,1.564631,955743,Нет улучшений на последних двух итерациях,989
153,0.941869,1767662,Нет улучшений на последних двух итерациях,583
259,0.992953,2446939,Нет улучшений на последних двух итерациях,616
214,0.627042,0,Найдено точное решение,394
144,1.013050,7900300,Нет улучшений на последних двух итерациях,615
179,1.065570,698429,Нет улучшений на последних двух итерациях,627
232,1.388799,2520290,Нет улучшений на последних двух итерациях,849
224,1.159521,7437472,Нет улучшений на последних двух итерациях,683
169,1.241568,24614698,Нет улучшений на последних двух итерациях,771
268,0.830796,5353685,Нет улучшений на последних двух итерациях,519
250,1.012147,1773403,Нет улучшений на последних двух итерациях,649
197,1.021385,70100373,Нет улучшений на последних двух итерациях,646
187,1.304126,101173787,Нет улучшений на последних двух итерациях,817
271,0.847518,410954,Нет улучшений на последних двух итерациях,527
161,0.845696,3644058,Нет улучшений на последних двух итерациях,524
240,1.376445,1813995,Нет улучшений на последних двух итерациях,866
289,0.909978,371946,Нет улучшений на последних двух итерациях,560
280,1.071251,624210,Нет улучшений на последних двух итерациях,714
260,1.003989,29397783,Нет улучшений на последних двух итерациях,636
180,0.810066,0,Найдено точное решение,531
225,0.737892,22889539,Нет улучшений на последних двух итерациях,501
298,0.067928,0,Найдено точное решение,38
233,0.976425,4148362,Нет улучшений на последних двух итерациях,617
215,1.419689,15367248,Нет улучшений на последних двух итерациях,898
251,0.919298,5568528,Нет улучшений на последних двух итерациях,586
198,1.200678,11832683,Нет улучшений на последних двух итерациях,801
272,1.156149,11885069,Нет улучшений на последних двух итерациях,764
261,0.845033,137503,Нет улучшений на последних двух итерациях,574
170,1.479521,25157652,Достигнуто максимальное число поколений,1000
281,0.915569,1201645,Нет улучшений на последних двух итерациях,607
269,1.440722,4339059,Нет улучшений на последних двух итерациях,973
241,1.243221,1209025,Нет улучшений на последних двух итерациях,824
162,1.311409,25850343,Нет улучшений на последних двух итерациях,862
299,0.936451,4622068,Нет улучшений на последних двух итерациях,604
307,1.121517,409969,Нет улучшений на последних двух итерациях,743
188,1.560984,10837094,Достигнуто максимальное число поколений,1000
290,1.361266,7649785,Нет улучшений на последних двух итерациях,875
282,0.410965,0,Найдено точное решение,291
216,0.958885,3879016,Нет улучшений на последних двух итерациях,624
242,0.471976,0,Найдено точное решение,327
234,1.370380,96560185,Нет улучшений на последних двух итерациях,937
252,1.162159,441654,Нет улучшений на последних двух итерациях,771
316,0.877653,97546,Нет улучшений на последних двух итерациях,548
171,0.772850,24070884,Нет улучшений на последних двух итерациях,518
334,0.905381,1697430,Нет улучшений на последних двух итерациях,608
325,1.101333,4412288,Нет улучшений на последних двух итерациях,706
273,1.200520,30132747,Нет улучшений на последних двух итерациях,780
361,0.420512,0,Найдено точное решение,269
270,1.145142,23773581,Нет улучшений на последних двух итерациях,737
343,0.709912,0,Найдено точное решение,435
300,1.099719,11157181,Нет улучшений на последних двух итерациях,663
189,0.962947,6075197,Нет улучшений на последних двух итерациях,603
283,1.066380,2454852,Нет улучшений на последних двух итерациях,670
317,0.894901,5442790,Нет улучшений на последних двух итерациях,593
326,0.797340,2164083,Нет улучшений на последних двух итерациях,505
308,1.593720,17538592,Достигнуто максимальное число поколений,1000
352,1.226892,9419088,Нет улучшений на последних двух итерациях,761
243,1.401455,5435076,Нет улучшений на последних двух итерациях,913
274,0.861855,2388037,Нет улучшений на последних двух итерациях,538
291,1.619458,1218556,Достигнуто максимальное число поколений,1000
379,0.870862,553979,Нет улучшений на последних двух итерациях,516
370,1.321673,617850,Нет улучшений на последних двух итерациях,818
388,0.912247,5988754,Нет улучшений на последних двух итерациях,525
284,0.917263,4132109,Нет улучшений на последних двух итерациях,561
318,0.930250,6110810,Нет улучшений на последних двух итерациях,564
301,1.349703,6984005,Нет улучшений на последних двух итерациях,791
335,1.647154,59576018,Достигнуто максимальное число поколений,1000
344,1.603449,22534791,Достигнуто максимальное число поколений,1000
362,1.664181,2331316,Достигнуто максимальное число поколений,1000
309,0.998206,6109512,Нет улучшений на последних двух итерациях,567
380,1.186420,11404864,Нет улучшений на последних двух итерациях,520
327,1.456524,2960070,Нет улучшений на последних двух итерациях,667
285,1.151658,3053782,Нет улучшений на последних двух итерациях,536
292,1.519636,7470772,Нет улучшений на последних двух итерациях,749
353,1.817999,17801250,Нет улучшений на последних двух итерациях,915
389,1.596932,424279,Нет улучшений на последних двух итерациях,796
336,1.155444,1687598,Нет улучшений на последних двух итерациях,530
302,1.216217,4486578,Нет улучшений на последних двух итерациях,556
397,1.878301,753639,Достигнуто максимальное число поколений,1000
319,1.291781,13279783,Нет улучшений на последних двух итерациях,607
275,1.957112,4413614,Нет улучшений на последних двух итерациях,999
371,1.898535,442579,Достигнуто максимальное число поколений,1000
372,0.040231,0,Найдено точное решение,24
381,0.777164,8379248,Нет улучшений на последних двух итерациях,513
286,0.781701,5821685,Нет улучшений на последних двух итерациях,524
345,1.576235,1886928,Нет улучшений на последних двух итерациях,830
310,1.603784,2565901,Нет улучшений на последних двух итерациях,892
320,0.769752,6121817,Нет улучшений на последних двух итерациях,535
363,1.818298,1712777,Нет улучшений на последних двух итерациях,976
390,0.901657,769345,Нет улучшений на последних двух итерациях,570
293,1.165434,6251449,Нет улучшений на последних двух итерациях,752
337,0.939850,555247,Нет улучшений на последних двух итерациях,614
328,1.474216,1489131,Нет улучшений на последних двух итерациях,950
329,0.137890,0,Найдено точное решение,97
373,0.918551,2082440,Нет улучшений на последних двух итерациях,612
382,1.041785,4711658,Нет улучшений на последних двух итерациях,656
354,1.350025,46699816,Нет улучшений на последних двух итерациях,893
303,1.348082,12524254,Нет улучшений на последних двух итерациях,843
287,0.868934,1512631,Нет улучшений на последних двух итерациях,571
398,1.471314,3236729,Достигнуто максимальное число поколений,1000
276,1.425255,12022288,Нет улучшений на последних двух итерациях,934
321,0.817417,4216468,Нет улучшений на последних двух итерациях,515
364,0.931592,3209395,Нет улучшений на последних двух итерациях,618
311,1.115198,15627275,Нет улучшений на последних двух итерациях,695
346,1.273120,10855324,Нет улучшений на последних двух итерациях,804
330,0.823219,5526578,Нет улучшений на последних двух итерациях,528
374,0.933556,0,Найдено точное решение,608
391,1.268045,9393580,Нет улучшений на последних двух итерациях,802
355,0.990041,36722205,Нет улучшений на последних двух итерациях,678
294,1.546775,1648237,Достигнуто максимальное число поколений,1000
338,1.533945,7119578,Достигнуто максимальное число поколений,1000
322,0.902840,15523480,Нет улучшений на последних двух итерациях,594
277,1.008621,106236836,Нет улучшений на последних двух итерациях,697
365,0.897591,0,Найдено точное решение,577
347,0.856732,3752674,Нет улучшений на последних двух итерациях,566
288,1.370296,24578679,Нет улучшений на последних двух итерациях,918
383,1.536182,19042230,Достигнуто максимальное число поколений,1000
312,1.001966,7458849,Нет улучшений на последних двух итерациях,641
375,0.794021,0,Найдено точное решение,573
304,1.580473,9952385,Достигнуто максимальное число поколений,1000
399,1.481068,9248181,Достигнуто максимальное число поколений,1000
400,0.232436,0,Найдено точное решение,166
331,1.432079,18873,Нет улучшений на последних двух итерациях,939
332,0.042903,0,Найдено точное решение,31
295,0.987877,2584013,Нет улучшений на последних двух итерациях,659
339,0.986333,7747684,Нет улучшений на последних двух итерациях,665
356,1.215289,8239055,Нет улучшений на последних двух итерациях,794
392,1.313210,1739713,Нет улучшений на последних двух итерациях,849
278,0.907738,231134515,Нет улучшений на последних двух итерациях,636
406,0.756106,1098579,Нет улучшений на последних двух итерациях,531
366,0.867915,487766,Нет улучшений на последних двух итерациях,568
384,0.882064,39079100,Нет улучшений на последних двух итерациях,582
323,1.164852,6346715,Нет улучшений на последних двух итерациях,751
348,1.045165,2768121,Нет улучшений на последних двух итерациях,698
376,1.061565,2951784,Нет улучшений на последних двух итерациях,675
385,0.320669,0,Найдено точное решение,207
305,1.077661,6729989,Нет улучшений на последних двух итерациях,711
313,1.257781,7813330,Нет улучшений на последних двух итерациях,843
357,0.771758,0,Найдено точное решение,476
401,1.046661,1838522,Нет улучшений на последних двух итерациях,675
340,0.884904,19588930,Нет улучшений на последних двух итерациях,588
367,0.919469,24206291,Нет улучшений на последних двух итерациях,602
393,1.089024,490005,Нет улучшений на последних двух итерациях,695
324,0.867618,2119086,Нет улучшений на последних двух итерациях,544
333,1.190272,806793,Нет улучшений на последних двух итерациях,752
349,0.939633,3652069,Нет улучшений на последних двух итерациях,573
314,0.922992,11582071,Нет улучшений на последних двух итерациях,560
296,1.575837,489772,Достигнуто максимальное число поколений,1000
279,1.588542,2001686,Достигнуто максимальное число поколений,1000
386,1.131134,17872693,Нет улучшений на последних двух итерациях,695
407,1.601008,13896759,Достигнуто максимальное число поколений,1000
306,1.301656,5938091,Нет улучшений на последних двух итерациях,757
402,1.052474,25239937,Нет улучшений на последних двух итерациях,622
377,1.465017,14335857,Нет улучшений на последних двух итерациях,923
424,0.870807,59494131,Нет улучшений на последних двух итерациях,501
442,0.188201,0,Найдено точное решение,110
341,1.222785,187352,Нет улучшений на последних двух итерациях,725
425,0.169703,0,Найдено точное решение,113
342,0.092248,0,Найдено точное решение,55
358,1.612501,22802042,Достигнуто максимальное число поколений,1000
433,0.857418,1717521,Нет улучшений на последних двух итерациях,502
297,0.917556,96938874,Нет улучшений на последних двух итерациях,566
460,0.029300,0,Найдено точное решение,20
315,0.997923,5274823,Нет улучшений на последних двух итерациях,610
408,0.896509,17909316,Нет улучшений на последних двух итерациях,530
350,1.329527,7156509,Нет улучшений на последних двух итерациях,808
415,1.536005,4388878,Нет улучшений на последних двух итерациях,992
434,0.178181,0,Найдено точное решение,115
368,1.674058,3338093,Достигнуто максимальное число поколений,1000
387,1.014113,4408491,Нет улучшений на последних двух итерациях,639
378,0.824809,12829967,Нет улучшений на последних двух итерациях,543
403,0.917324,4439543,Нет улучшений на последних двух итерациях,603
394,1.682789,13180219,Нет улучшений на последних двух итерациях,997
451,0.863452,1254329,Нет улучшений на последних двух итерациях,532
404,0.411349,0,Найдено точное решение,268
443,1.167065,15054360,Нет улучшений на последних двух итерациях,714
351,0.886163,1166543,Нет улучшений на последних двух итерациях,546
369,0.817010,4949037,Нет улучшений на последних двух итерациях,530
487,0.801907,3796783,Нет улучшений на последних двух итерациях,504
426,1.445050,678076,Нет улучшений на последних двух итерациях,913
435,0.971026,2131788,Нет улучшений на последних двух итерациях,618
478,0.950773,89889,Нет улучшений на последних двух итерациях,604
469,1.145541,7100567,Нет улучшений на последних двух итерациях,705
359,1.322604,40349568,Нет улучшений на последних двух итерациях,816
461,1.226187,6888007,Нет улучшений на последних двух итерациях,747
409,1.226377,4475888,Нет улучшений на последних двух итерациях,764
416,1.184737,1718850,Нет улучшений на последних двух итерациях,729
395,1.159487,3492473,Нет улучшений на последних двух итерациях,701
462,0.271503,0,Найдено точное решение,158
452,0.979126,39289,Нет улучшений на последних двух итерациях,582
444,1.010289,3170918,Нет улучшений на последних двух итерациях,626
496,0.802675,1130945,Нет улучшений на последних двух итерациях,513
470,0.757329,3162911,Нет улучшений на последних двух итерациях,508
453,0.412672,0,Найдено точное решение,283
436,0.898010,16286373,Нет улучшений на последних двух итерациях,595
360,0.808483,6135151,Нет улучшений на последних двух итерациях,507
479,0.939212,4752147,Нет улучшений на последних двух итерациях,615
405,1.431028,27291240,Достигнуто максимальное число поколений,1000
417,0.792177,4054653,Нет улучшений на последних двух итерациях,539
410,0.917196,449229,Нет улучшений на последних двух итерациях,644
427,1.093842,18313283,Нет улучшений на последних двух итерациях,739
488,1.372603,6115996,Достигнуто максимальное число поколений,1000
471,0.782882,402198448,Нет улучшений на последних двух итерациях,621
480,0.661916,5607348,Нет улучшений на последних двух итерациях,504
445,1.072631,28797581,Нет улучшений на последних двух итерациях,673
481,0.055790,0,Найдено точное решение,35
463,1.314484,9728479,Нет улучшений на последних двух итерациях,963
437,0.821612,509570,Нет улучшений на последних двух итерациях,603
454,0.959683,11083644,Нет улучшений на последних двух итерациях,674
411,0.716405,7488861,Нет улучшений на последних двух итерациях,570
396,1.522022,15957341,Достигнуто максимальное число поколений,1000
497,1.342534,946733,Достигнуто максимальное число поколений,1000
489,0.676061,1093881,Нет улучшений на последних двух итерациях,529
428,0.990181,4678208,Нет улучшений на последних двух итерациях,799
418,1.270277,26884488,Достигнуто максимальное число поколений,1000
472,0.745624,2770564,Нет улучшений на последних двух итерациях,719
412,0.567966,644045381,Нет улучшений на последних двух итерациях,519
438,0.720642,1511942,Нет улучшений на последних двух итерациях,542
446,0.848940,285033413,Нет улучшений на последних двух итерациях,677
455,0.736748,4256315,Нет улучшений на последних двух итерациях,527
498,0.599265,5382174,Нет улучшений на последних двух итерациях,514
464,0.926757,2100780,Нет улучшений на последних двух итерациях,781
429,0.928038,21392377,Нет улучшений на последних двух итерациях,675
473,0.688600,12557080,Нет улучшений на последних двух итерациях,508
413,0.683630,11242437,Нет улучшений на последних двух итерациях,572
490,1.087837,3192884,Нет улучшений на последних двух итерациях,922
482,1.415738,7217114,Достигнуто максимальное число поколений,1000
439,0.692826,13306118,Нет улучшений на последних двух итерациях,508
447,0.872275,253466,Нет улучшений на последних двух итерациях,641
419,1.153146,10764662,Нет улучшений на последних двух итерациях,921
465,0.857532,1307491,Нет улучшений на последних двух итерациях,688
448,0.195081,0,Найдено точное решение,181
414,0.589907,8839923,Нет улучшений на последних двух итерациях,509
466,0.160868,0,Найдено точное решение,133
456,1.197725,295541767,Достигнуто максимальное число поколений,1000
474,0.709555,6670539,Нет улучшений на последних двух итерациях,556
430,0.844432,149867288,Нет улучшений на последних двух итерациях,716
499,1.285396,6518100,Нет улучшений на последних двух итерациях,997
491,0.865942,121803294,Нет улучшений на последних двух итерациях,739
440,0.824374,5771376,Нет улучшений на последних двух итерациях,727
483,1.155726,5701879,Достигнуто максимальное число поколений,1000
420,1.019647,22321429,Нет улучшений на последних двух итерациях,847
457,0.726041,1440120,Нет улучшений на последних двух итерациях,512
449,0.941391,371762,Нет улучшений на последних двух итерациях,697
431,0.700237,20537151,Нет улучшений на последних двух итерациях,531
475,0.842252,2757467,Нет улучшений на последних двух итерациях,648
492,0.706556,2054410,Нет улучшений на последних двух итерациях,539
