Номер задачи,Номер вектора,Целевой вес,Доля предметов
150,15,4011462335,0.46
151,16,5301454217,0.42
152,16,2895424961,0.29
153,16,5917364937,0.42
154,16,3456135318,0.29
155,16,2923464799,0.29
156,16,2258464754,0.21
157,16,5629048079,0.46
158,16,1626939638,0.21
159,16,2932202132,0.29
160,16,4060927412,0.42
161,17,6119593678,0.42
162,17,4198775854,0.33
163,17,3142214721,0.25
164,17,823244624,0.08
165,17,4041465391,0.29
166,17,4842803918,0.38
167,17,3962980331,0.33
168,17,4338107023,0.33
169,17,1145764410,0.21
170,17,3423372891,0.25
171,18,1994716085,0.12
172,18,6156785456,0.42
173,18,919250650,0.08
174,18,6358567435,0.42
175,18,5347311137,0.33
176,18,3045256572,0.29
177,18,5661168114,0.38
178,18,5046319229,0.42
179,18,6262825474,0.50
180,18,1472593032,0.08
181,19,2865659029,0.29
182,19,3668103082,0.29
183,19,1306372720,0.17
184,19,3722035025,0.38
185,19,1140484209,0.08
186,19,2315234695,0.21
187,19,568582807,0.08
188,19,4956727501,0.38
189,19,3428632539,0.29
190,19,2796923539,0.25
191,20,931311156,0.08
192,20,4512080890,0.38
193,20,3070245894,0.21
194,20,5918466853,0.50
195,20,3147850984,0.21
196,20,1594017709,0.17
197,20,1117017666,0.12
198,20,5243881547,0.50
199,20,1300327578,0.17
200,20,4661930361,0.38
201,21,3053333292,0.17
202,21,3480246055,0.25
203,21,3867003116,0.25
204,21,7035674679,0.42
205,21,1852222840,0.08
206,21,1968302108,0.12
207,21,7504496410,0.42
208,21,1493612959,0.12
209,21,5591338617,0.42
210,21,4489545120,0.29
211,22,3040293432,0.17
212,22,2234201663,0.21
213,22,3345746446,0.25
214,22,674478896,0.08
215,22,3389760341,0.17
216,22,5887222639,0.42
217,22,874581854,0.08
218,22,4462232227,0.29
219,22,997500132,0.12
220,22,3098262041,0.25
221,23,4160890479,0.29
222,23,2308173131,0.12
223,23,3206883500,0.25
224,23,3861746032,0.21
225,23,1050206036,0.08
226,23,5595597641,0.38
227,23,7435163580,0.46
228,23,5957236681,0.42
229,23,2503482249,0.17
230,23,664732172,0.08
231,24,6327466243,0.46
232,24,4063308996,0.42
233,24,4788384506,0.46
234,24,847223979,0.17
235,24,5693369585,0.50
236,24,2701626559,0.25
237,24,6110851832,0.50
238,24,2080323298,0.21
239,24,1909065597,0.17
240,24,4424665111,0.29
241,25,4280680931,0.33
242,25,1604398178,0.12
243,25,3211310487,0.33
244,25,2390423896,0.25
245,25,1805208266,0.25
246,25,3422969608,0.29
247,25,4360073907,0.42
248,25,3743013002,0.38
249,25,5936122875,0.50
250,25,2110104950,0.38
251,26,2414171589,0.17
252,26,4415355233,0.42
253,26,3255425079,0.38
254,26,1614450823,0.08
255,26,801485665,0.08
256,26,3853929265,0.38
257,26,2605992974,0.29
258,26,454064760,0.08
259,26,2817568874,0.25
260,26,1110288648,0.08
261,27,3337089878,0.21
262,27,4139206477,0.46
263,27,6316339827,0.46
264,27,3648221110,0.29
265,27,4934816482,0.33
266,27,4773453897,0.33
267,27,1772385806,0.12
268,27,3119714107,0.33
269,27,5889068863,0.50
270,27,1640666588,0.17
271,28,4352728042,0.33
272,28,4643909497,0.29
273,28,1614958016,0.08
274,28,4022240779,0.38
275,28,5619507352,0.38
276,28,1961248776,0.17
277,28,1060609068,0.08
278,28,575429445,0.08
279,28,2921046715,0.29
280,28,6484117176,0.46
281,29,3612465900,0.42
282,29,3141867127,0.21
283,29,6374518629,0.46
284,29,6334620502,0.50
285,29,5704693427,0.38
286,29,5245290603,0.42
287,29,6246541694,0.42
288,29,2430232893,0.25
289,29,6190489379,0.42
290,29,4873995169,0.42
291,30,6454096146,0.38
292,30,5326401559,0.29
293,30,7850259233,0.50
294,30,6066205579,0.42
295,30,4844133808,0.42
296,30,3797091579,0.29
297,30,1442753996,0.08
298,30,2895357108,0.21
299,30,2471240439,0.17
300,30,3141784700,0.21
301,31,4974121349,0.29
302,31,2920298672,0.25
303,31,3038450682,0.29
304,31,7618315885,0.50
305,31,2631593517,0.21
306,31,3508604555,0.25
307,31,6699825779,0.50
308,31,5561225023,0.38
309,31,7012359549,0.50
310,31,4506930659,0.42
311,32,3699018133,0.29
312,32,5248390366,0.38
313,32,5870670028,0.42
314,32,4103575392,0.38
315,32,4230753328,0.21
316,32,7133056064,0.46
317,32,2949897581,0.17
318,32,2771174717,0.21
319,32,6947575639,0.50
320,32,3809019574,0.25
321,33,6286200440,0.46
322,33,5780934664,0.46
323,33,2985226439,0.21
324,33,6950990836,0.46
325,33,5724422791,0.42
326,33,3446559889,0.21
327,33,5760574335,0.46
328,33,6796751191,0.50
329,33,2387528394,0.21
330,33,2638700578,0.21
331,34,3816991718,0.33
332,34,2077641674,0.21
333,34,1694937767,0.12
334,34,5353011835,0.42
335,34,1873882286,0.25
336,34,5572626836,0.46
337,34,3478166969,0.33
338,34,2065989438,0.12
339,34,5642035330,0.50
340,34,2107395355,0.25
341,35,6454993660,0.42
342,35,1658254373,0.17
343,35,1947223449,0.12
344,35,6933771853,0.42
345,35,6458355287,0.42
346,35,5636987588,0.38
347,35,7246303873,0.46
348,35,5476176331,0.38
349,35,7003891629,0.42
350,35,3990121448,0.25
351,36,6618081310,0.50
352,36,7899001762,0.50
353,36,4047168639,0.33
354,36,1583765664,0.12
355,36,2512532416,0.21
356,36,6111538429,0.46
357,36,870103927,0.08
358,36,5316386027,0.38
359,36,1748231604,0.17
360,36,3060327550,0.21
361,37,1456254127,0.08
362,37,6450328657,0.50
363,37,5222337506,0.42
364,37,2741505131,0.25
365,37,3812799183,0.33
366,37,4687723812,0.38
367,37,1741344007,0.12
368,37,6318928842,0.50
369,37,6228074623,0.46
370,37,6219566336,0.46
371,38,8361154645,0.50
372,38,1243642591,0.08
373,38,4456934793,0.21
374,38,1902559169,0.08
375,38,1303375354,0.12
376,38,3834185168,0.21
377,38,3802368200,0.25
378,38,1770586569,0.12
379,38,6373954745,0.42
380,38,4474672428,0.38
381,39,2943560811,0.21
382,39,1559100783,0.12
383,39,5427410865,0.42
384,39,1095158058,0.17
385,39,3766999028,0.33
386,39,3226294418,0.21
387,39,4029786943,0.33
388,39,2989474772,0.29
389,39,4447714672,0.46
390,39,2005992734,0.12
391,40,4186342674,0.38
392,40,6703309751,0.46
393,40,6135525670,0.38
394,40,4121671067,0.38
395,40,6872622295,0.46
396,40,5368213404,0.38
397,40,2267072170,0.17
398,40,4663003986,0.38
399,40,4905246908,0.42
400,40,1327360834,0.12
401,41,4005908572,0.25
402,41,1372118548,0.12
403,41,3321429217,0.21
404,41,1486193333,0.12
405,41,1991576591,0.12
406,41,5354152976,0.42
407,41,7369530179,0.50
408,41,2647258464,0.25
409,41,3005687075,0.21
410,41,5194629346,0.46
411,42,3159636050,0.25
412,42,783661905,0.08
413,42,5349030674,0.33
414,42,3512749261,0.29
415,42,2840845675,0.21
416,42,5090291129,0.33
417,42,5436451731,0.42
418,42,5914562702,0.38
419,42,4742878269,0.29
420,42,2526244224,0.17
421,43,4079895050,0.29
422,43,2102973294,0.21
423,43,6918063111,0.42
424,43,2484071365,0.17
425,43,1167770294,0.08
426,43,6268646937,0.42
427,43,2934033045,0.21
428,43,5271845004,0.38
429,43,2831231098,0.17
430,43,948378472,0.08
431,44,2425541013,0.17
432,44,2852925258,0.12
433,44,7257571454,0.50
434,44,1022084207,0.08
435,44,6680193177,0.42
436,44,2807722990,0.21
437,44,5422506613,0.33
438,44,7646219780,0.50
439,44,6655032169,0.42
440,44,5848980807,0.42
441,45,3355317183,0.25
442,45,1423101651,0.12
443,45,2892594764,0.21
444,45,3560790597,0.21
445,45,1361654710,0.08
446,45,1126102940,0.08
447,45,4262502899,0.29
448,45,1529863767,0.12
449,45,6759828686,0.50
450,45,2622255697,0.21
451,46,2881768814,0.17
452,46,5729401957,0.42
453,46,334343035,0.08
454,46,2598889388,0.25
455,46,3261292450,0.33
456,46,607398729,0.08
457,46,4341582847,0.29
458,46,1308394790,0.17
459,46,3340479102,0.29
460,46,837888924,0.08
461,47,3085358608,0.38
462,47,1699887580,0.21
463,47,5686332580,0.50
464,47,3188605197,0.33
465,47,4623536334,0.38
466,47,228222314,0.08
467,47,4914841254,0.46
468,47,3177735798,0.38
469,47,2285932471,0.29
470,47,5337268204,0.50
471,48,578817483,0.08
472,48,3885991580,0.29
473,48,2971225674,0.17
474,48,1622121686,0.12
475,48,5379400984,0.38
476,48,6058867458,0.50
477,48,2620540355,0.12
478,48,6992172923,0.50
479,48,6105306810,0.33
480,48,3341782403,0.25
481,49,1758784618,0.25
482,49,5183264619,0.50
483,49,7232101781,0.50
484,49,3401374701,0.21
485,49,5343121158,0.33
486,49,8341112977,0.46
487,49,4007328256,0.29
488,49,4275129554,0.38
489,49,4815012906,0.42
490,49,5652127437,0.42
491,50,1358748601,0.08
492,50,4282403253,0.25
493,50,5399009745,0.50
494,50,4699418515,0.29
495,50,3086357179,0.25
496,50,3391302656,0.21
497,50,5097953592,0.33
498,50,2150847581,0.12
499,50,6868868276,0.46
500,50,3336236577,0.29
