Номер вектора,Вектор,a_max
14,"[425043069, 834701071, 559793288, 793221878, 227648558, 366005789, 818474712, 389001091, 1047572113, 977318065, 445221326, 676877592, 344104829, 786942854, 827697812, 486941356, 558332909, 111175799, 937485298, 355557109, 488528387, 1025619751, 1067528142, 627837857]",1073741824
15,"[13588846, 546275564, 462064556, 616075877, 350158116, 607937560, 604106798, 710375814, 882369902, 101074234, 268204773, 16159931, 213698588, 131420171, 12840607, 335850310, 371513318, 544648670, 797304895, 446884253, 946952171, 134590627, 394470339, 731581495]",1073741824
16,"[728241136, 900511354, 164876063, 476258411, 90103364, 316469869, 598692084, 308871922, 754171905, 228369185, 507649920, 473710229, 463588399, 539245645, 931045164, 670007387, 727998938, 56271379, 445406043, 242357938, 15866858, 393854063, 547161401, 934004217]",1073741824
17,"[84167132, 733500583, 869876354, 354970284, 222539365, 600705259, 684140771, 125636127, 821777936, 1046199859, 790675225, 840535096, 508517955, 195330179, 532254956, 114905359, 847290763, 628234063, 477964100, 710408210, 666235564, 43657181, 456263787, 723843313]",1073741824
18,"[1012779554, 273899077, 612411825, 459813478, 827431906, 992956862, 401771944, 599987279, 158860199, 996892274, 224915482, 776180990, 501588148, 590245632, 1032155584, 322965990, 786455477, 657028983, 378813646, 43181312, 645351573, 142524067, 118534603, 629995964]",1073741824
19,"[1009350227, 481844649, 173588616, 188573475, 90483626, 226668116, 22645446, 77255045, 548728186, 644831566, 53206337, 769071545, 682904504, 959590227, 575825618, 500517931, 564658591, 103436287, 1057546126, 946234140, 68064876, 319545055, 620950615, 660035404]",1073741824
20,"[376240444, 954034857, 106270911, 256495115, 368096781, 775136854, 24321901, 111991435, 689652671, 412194169, 51124551, 930371320, 734519522, 3953872, 542348049, 566908148, 885165195, 516082756, 939836, 179879020, 790605082, 218804406, 975536385, 953314807]",1073741824
21,"[549061838, 810007758, 112421689, 1044143552, 337404056, 427369643, 909427183, 914268101, 374737522, 985088732, 468364645, 466737182, 652138255, 390976104, 182145257, 882315626, 845460709, 790763711, 367530639, 788991509, 799244319, 937954739, 1065589794, 470583469]",1073741824
22,"[85521484, 763835917, 706338776, 470284746, 572436182, 792663801, 1003922972, 18662765, 809953123, 358912558, 669137906, 168243078, 612457911, 450120786, 326065843, 573568658, 517862801, 58976378, 1003448064, 102042714, 1022747947, 1065474899, 1069400826, 729974403]",1073741824
23,"[491506690, 368611656, 730113236, 649451938, 240247006, 46017945, 932191827, 839856470, 539161132, 946257523, 411578059, 429805742, 479390182, 677252168, 320092800, 495943598, 1045000431, 220708424, 198971114, 1038611400, 441932675, 615499571, 981469025, 465761058]",1073741824
24,"[212492766, 586945618, 331349570, 108272548, 486457915, 8124768, 41951202, 203489810, 922717488, 830064571, 497785898, 899797041, 28539281, 67461897, 442169850, 119226109, 709751535, 731793508, 581115414, 295256875, 981417921, 700915128, 444020761, 1052553635]",1073741824
25,"[41044542, 1063109023, 495588738, 875303703, 512731343, 570846771, 403196673, 761759984, 21393254, 661951095, 399302937, 232880719, 793358540, 726766620, 48752888, 882149509, 457124046, 120573041, 233505737, 75126644, 14649284, 201295844, 295252464, 1004922461]",1073741824
26,"[896451637, 711695843, 547843714, 481912460, 280692386, 173372374, 399889390, 401596275, 274399528, 717999186, 358590500, 503611807, 621325920, 243877913, 817684980, 420427092, 413466527, 407205750, 24695521, 137875924, 281941442, 103974143, 70935070, 835889120]",1073741824
27,"[669066981, 50459619, 241126480, 669319611, 794536578, 84825744, 173853972, 530074199, 880928220, 2134173, 847261036, 182694992, 25420604, 751247825, 475038047, 11925886, 1044236821, 835169664, 267907886, 767775980, 69950898, 908243082, 677689366, 744438249]",1073741824
28,"[864299876, 205219351, 1001761651, 1055859684, 116194560, 688095551, 402268251, 384057680, 761827860, 6722059, 66418840, 112233118, 127129741, 921654633, 739930077, 123788879, 891469391, 992995734, 58847417, 440703549, 173161194, 926862465, 426486057, 899106079]",1073741824
29,"[473325592, 345549408, 964470905, 702251394, 1065224719, 163218891, 401599863, 389536050, 1009334474, 339986280, 380085271, 480048329, 635437922, 81237091, 718594768, 488359677, 254775091, 814031457, 502527012, 393848911, 1064488904, 33394994, 405409534, 293209799]",1073741824
30,"[369201289, 957328032, 630683548, 577488829, 197279526, 917715468, 1032564220, 540776513, 962333302, 520735567, 548364390, 774817262, 410189776, 700159374, 188375489, 148475858, 542701681, 678520282, 104796583, 709923700, 787080562, 816992994, 776696245, 1005291823]",1073741824
31,"[984681041, 748190445, 519409440, 543877481, 661001081, 478768067, 76138462, 46974996, 627949448, 787223589, 408508331, 1018758290, 320761329, 151320665, 104360469, 266779445, 881647336, 562166082, 729087135, 946110670, 703895246, 977210234, 726039839, 579453162]",1073741824
32,"[66128136, 998480650, 1033271582, 1024436140, 920996633, 936153162, 275268031, 129116579, 1002822417, 409664697, 296923519, 388622022, 425974998, 124459997, 523323047, 907632800, 321986637, 109892896, 676373701, 765924038, 707541289, 949696739, 651687433, 428421907]",1073741824
33,"[114804417, 807900563, 66398891, 831866319, 871480604, 359476781, 859775248, 397324163, 115322583, 997445237, 823323119, 860942625, 600276785, 751955746, 102648476, 323641796, 433396789, 990120031, 27582124, 986452952, 419977478, 418992696, 854030118, 222605272]",1073741824
34,"[123227795, 555793764, 305885225, 471654457, 717225084, 1032918296, 682503689, 297487166, 10111901, 301558356, 706357803, 477277378, 1282223, 671182892, 597424365, 464646470, 872898495, 232461086, 310983689, 381544576, 308127426, 1046524057, 108672995, 513066213]",1073741824
35,"[588644121, 682951731, 1027332054, 889031779, 96522627, 144574584, 89978092, 811957214, 88846025, 618846467, 842471893, 597627508, 456014185, 660928507, 367730962, 580079623, 893264549, 893943129, 312764078, 1027728484, 856709192, 1072899743, 393030393, 848223699]",1073741824
36,"[1020294086, 965276226, 329940078, 172247422, 288380799, 427304348, 753508776, 713661737, 367485951, 462451952, 366379046, 631756377, 303132673, 287648360, 311229610, 1006724910, 357137805, 831832958, 558874317, 852344383, 1050230880, 783577657, 233845325, 298810208]",1073741824
37,"[1027992588, 307937013, 596274636, 291792754, 1009651116, 571185844, 116307408, 273737759, 766759792, 522195589, 395357930, 428261539, 346203344, 504911915, 502088705, 682259857, 518023450, 148729443, 517785174, 796340035, 781504568, 524093448, 500774591, 627045921]",1073741824
38,"[119860152, 1023486972, 244150543, 927926077, 692876875, 732451766, 568916196, 276583596, 309731122, 856653616, 426179922, 939364659, 144369544, 993770868, 974268775, 647518124, 869549838, 103440919, 315338258, 851859564, 667983691, 304277932, 934773410, 879072197]",1073741824
39,"[83254935, 209436489, 111559119, 448385882, 1061892820, 434335467, 343496479, 392057664, 542375807, 416548518, 841978712, 426054816, 905165857, 975219704, 292628384, 711328228, 99521631, 666491410, 580802537, 1059407170, 157143331, 532196615, 728912149, 107889623]",1073741824
40,"[910331027, 436407285, 429028777, 776502794, 316148206, 405538763, 933269179, 348194148, 179212668, 811602196, 901551509, 92787268, 1069189081, 485414786, 749216883, 721473248, 702983692, 61058383, 929850569, 643833692, 932240111, 3500267, 189925708, 616184304]",1073741824
41,"[792374323, 511598597, 909254123, 221144052, 180815848, 103014992, 479712688, 838668486, 243653982, 1035388294, 538172420, 770995463, 282275578, 977105538, 558115070, 365434241, 707834667, 816722396, 757504959, 238198520, 559654507, 396123362, 134092051, 433128345]",1073741824
42,"[725290249, 214289593, 637858851, 808882305, 545053654, 536858100, 631185905, 871886421, 613412887, 424621084, 947712558, 78031215, 571509435, 300880659, 525630843, 700624813, 977376940, 108086851, 674369707, 258031062, 547192809, 1044388330, 1022705056, 121970271]",1073741824
43,"[736901866, 1003623243, 90317184, 361405986, 400234038, 736589861, 436542145, 639986007, 1011081408, 660442564, 472773909, 893303083, 787622794, 934799385, 578164549, 392540889, 806364308, 971077411, 55075389, 559909253, 215189549, 239453630, 798511184, 960903483]",1073741824
44,"[721631798, 879836076, 220140740, 737666937, 79044806, 1029859433, 831713251, 491507011, 808434033, 815788218, 1017120226, 354416631, 1027370999, 942055831, 946947538, 612306764, 407491809, 154031620, 765486975, 391314132, 802726590, 365647545, 142248131, 1039595035]",1073741824
45,"[626913008, 905446757, 411555199, 185149358, 66547066, 628929228, 649640431, 306564615, 879821710, 23094071, 326968840, 983232116, 651170723, 712014279, 656388119, 1068366412, 235666088, 495261175, 1013571452, 99855642, 571973905, 220656183, 573516240, 306719139]",1073741824
46,"[73516535, 635754554, 799574417, 211888377, 379000712, 83739660, 208517062, 905802738, 42871746, 613122737, 246778359, 731690025, 878773113, 635015857, 24515153, 69361362, 584934153, 348081157, 224766187, 312418912, 523659069, 602044643, 1012031211, 291471289]",1073741824
47,"[418960460, 356407069, 924568194, 475830759, 1005265888, 393683433, 818293934, 237399381, 373928357, 248984230, 160070582, 874809371, 794001333, 831672203, 773217228, 544107720, 293003587, 196946626, 220311743, 231620095, 494662053, 379264931, 7910571, 312668729]",1073741824
48,"[593233301, 563516989, 653935676, 1061108205, 1015462769, 133211934, 276543436, 801620408, 949638860, 544312297, 806247805, 417498942, 152976656, 711550737, 858320399, 269779841, 19575297, 363050461, 571037683, 857315830, 349497039, 7779800, 988394467, 128170529]",1073741824
49,"[882384322, 58807162, 18924175, 825431531, 107509034, 916374402, 197109494, 894547875, 535998225, 786069332, 787813138, 568789118, 268881676, 411119620, 446383554, 515964889, 247573931, 435606223, 415708169, 827891248, 659940, 639559126, 451470601, 1046751105]",1073741824
50,"[878521045, 118218475, 904328023, 52874042, 128136652, 82354531, 739230765, 703411910, 632122440, 306360861, 921265284, 1000414650, 221213069, 848058593, 959493025, 889073206, 242796985, 626046640, 907635946, 399255576, 806050658, 800141996, 784597712, 471455830]",1073741824
