Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
106,0.200749,13.0515,1
70,0.382818,13.7037,1
34,3.628523,13.3049,1
88,0.03898,13.086,1
52,0.226395,13.4577,1
16,0.002017,12.5258,1
124,0.132769,13.0057,1
107,4.454588,12.9339,1
71,0.273314,12.1522,1
35,2.162855,13.3027,1
89,0.118315,13.8281,1
53,1.463434,12.2792,1
17,0.000163,13.4905,1
125,0.000174,12.6426,1
108,0.009475,12.7074,1
72,2.21239,12.4152,1
36,2.996672,12.3507,1
90,4.793378,12.4177,1
18,0.035411,12.6822,1
54,0.206718,12.9657,1
126,0.023897,12.0369,1
127,0.881191,13.4281,1
145,0.614968,12.5353,1
163,1.510447,12.7399,1
181,2.882802,12.6762,1
217,0.139412,12.7861,1
199,0.153863,12.8769,1
235,0.062824,13.3744,1
128,0.000064,13.2046,1
146,1.408513,12.9789,1
164,1.040832,12.9808,1
182,1.022203,12.9618,1
200,0.171915,12.7506,1
218,0.549805,12.4337,1
236,0.002733,12.6736,1
129,0.000185,13.1147,1
147,4.952221,12.8517,1
165,0.499704,12.3144,1
183,0.002198,12.2348,1
201,0.643273,13.2957,1
219,0.025896,12.8697,1
237,0.020837,13.2026,1
130,0.211917,13.0041,1
148,1.388375,12.6072,1
166,0.352848,13.3149,1
184,1.390024,13.4536,1
202,1.304248,13.4379,1
220,0.000117,12.8747,1
238,0.000331,12.7966,1
131,0.006005,13.2024,1
149,0.000796,12.8531,1
167,2.503472,13.6004,1
185,0.077075,13.2505,1
203,0.654489,12.6989,1
221,0.039087,12.4677,1
239,0.232469,13.4548,1
132,0.009107,13.5291,1
150,5.23663,12.9241,1
168,0.540513,12.6994,1
186,0.000021,13.3307,1
204,0.063691,12.586,1
222,0.061775,13.0289,1
240,0.089862,12.941,1
133,4.031903,13.2094,1
151,0.001832,12.8132,1
169,0.001139,12.9052,1
187,0.023868,12.0933,1
205,0.016874,12.6683,1
223,0.007241,13.2895,1
241,4.07514,13.0205,1
134,0.183728,12.6593,1
152,0.002612,12.8173,1
170,0.001233,13.4732,1
188,4.561088,13.1669,1
206,0.023559,12.7841,1
224,1.399681,13.0103,1
242,0.000209,13.2883,1
135,0.002454,13.224,1
153,0.003873,13.3981,1
171,0.026274,12.5092,1
189,0.750899,13.1794,1
207,0.061649,12.7919,1
225,4.876727,13.358,1
243,0.042675,12.3563,1
136,0.00016,13.1319,1
154,1.250012,12.1106,1
172,0.000386,12.7969,1
190,0.067242,12.9205,1
208,2.306879,12.8312,1
226,1.799402,13.1945,1
244,0.218014,12.7752,1
137,0.30915,13.3376,1
155,0.001644,12.8675,1
173,0.000144,12.9374,1
191,0.008841,12.2413,1
209,1.207638,12.8125,1
227,0.365369,12.7883,1
245,1.879628,13.0052,1
138,4.265161,12.7697,1
156,0.449955,12.7447,1
174,0.001247,12.6932,1
192,0.330731,13.2463,1
210,1.285056,12.559,1
228,2.75881,12.9618,1
246,3.902416,12.9469,1
139,2.967362,13.2583,1
157,0.253416,12.871,1
175,0.000323,13.1306,1
193,0.055241,13.1487,1
211,0.003837,12.2911,1
229,0.714475,13.075,1
247,1.02619,13.6052,1
140,2.809396,12.8442,1
176,1.794639,13.3395,1
158,3.954255,12.5094,1
194,0.000019,13.228,1
212,0.054215,13.4032,1
230,0.148058,12.7565,1
248,0.02689,12.6983,1
141,0.002195,12.7966,1
177,0.023473,13.6292,1
159,3.590621,13.4029,1
195,1.191265,13.0483,1
213,0.003198,13.5812,1
231,3.920443,13.6262,1
249,0.006899,12.8791,1
142,1.557554,13.4513,1
178,1.880891,13.6312,1
160,0.054336,12.9996,1
196,0.14093,13.5647,1
214,0.051215,13.3925,1
232,4.004987,13.923,1
250,1.705451,13.2365,1
143,0.000286,13.6519,1
179,0.305533,13.1684,1
161,0.000835,13.3366,1
197,0.003527,13.4248,1
215,0.130594,12.6196,1
233,0.001088,12.2904,1
251,0.008138,13.275,1
144,0.180482,13.036,1
162,0.012136,12.6718,1
180,1.536656,12.7893,1
198,0.000189,12.2629,1
216,0.003429,12.9049,1
234,0.002547,13.1394,1
252,0.859327,12.6795,1
253,0.376283,13.1925,1
289,4.289615,12.4843,1
307,0.000114,12.9442,1
271,0.239817,12.2738,1
325,0.00927,13.0752,1
343,0.000912,12.8297,1
361,1.576622,13.0367,1
254,1.476836,13.0096,1
308,0.000345,12.8343,1
290,3.600792,12.7938,1
272,4.196229,13.0126,1
326,4.234331,13.0613,1
344,2.508276,12.8933,1
362,1.754778,12.7595,1
255,0.153424,12.9081,1
309,2.086561,13.0614,1
291,0.000556,12.8507,1
273,0.711641,13.0256,1
327,0.380499,13.7094,1
345,0.069155,12.7048,1
363,2.63771,12.7766,1
256,2.622558,12.6144,1
310,0.978142,12.5653,1
292,0.000733,13.4123,1
274,3.126384,12.6006,1
328,3.267297,12.8034,1
346,0.004471,12.8891,1
364,0.000465,12.6131,1
257,0.892583,12.3537,1
311,0.002991,12.8096,1
293,0.000848,12.5876,1
275,0.054693,12.9392,1
329,4.184659,12.6459,1
347,0.25252,13.3874,1
365,1.489112,12.3511,2
258,0.949523,12.8933,1
312,2.541832,12.4418,1
294,0.703116,12.4719,1
276,0.702466,12.72,1
330,1.257983,12.7392,1
348,0.279204,12.9481,1
259,0.029268,13.102,1
366,0.000315,12.7609,1
313,0.857514,12.5114,1
295,0.000139,12.6531,1
277,2.193939,12.7922,1
331,0.000158,12.5408,1
349,0.358243,12.9375,1
260,0.000052,12.998,1
367,2.000494,12.5589,1
314,1.518878,12.5596,1
296,4.120672,13.2013,1
278,0.000145,12.6722,1
332,0.012611,12.7395,1
350,0.000115,13.0817,1
368,0.120183,12.4982,1
261,0.85635,13.0208,1
315,0.28793,13.5088,1
297,2.868406,12.7926,1
279,0.001379,13.2373,1
333,0.001785,13.9599,1
351,0.066632,12.7748,1
369,0.881188,13.0917,1
262,0.018199,13.1545,1
316,3.575663,13.5505,1
298,0.002391,13.1521,1
280,5.427413,14.0602,1
334,0.002855,12.5064,1
352,0.076824,12.7626,1
263,0.135266,12.0975,1
370,0.002463,12.7323,1
317,4.619033,12.9305,1
299,0.001201,12.9836,1
281,2.755879,12.675,1
335,0.005022,12.8284,1
353,0.554704,12.8476,1
264,2.838506,12.5999,1
371,1.331946,12.9192,1
300,0.014128,12.7228,1
318,1.209466,12.8367,1
282,1.525115,12.7303,1
336,4.195902,13.5348,1
354,0.000257,12.8308,1
265,0.035686,12.7721,1
372,1.71987,12.8405,1
301,0.02709,13.1943,1
319,2.394495,13.89,1
283,2.049977,12.8828,1
337,4.503521,12.643,1
355,0.000164,12.7042,1
266,3.407214,12.8779,1
373,2.963983,12.8335,1
302,4.28652,13.2291,1
320,0.394856,13.2554,1
284,0.066967,13.0932,1
338,0.315044,12.8351,1
356,0.001234,13.1207,1
267,0.600612,13.0753,1
374,0.373688,13.2766,1
303,0.981694,12.8723,1
321,0.679284,13.3438,1
285,0.028826,13.0478,1
339,0.005422,13.3587,1
357,3.296567,14.0995,2
268,0.313033,13.7143,1
375,0.000126,14.0088,1
304,4.074645,13.7136,1
322,0.002447,13.8195,1
286,0.13946,14.2215,1
340,0.688709,13.2407,1
358,1.014051,13.8484,1
269,3.982162,13.316,1
376,3.041171,13.3597,1
305,0.225782,13.0589,1
323,0.00043,12.858,1
287,4.206842,13.1008,1
341,0.05892,13.3372,1
359,0.00591,12.7076,1
270,0.000876,13.0919,1
377,0.000418,12.9591,1
306,0.172233,12.5993,1
324,0.000157,12.6916,1
288,0.59473,12.8475,1
342,0.481153,12.6783,1
360,0.002095,13.05,1
379,0.115821,12.9334,1
378,0.035277,13.3666,1
397,0.043042,12.6964,1
415,0.662116,12.8101,1
433,1.778082,13.7648,2
451,0.00098,13.1787,1
469,2.124276,12.8555,1
380,0.01243,12.5939,1
487,0.712217,13.0001,1
398,0.627376,12.963,1
416,2.775876,13.3387,1
434,5.29347,13.4781,1
452,0.000386,13.0119,1
381,0.004767,13.128,1
470,0.424936,12.2554,1
488,0.408213,13.1247,1
399,1.307303,12.8965,1
417,3.33632,13.1772,1
435,0.009798,13.4736,1
453,3.42502,13.3372,1
471,3.89205,13.5834,1
382,0.465676,12.7787,1
489,0.153158,13.3921,1
400,0.299994,12.4137,1
418,0.425313,12.6886,1
436,1.558934,12.4223,1
454,0.001742,13.0577,1
472,0.554458,12.9543,1
383,0.00086,12.8265,1
490,0.007253,12.6982,1
401,3.775469,13.0991,1
419,0.0001,13.0691,1
437,3.162697,13.3079,1
455,3.078659,12.796,1
473,1.544513,12.816,1
384,0.000033,12.9292,1
402,0.000565,12.4487,1
491,0.289412,12.8804,1
420,0.002927,12.3982,1
438,3.989983,12.4956,1
456,0.826106,12.6564,1
474,0.321575,12.7656,1
385,0.118253,12.2269,1
492,0.006679,12.4649,1
403,0.001264,12.8998,1
421,3.64218,12.7688,1
439,1.642358,13.3583,1
457,0.64179,12.8795,1
475,0.007241,12.9539,1
386,0.00403,13.0087,1
493,0.898401,12.7757,1
404,0.176455,12.4257,1
422,0.000593,13.227,1
440,5.098043,12.5887,1
458,0.033546,12.8654,1
476,0.020171,13.1506,1
387,1.084836,12.9436,1
405,1.34509,12.9764,1
494,2.244936,12.3568,1
423,0.000944,12.7559,1
441,2.222824,13.5084,1
459,0.001276,13.1393,1
477,0.000235,12.5022,1
388,5.158216,13.36,1
406,0.033958,13.0272,1
495,1.097299,13.0723,1
424,0.821208,12.7723,1
442,0.05096,13.18,1
460,0.085236,13.2687,1
478,3.892673,12.6858,1
389,0.288175,12.4239,1
407,0.813768,12.8324,1
425,0.000447,11.8008,1
496,0.910523,12.475,1
443,0.329985,12.0225,1
461,0.001859,12.2624,1
479,1.033052,12.6336,1
390,0.124341,12.4757,1
408,1.23918,12.3955,1
426,0.102826,12.3195,1
497,0.093671,12.8435,1
444,0.003898,12.4832,1
462,0.11161,12.2949,1
480,0.077131,12.3613,1
391,2.484793,13.1339,1
409,0.603088,12.4314,1
427,0.118689,12.9537,1
498,4.205004,12.7891,1
445,3.412987,12.9116,1
463,0.000585,12.7852,1
481,0.224037,11.797,1
392,0.00019,12.5263,1
410,0.159174,12.097,1
428,0.989208,12.2635,1
499,4.3052,12.7872,1
446,0.427542,12.2828,1
464,2.193565,12.5185,1
482,0.096539,12.0783,1
393,0.270447,11.7846,1
411,0.002577,12.5357,1
429,1.78606,12.782,1
500,2.740228,12.5015,1
447,0.091293,12.837,1
465,1.500767,12.0028,1
483,1.545065,12.6436,1
394,2.092145,12.8061,1
412,0.007724,12.9648,1
430,1.994305,12.8975,1
448,0.394432,12.7843,1
466,0.434534,12.4152,1
484,0.000136,12.4975,1
395,2.538371,12.772,1
413,3.8045,12.6901,1
431,0.000562,13.3076,1
449,0.000051,12.4179,1
467,1.577552,12.8874,1
485,0.084745,12.7288,1
396,0.025532,12.363,1
414,4.274231,12.8873,1
432,0.00618,12.5358,1
450,0.992839,12.913,1
468,0.01421,12.0884,1
486,3.89861,11.9291,1
