Номер задачи,Номер вектора,Целевой вес,Доля предметов
107,11,1729678146,0.08
108,11,5547955507,0.42
109,11,2081380020,0.29
110,11,1493318734,0.21
111,12,5066593095,0.29
112,12,6674458165,0.46
113,12,4953817096,0.29
114,12,1796415351,0.12
115,12,3159976014,0.17
116,12,6897034672,0.46
117,12,6182389689,0.46
118,12,5343963693,0.46
119,12,3979709854,0.29
120,12,4318250923,0.38
121,13,5386931866,0.33
122,13,1953289859,0.12
123,13,4568465972,0.38
124,13,1968149393,0.17
125,13,1625583476,0.12
126,13,7587389423,0.46
127,13,6172242139,0.42
128,13,6218964547,0.50
129,13,1496497187,0.08
130,13,4193291043,0.33
131,14,4752942140,0.38
132,14,3223284776,0.29
133,14,6854190161,0.50
134,14,5887806587,0.38
135,14,2640469405,0.17
136,14,3781925615,0.29
137,14,1379263352,0.12
138,14,3106833829,0.29
139,14,750924138,0.12
140,14,3749033765,0.38
141,15,4185392618,0.33
142,15,6590898508,0.50
143,15,3474262274,0.25
144,15,5490451646,0.42
145,15,5610930954,0.33
146,15,760167290,0.17
147,15,1830675100,0.08
148,15,3118564707,0.29
149,15,6722765491,0.46
150,15,6775326130,0.46
151,16,6500368776,0.42
152,16,6493840204,0.46
153,16,4171148057,0.29
154,16,4256215330,0.33
155,16,1149512909,0.12
156,16,7342434031,0.50
157,16,4522197818,0.42
158,16,1018911697,0.08
159,16,4369924363,0.33
160,16,3772707218,0.29
161,17,3628952465,0.33
162,17,3628380817,0.38
163,17,4941377692,0.33
164,17,4193258464,0.38
165,17,4715142004,0.29
166,17,1392419681,0.12
167,17,2823707793,0.17
168,17,4189693111,0.33
169,17,1526392456,0.12
170,17,6238429987,0.50
171,18,2904783497,0.25
172,18,3356226418,0.25
173,18,5999038626,0.50
174,18,3920675733,0.33
175,18,1424874623,0.21
176,18,5141128626,0.50
177,18,5698519262,0.38
178,18,3346388373,0.21
179,18,2579892134,0.29
180,18,2423863313,0.17
181,19,3123514057,0.29
182,19,1869009442,0.12
183,19,5712478280,0.38
184,19,4976034569,0.33
185,19,3635335762,0.38
186,19,680799745,0.08
187,19,3470735896,0.29
188,19,3118741980,0.29
189,19,4378319025,0.29
190,19,1578979476,0.12
191,20,1332282775,0.17
192,20,3028214335,0.25
193,20,2290086659,0.21
194,20,2347593202,0.25
195,20,2012578695,0.12
196,20,6542680661,0.46
197,20,2514116374,0.25
198,20,3315791490,0.29
199,20,4286792116,0.38
200,20,6475932414,0.46
201,21,3429156041,0.38
202,21,2288132596,0.17
203,21,5489183443,0.50
204,21,622747014,0.12
205,21,3494617372,0.25
206,21,187322543,0.08
207,21,1429557861,0.21
208,21,1558072789,0.17
209,21,4676997777,0.38
210,21,2116649941,0.25
211,22,3110754852,0.25
212,22,4445352904,0.29
213,22,1984155278,0.17
214,22,4091608578,0.29
215,22,5304192524,0.38
216,22,7107891487,0.50
217,22,4230426904,0.42
218,22,1365782160,0.12
219,22,4770666444,0.38
220,22,3011880540,0.17
221,23,1690489785,0.12
222,23,1526988638,0.12
223,23,7168309628,0.50
224,23,2665431599,0.25
225,23,6430426548,0.50
226,23,5661023099,0.46
227,23,5283274030,0.42
228,23,6801097492,0.50
229,23,2664861308,0.21
230,23,1211487874,0.12
231,24,5069696858,0.25
232,24,4249854918,0.33
233,24,2588301608,0.25
234,24,4232441741,0.29
235,24,5986738752,0.42
236,24,3812262280,0.21
237,24,5684578869,0.33
238,24,5074921984,0.29
239,24,5520634231,0.33
240,24,6506853299,0.50
241,25,4324198175,0.38
242,25,1831786728,0.12
243,25,863292199,0.17
244,25,3482553720,0.25
245,25,2038816054,0.17
246,25,1247259091,0.08
247,25,1212548669,0.12
248,25,5418725935,0.42
249,25,5279368004,0.42
250,25,4571376940,0.29
251,26,2771521151,0.17
252,26,4230710475,0.33
253,26,4814354755,0.42
254,26,5334666633,0.46
255,26,3100426540,0.21
256,26,5525075965,0.38
257,26,5928263901,0.50
258,26,4107027401,0.29
259,26,3090418851,0.25
260,26,5282055354,0.42
261,27,497189885,0.08
262,27,4863494595,0.42
263,27,2994827090,0.25
264,27,8790994383,0.50
265,27,1769891230,0.12
266,27,4801649592,0.21
267,27,2147218338,0.21
268,27,6658195007,0.46
269,27,3423884371,0.21
270,27,4213961578,0.33
271,28,3920474206,0.33
272,28,3359959069,0.17
273,28,2593438275,0.17
274,28,6461370202,0.50
275,28,5402286299,0.42
276,28,7854305560,0.50
277,28,1800723448,0.12
278,28,3436698521,0.29
279,28,1025971880,0.08
280,28,3211559645,0.29
281,29,4140701953,0.25
282,29,8747460108,0.50
283,29,9447703015,0.50
284,29,3033740059,0.17
285,29,6599446750,0.42
286,29,4600004990,0.25
287,29,3916495945,0.21
288,29,3928025184,0.21
289,29,2448881461,0.17
290,29,2492552097,0.12
291,30,6166626537,0.50
292,30,4797604708,0.42
293,30,2459475658,0.21
294,30,2304089855,0.12
295,30,3242314840,0.17
296,30,6615955067,0.42
297,30,2603474041,0.12
298,30,2280197456,0.12
299,30,1168993152,0.12
300,30,4807818242,0.38
301,31,6590133815,0.46
302,31,5141900228,0.33
303,31,1723052214,0.17
304,31,4202828035,0.33
305,31,7815126057,0.50
306,31,4285865807,0.33
307,31,1362294679,0.12
308,31,3988274814,0.21
309,31,3564144118,0.25
310,31,3281809278,0.25
311,32,3623154771,0.21
312,32,4703784704,0.46
313,32,6021769496,0.50
314,32,839930346,0.08
315,32,3625536335,0.33
316,32,1945533507,0.17
317,32,1361456792,0.12
318,32,3101157549,0.29
319,32,2661586713,0.17
320,32,5946597279,0.50
321,33,1540692503,0.12
322,33,5007148599,0.38
323,33,5218712938,0.46
324,33,6373749698,0.46
325,33,2299532557,0.21
326,33,6344393915,0.50
327,33,4066539900,0.42
328,33,5758409373,0.46
329,33,2814500862,0.29
330,33,1744873942,0.12
331,34,1122248772,0.12
332,34,1854687716,0.21
333,34,3128276332,0.21
334,34,5281167632,0.46
335,34,2024217733,0.12
336,34,5395204081,0.33
337,34,4685696861,0.42
338,34,3539346845,0.29
339,34,5006975723,0.29
340,34,4046752362,0.33
341,35,6067954752,0.46
342,35,2629031796,0.17
343,35,3187510205,0.29
344,35,4596797701,0.42
345,35,6711582273,0.46
346,35,4515962271,0.42
347,35,2246785263,0.17
348,35,3306023692,0.33
349,35,2762547975,0.21
350,35,5301947716,0.46
351,36,1770888824,0.08
352,36,1278964571,0.08
353,36,6800896011,0.50
354,36,4864929865,0.38
355,36,2558369197,0.12
356,36,4567678622,0.29
357,36,4478111176,0.29
358,36,2539561771,0.17
359,36,883993651,0.08
360,36,2129168814,0.21
361,37,4894952316,0.46
362,37,4160870354,0.42
363,37,493496113,0.08
364,37,5353320548,0.33
365,37,5221260058,0.50
366,37,2771412649,0.21
367,37,3124536505,0.17
368,37,1786861641,0.12
369,37,3767909632,0.21
370,37,3796042043,0.38
371,38,5420895183,0.33
372,38,7563572621,0.50
373,38,6352695508,0.46
374,38,1871572680,0.08
375,38,3586676437,0.25
376,38,1037652737,0.08
377,38,1593330441,0.21
378,38,4456866757,0.33
379,38,6392106887,0.46
380,38,5323683728,0.42
381,39,2330419138,0.12
382,39,1089629466,0.08
383,39,2973401651,0.25
384,39,3997510520,0.29
385,39,2482825352,0.21
386,39,5704413999,0.42
387,39,6798023607,0.38
388,39,4484340248,0.38
389,39,3881080455,0.21
390,39,5947969734,0.42
391,40,493011994,0.08
392,40,2237713635,0.17
393,40,4183645950,0.29
394,40,6997127805,0.46
395,40,4742246588,0.42
396,40,2768414621,0.29
397,40,4600489987,0.38
398,40,6522385275,0.50
399,40,6197398529,0.50
400,40,3703053104,0.21
401,41,4272189861,0.42
402,41,349672618,0.12
403,41,3642538625,0.29
404,41,4766725743,0.50
405,41,3617048195,0.38
406,41,3866884746,0.33
407,41,4308694093,0.38
408,41,1304900569,0.12
409,41,2828768774,0.25
410,41,1910556039,0.17
411,42,3848426768,0.38
412,42,990607494,0.21
413,42,4874788523,0.46
414,42,1614331534,0.12
415,42,1537503816,0.25
416,42,999618272,0.08
417,42,2165343491,0.17
418,42,4073063460,0.50
419,42,3310724523,0.25
420,42,590935354,0.08
421,43,1058895582,0.12
422,43,2108249412,0.17
423,43,1017867962,0.12
424,43,5434438374,0.46
425,43,2798258139,0.21
426,43,896258419,0.08
427,43,273055655,0.08
428,43,6572797849,0.50
429,43,831072627,0.08
430,43,1327235492,0.08
431,44,4256080222,0.25
432,44,4356327655,0.33
433,44,5168807237,0.33
434,44,5989187533,0.38
435,44,3374774427,0.25
436,44,4904752085,0.38
437,44,7786969711,0.46
438,44,4466915047,0.29
439,44,1846539918,0.12
440,44,7281282512,0.46
441,45,3399787754,0.25
442,45,3394997481,0.25
443,45,1500512285,0.08
444,45,6059347530,0.50
445,45,5698673244,0.50
446,45,6629682869,0.50
447,45,1406952404,0.12
448,45,4436282181,0.46
449,45,2507647785,0.21
450,45,1016240230,0.08
451,46,4719429539,0.38
452,46,5088610032,0.46
453,46,2524771404,0.29
454,46,1033733703,0.08
455,46,3029478280,0.29
456,46,6609893214,0.50
457,46,5553673214,0.50
458,46,7155905343,0.46
459,46,5115210701,0.46
460,46,511398350,0.08
461,47,4810268931,0.33
462,47,3901714659,0.25
463,47,1282943215,0.08
464,47,7978043073,0.46
465,47,6853362529,0.46
466,47,3702116791,0.21
467,47,5864563977,0.33
468,47,1822098543,0.12
469,47,3658202892,0.25
470,47,5584797653,0.33
471,48,3478542836,0.29
472,48,1899937656,0.25
473,48,2486545621,0.38
474,48,1208506062,0.08
475,48,4294567459,0.50
476,48,2223079955,0.21
477,48,3789207090,0.38
478,48,3086230338,0.42
479,48,5419078826,0.46
480,48,2824861521,0.29
481,49,6971114285,0.46
482,49,3396733422,0.25
483,49,2954575314,0.25
484,49,2954780028,0.17
485,49,4779258233,0.46
486,49,3969843257,0.25
487,49,4217732874,0.33
488,49,5274858612,0.46
489,49,1815369541,0.12
490,49,2588700353,0.17
491,50,6738384627,0.33
492,50,2135514839,0.12
493,50,3433023487,0.17
494,50,7698604414,0.46
495,50,5987128797,0.33
496,50,7559825575,0.42
497,50,5007424072,0.29
498,50,3813405268,0.25
499,50,7855453959,0.42
500,50,3104592822,0.25
