Номер вектора,Вектор,a_max
11,"[413418718, 872355602, 635116908, 937627971, 241197514, 426820819, 847595318, 281298316, 647652412, 335446936, 121694134, 194085719, 894299460, 114511046, 233886036, 155317468, 905016443, 882082828, 156099839, 566488726, 87936802, 844502452, 473026936, 792945954]",1073741824
12,"[534637157, 443496363, 790635310, 114644202, 343271841, 41904508, 1047995192, 536927548, 57983915, 978073671, 101628100, 621125641, 59835922, 867212801, 943098972, 112958607, 1000900995, 374845317, 205828701, 671067621, 202061520, 290048084, 1018636444, 242073210]",1073741824
13,"[803775119, 855366404, 228890918, 53268516, 24442139, 701618160, 213787728, 547031974, 794879027, 718586425, 426086249, 1011967541, 245785366, 485427516, 518487710, 451014005, 140604329, 335142750, 1054109363, 345630335, 236315825, 797716335, 911395137, 1008910411]",1073741824
14,"[76523722, 1063601611, 762549823, 912804306, 369441830, 318922691, 181301917, 615283513, 9455046, 515996461, 499339612, 926995922, 969948252, 289856827, 120672551, 434987012, 853811845, 650536500, 636474467, 899792306, 23863916, 351770841, 1001588224, 454233652]",1073741824
15,"[848335267, 984606386, 863537492, 1069572611, 317922291, 271256691, 587355646, 1070833156, 130560135, 53857738, 875893642, 216548759, 51218704, 434228801, 766647524, 58540018, 50849712, 732973060, 572617800, 512685517, 355126681, 223979419, 967137608, 653806173]",1073741824
16,"[494896852, 583723301, 529567904, 197221919, 528671844, 903606727, 773054935, 746882869, 12340317, 348350813, 513009739, 1054945497, 579393793, 152581557, 813377705, 53243116, 910104190, 593562179, 137747478, 271594192, 821689778, 658909569, 261902873, 941425257]",1073741824
17,"[1065806487, 150470939, 41106557, 209225139, 189343621, 916680428, 761594948, 196955412, 807330139, 568591378, 6277090, 341792485, 787770448, 95107506, 1038106004, 267226235, 677231226, 1025147601, 984648906, 624547643, 761668650, 345583215, 420187268, 86815398]",1073741824
18,"[748226759, 731448432, 508747988, 924675073, 545183417, 1043514254, 703507416, 288739719, 864984528, 334626814, 468876504, 118972278, 329924457, 888023982, 642653381, 40165488, 223780315, 208456650, 38279769, 337907019, 303320252, 377961055, 314273813, 411418152]",1073741824
19,"[85300746, 941607647, 784843203, 639315883, 111015045, 1031006021, 430947609, 352146430, 467865370, 641200991, 134182733, 442305971, 286200804, 328653315, 144646387, 937607375, 639284505, 487953985, 661649411, 880637265, 1016676309, 250502342, 631129261, 1061701858]",1073741824
20,"[496746085, 718094589, 305453041, 695790421, 818201690, 972695931, 310363159, 119553694, 183565779, 905000620, 664482151, 982464839, 392272780, 350466980, 689957266, 405815738, 817353818, 321876536, 130499035, 754309559, 749061838, 340156590, 470483761, 201722940]",1073741824
21,"[173463773, 696373484, 236750290, 882387194, 60773231, 174797250, 650643264, 273457886, 504792279, 368399892, 619585833, 12525293, 573947118, 657506544, 243446579, 1069071746, 442020811, 764839832, 175494617, 485121539, 702064359, 274485991, 483655893, 804165894]",1073741824
22,"[833762840, 689601052, 853567844, 720689392, 840846186, 430459054, 214927993, 699881925, 739633284, 836629311, 427363394, 233213158, 821487853, 690229900, 518979836, 818291678, 1027461505, 927569843, 51518983, 14563643, 413274200, 430164775, 1054390273, 390459050]",1073741824
23,"[474361802, 956287933, 329548391, 494428731, 977677030, 664322128, 86505490, 1048311902, 384274489, 911110411, 455887750, 198245532, 756757411, 70264329, 141817675, 463332858, 565801981, 644823132, 271806593, 692277147, 703011516, 163849908, 441006162, 630553653]",1073741824
24,"[381710672, 376343101, 392428995, 161610002, 270549797, 949413595, 188818207, 332306148, 909250370, 227361885, 637831052, 967695646, 885786918, 910436769, 1055347086, 780567008, 658927665, 318773896, 394080500, 820808437, 683723003, 807992405, 639567634, 920837103]",1073741824
25,"[258380508, 887490850, 4468635, 422276705, 511969123, 609156405, 158919085, 584319467, 1010641394, 485955059, 250510322, 703270976, 178166351, 152006652, 985086507, 827843304, 803119262, 334410695, 728807130, 988878583, 870135244, 983881015, 292868157, 134999385]",1073741824
26,"[163270165, 759934394, 440881085, 814441630, 1031147758, 674361711, 138848249, 111326949, 458206251, 870404443, 666096260, 369800840, 619354951, 702654975, 278938309, 448125570, 597097596, 543643706, 199178347, 281147445, 494382198, 736344352, 856954157, 1028358734]",1073741824
27,"[433204657, 433061204, 88351335, 1034644933, 494552856, 492797006, 985978578, 894890694, 894751248, 330612878, 929473443, 176086686, 14737427, 399366818, 350851448, 913737289, 972009049, 70044501, 758214084, 63985228, 870435535, 1015177820, 972537544, 986290276]",1073741824
28,"[336334445, 853908775, 378935712, 645258120, 1011204723, 334436583, 201931735, 825934475, 724282757, 716925111, 316081515, 14767157, 1032083821, 995674296, 904607196, 794508697, 865619542, 973317610, 407520759, 330797035, 544380652, 104739080, 10540455, 687525566]",1073741824
29,"[924187590, 606416941, 769733081, 946471897, 957482818, 956435881, 223770336, 858498058, 991592725, 358669639, 138726305, 1015484980, 284510652, 894542431, 496184850, 899347700, 870907072, 665619618, 424451938, 662258303, 812486617, 682054616, 1013343346, 958142243]",1073741824
30,"[523289516, 928480867, 469250545, 504630963, 596128110, 637495768, 269201920, 672683148, 1071810039, 609485376, 967599316, 771890495, 70390806, 58932123, 846551605, 714220821, 284005265, 36524602, 113097392, 418065687, 1032274708, 933703565, 441905423, 332748924]",1073741824
31,"[333833328, 962071641, 1032617884, 906198046, 11017144, 302098199, 71979636, 332640022, 910291798, 372424874, 233146953, 115639737, 683804412, 228660027, 976549505, 640159904, 599966798, 2549580, 987320225, 529466854, 1067187450, 389360603, 807352041, 683243512]",1073741824
32,"[423704527, 549027165, 495434864, 382063389, 1063982847, 1023029479, 680407717, 745310853, 131232457, 129647161, 367567044, 375037828, 207696660, 175310094, 449303592, 406244408, 290848240, 726087567, 380984398, 274804667, 106863973, 986264297, 901491359, 549082106]",1073741824
33,"[437672227, 330842541, 1071044350, 256396309, 412930486, 672700286, 411006352, 790850671, 781215397, 764673867, 858978676, 325082713, 644432046, 537149676, 103858236, 399360384, 668765717, 516351044, 735209102, 245384075, 201262277, 770287848, 1000360041, 170109355]",1073741824
34,"[392663477, 200513076, 321566768, 556340479, 1057305997, 579659968, 453582238, 377028479, 684415450, 990787171, 806061533, 591017680, 511584677, 23499484, 157081857, 194278433, 522586704, 355355822, 789617926, 371930779, 809829879, 318409032, 243695836, 585711551]",1073741824
35,"[537870695, 567078828, 618537816, 264778730, 162209878, 209442606, 339298942, 397494182, 984028986, 527184181, 677387425, 706808968, 28649800, 635525381, 972861787, 983947298, 622482526, 459000405, 777039476, 62126574, 322261949, 409044617, 139845735, 70280122]",1073741824
36,"[876051888, 471483473, 187215243, 972411873, 386686376, 417518019, 449434097, 426677944, 556771950, 466475632, 831728261, 965652698, 573075365, 447207229, 564562394, 830853844, 282327567, 1067693128, 347525097, 855421609, 703195696, 527171637, 448110727, 635254460]",1073741824
37,"[479087193, 336548962, 692377078, 614254776, 933817060, 430148564, 832229933, 129708213, 757935601, 78934666, 246330556, 111800192, 347117796, 587884453, 468458370, 357829803, 1061535708, 247165557, 785832519, 925799733, 1069966721, 416484548, 73187973, 485743394]",1073741824
38,"[854425383, 326416731, 539760618, 688424616, 526399050, 623086251, 775911963, 219762487, 581404152, 895917246, 364685941, 740830347, 975655434, 563244504, 543173004, 23487835, 1045473932, 828887211, 622374484, 243662611, 339994340, 170615757, 415278253, 413896313]",1073741824
39,"[944340354, 858811886, 324161611, 299889666, 778196123, 191768333, 944310874, 420202424, 1007595127, 754491234, 267798659, 656457161, 617398403, 912484558, 480643879, 620640409, 605252451, 108285809, 765467855, 1035193039, 724792860, 220421632, 277314950, 674699085]",1073741824
40,"[692295241, 985446630, 747092218, 826600330, 829248860, 473382086, 341447404, 386129640, 488180389, 1068184121, 591596919, 172911287, 384605179, 922573362, 578866714, 1031059703, 91988597, 1007982625, 351500052, 889011634, 498680624, 429551294, 106882354, 298870098]",1073741824
41,"[247834200, 577361796, 34656784, 70436740, 129332429, 218758908, 589747605, 1677753, 309548838, 865348271, 216121084, 98163774, 244579094, 470573870, 485578999, 290771733, 102126396, 875592552, 876953005, 908667671, 709153181, 350540801, 1011020186, 780187342]",1073741824
42,"[450848834, 449104233, 259011432, 866454783, 808027940, 79712363, 984875635, 112214220, 314363774, 263584925, 1054884629, 453109114, 232605088, 499907528, 85342529, 284902519, 141831121, 355476421, 14742637, 537135900, 58079714, 803315582, 850839081, 632875733]",1073741824
43,"[232625117, 177811529, 8795802, 134226830, 794010481, 915811900, 253666466, 748392346, 199412622, 474031123, 995741684, 586337718, 126616651, 647041809, 708132723, 138828825, 828288642, 696845797, 460231182, 459835575, 658626194, 502819544, 740472885, 668609298]",1073741824
44,"[619935328, 1007814352, 850217443, 634610732, 1026007773, 17768272, 414258971, 69693300, 695078022, 1017698191, 399111120, 412237829, 1063878770, 897146942, 931624704, 39586946, 936634094, 887652401, 877876441, 359393546, 254739541, 265729366, 619772487, 411585326]",1073741824
45,"[501691537, 139507807, 655146282, 653880861, 772000955, 331934099, 1003605327, 182515606, 30921511, 434024596, 163847331, 232352172, 1066487689, 1033636310, 277922748, 916564744, 729709697, 731832929, 797095557, 35645194, 725820539, 693541884, 143984810, 12634903]",1073741824
46,"[545260155, 956179974, 662105996, 560152638, 872534653, 305442076, 161199050, 142266159, 965591814, 853740567, 190129506, 846394405, 97629287, 783802684, 159858632, 152021199, 152338051, 321268844, 708428303, 10980332, 496797732, 477874672, 170274552, 864327595]",1073741824
47,"[963194631, 315561949, 669206256, 11151810, 581707028, 855636039, 281027741, 1073633691, 787699687, 1061369402, 493500014, 809837975, 657735443, 634315143, 701236187, 667363097, 1048766133, 474125684, 742209609, 243459038, 1052813578, 899155923, 1012888122, 384755476]",1073741824
48,"[537908416, 70063042, 968082603, 167759497, 201479100, 380546088, 561458549, 1062064508, 248667880, 176925957, 766830485, 33754704, 440983209, 959838182, 937205058, 33878818, 174980280, 85786578, 95112739, 62995643, 15599928, 826733238, 101661464, 197593473]",1073741824
49,"[616315639, 11501221, 927223623, 537561753, 19096205, 472205032, 559218792, 301061540, 576557666, 484264600, 659442571, 309382389, 66726178, 206919812, 441360124, 275009479, 671483567, 392843618, 1060656601, 968425399, 344282162, 245223874, 770419706, 597598264]",1073741824
50,"[635197784, 1037556108, 154626770, 1038668991, 521639917, 859456896, 925017149, 1022960540, 352053082, 713760201, 717167216, 1024142423, 66615322, 951084702, 811015987, 378836003, 768918583, 976480358, 889247895, 679120180, 340888880, 82090053, 745905649, 871332356]",1073741824
