Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
247,1.346850,735,Нет улучшений на последних двух итерациях,817
186,0.316521,0,Найдено точное решение,188
195,0.903041,8165,Нет улучшений на последних двух итерациях,574
264,1.585455,4255,Достигнуто максимальное число поколений,1000
257,0.986273,759,Нет улучшений на последних двух итерациях,609
265,0.105284,0,Найдено точное решение,56
168,0.564602,0,Найдено точное решение,339
230,1.531069,152,Нет улучшений на последних двух итерациях,947
240,0.741163,0,Найдено точное решение,453
143,0.662517,0,Найдено точное решение,393
258,0.525806,0,Найдено точное решение,342
162,0.995124,4007,Нет улучшений на последних двух итерациях,605
204,0.993543,429,Нет улучшений на последних двух итерациях,609
213,1.089300,2597,Нет улучшений на последних двух итерациях,695
196,0.614242,0,Найдено точное решение,361
224,0.825766,1219,Нет улучшений на последних двух итерациях,523
176,0.912720,614,Нет улучшений на последних двух итерациях,559
248,0.883347,452,Нет улучшений на последних двух итерациях,566
249,0.135551,0,Найдено точное решение,81
266,0.917176,128,Нет улучшений на последних двух итерациях,536
169,0.902360,1008,Нет улучшений на последних двух итерациях,509
152,1.695209,3188,Достигнуто максимальное число поколений,1000
231,1.271986,498,Нет улучшений на последних двух итерациях,699
214,1.013656,1158,Нет улучшений на последних двух итерациях,577
225,1.056468,667,Нет улучшений на последних двух итерациях,557
197,1.068298,5579,Нет улучшений на последних двух итерациях,568
187,1.758224,551,Достигнуто максимальное число поколений,1000
144,1.230559,158,Нет улучшений на последних двух итерациях,661
205,1.149126,43,Нет улучшений на последних двух итерациях,671
241,1.401799,131,Нет улучшений на последних двух итерациях,779
259,1.370799,284,Нет улучшений на последних двух итерациях,772
267,0.934912,3205,Нет улучшений на последних двух итерациях,511
250,1.145448,1699,Нет улучшений на последних двух итерациях,604
170,1.260453,1157,Нет улучшений на последних двух итерациях,705
242,0.567915,0,Найдено точное решение,296
271,1.887804,982,Достигнуто максимальное число поколений,1000
177,1.719165,247,Нет улучшений на последних двух итерациях,937
280,0.854038,0,Найдено точное решение,475
153,1.367160,18816,Нет улучшений на последних двух итерациях,759
215,0.943905,9424,Нет улучшений на последних двух итерациях,527
198,0.903420,0,Найдено точное решение,526
188,0.877702,0,Найдено точное решение,497
298,0.342798,0,Найдено точное решение,190
216,0.360462,0,Найдено точное решение,214
232,1.382319,282,Нет улучшений на последних двух итерациях,816
289,1.364818,1026,Нет улучшений на последних двух итерациях,787
243,0.735711,0,Найдено точное решение,426
260,1.199475,1692,Нет улучшений на последних двух итерациях,689
268,1.146874,280,Нет улучшений на последних двух итерациях,634
171,0.806755,203,Нет улучшений на последних двух итерациях,502
206,1.511044,501,Нет улучшений на последних двух итерациях,851
272,0.834743,7332,Нет улучшений на последних двух итерациях,501
178,0.874623,16,Нет улучшений на последних двух итерациях,505
316,0.574030,0,Найдено точное решение,333
189,0.905355,408,Нет улучшений на последних двух итерациях,535
290,0.406411,0,Найдено точное решение,251
251,1.459876,375,Нет улучшений на последних двух итерациях,852
307,1.122485,201,Нет улучшений на последних двух итерациях,666
299,1.027125,49545,Нет улучшений на последних двух итерациях,595
207,0.904320,458,Нет улучшений на последних двух итерациях,511
334,1.008972,1378,Нет улучшений на последних двух итерациях,566
233,1.186489,9407,Нет улучшений на последних двух итерациях,686
269,1.080728,3976,Нет улучшений на последних двух итерациях,617
261,1.097913,25,Нет улучшений на последних двух итерациях,625
281,1.750134,890,Достигнуто максимальное число поколений,1000
179,0.980820,1314,Нет улучшений на последних двух итерациях,571
343,0.909881,4,Нет улучшений на последних двух итерациях,546
273,1.217563,2855,Нет улучшений на последних двух итерациях,697
291,1.216324,1551,Нет улучшений на последних двух итерациях,705
325,1.652210,1420,Достигнуто максимальное число поколений,1000
300,0.957525,2312,Нет улучшений на последних двух итерациях,579
317,1.387974,535,Нет улучшений на последних двух итерациях,769
308,1.194095,170,Нет улучшений на последних двух итерациях,646
335,0.889033,1001,Нет улучшений на последних двух итерациях,533
234,0.888873,171,Нет улучшений на последних двух итерациях,536
180,0.901724,703,Нет улучшений на последних двух итерациях,521
301,0.426730,0,Найдено точное решение,226
252,1.814669,3287,Достигнуто максимальное число поколений,1000
352,1.223256,509,Нет улучшений на последних двух итерациях,684
361,1.163387,43,Нет улучшений на последних двух итерациях,669
274,0.955101,740,Нет улучшений на последних двух итерациях,529
292,0.890476,56,Нет улучшений на последних двух итерациях,512
302,0.331044,0,Найдено точное решение,205
270,1.440255,1219,Нет улучшений на последних двух итерациях,816
282,1.427032,2571,Нет улучшений на последних двух итерациях,781
397,0.138555,0,Найдено точное решение,76
336,0.943870,0,Найдено точное решение,534
344,1.579291,62,Нет улучшений на последних двух итерациях,876
370,1.069456,184,Нет улучшений на последних двух итерациях,586
326,1.385846,1685,Нет улучшений на последних двух итерациях,778
362,0.843685,1550,Нет улучшений на последних двух итерациях,525
353,0.844017,3026,Нет улучшений на последних двух итерациях,516
379,0.959765,203,Нет улучшений на последних двух итерациях,580
337,0.246159,0,Найдено точное решение,147
398,0.572514,0,Найдено точное решение,330
275,0.909377,214,Нет улучшений на последних двух итерациях,534
309,1.494192,1219,Нет улучшений на последних двух итерациях,862
363,0.260674,0,Найдено точное решение,182
303,0.892554,217,Нет улучшений на последних двух итерациях,512
388,1.191807,121,Нет улучшений на последних двух итерациях,687
283,0.921820,1049,Нет улучшений на последних двух итерациях,542
318,1.756697,367,Достигнуто максимальное число поколений,1000
293,1.089574,394,Нет улучшений на последних двух итерациях,632
345,0.902135,2203,Нет улучшений на последних двух итерациях,552
380,0.710337,0,Найдено точное решение,445
371,0.843877,698,Нет улучшений на последних двух итерациях,504
327,0.857709,2080,Нет улучшений на последних двух итерациях,531
389,0.522369,0,Найдено точное решение,342
310,0.704372,0,Найдено точное решение,433
338,0.910334,702,Нет улучшений на последних двух итерациях,544
311,0.099493,0,Найдено точное решение,64
276,0.928065,72,Нет улучшений на последних двух итерациях,581
390,0.274009,0,Найдено точное решение,150
354,1.225443,235,Нет улучшений на последних двух итерациях,769
319,0.950265,152,Нет улучшений на последних двух итерациях,612
304,1.079644,922,Нет улучшений на последних двух итерациях,656
399,1.333693,745,Нет улучшений на последних двух итерациях,807
346,0.888028,10300,Нет улучшений на последних двух итерациях,562
372,0.806466,1165,Нет улучшений на последних двух итерациях,519
364,1.386036,2305,Нет улучшений на последних двух итерациях,877
328,0.863625,337,Нет улучшений на последних двух итерациях,538
284,1.473473,640,Нет улучшений на последних двух итерациях,928
329,0.263142,0,Найдено точное решение,154
294,1.484791,345,Нет улучшений на последних двух итерациях,905
312,0.989739,559,Нет улучшений на последних двух итерациях,621
355,0.782077,260,Нет улучшений на последних двух итерациях,500
391,1.016115,1026,Нет улучшений на последних двух итерациях,660
320,0.813691,923,Нет улучшений на последних двух итерациях,512
381,1.507559,310,Нет улучшений на последних двух итерациях,951
305,0.848683,907,Нет улучшений на последних двух итерациях,525
277,1.175330,625,Нет улучшений на последних двух итерациях,727
400,0.838073,256,Нет улучшений на последних двух итерациях,503
285,0.536313,0,Найдено точное решение,324
339,1.632482,4397,Достигнуто максимальное число поколений,1000
347,1.041733,373,Нет улучшений на последних двух итерациях,593
401,0.660176,0,Найдено точное решение,336
365,1.337394,1699,Нет улучшений на последних двух итерациях,778
356,1.084027,1068,Нет улучшений на последних двух итерациях,604
306,0.886974,0,Найдено точное решение,504
313,1.152470,3776,Нет улучшений на последних двух итерациях,693
373,1.577049,334,Нет улучшений на последних двух итерациях,928
321,0.987835,46340,Нет улучшений на последних двух итерациях,567
402,0.246405,0,Найдено точное решение,152
278,1.091755,7793,Нет улучшений на последних двух итерациях,610
382,1.112864,38,Нет улучшений на последних двух итерациях,628
286,0.952569,1019,Нет улучшений на последних двух итерациях,536
348,0.936074,1855,Нет улучшений на последних двух итерациях,518
340,1.062358,0,Найдено точное решение,623
330,1.709069,2320,Достигнуто максимальное число поколений,1000
295,1.756242,210,Достигнуто максимальное число поколений,1000
392,1.796533,3535,Достигнуто максимальное число поколений,1000
366,0.997279,992,Нет улучшений на последних двух итерациях,552
322,0.912680,2938,Нет улучшений на последних двух итерациях,532
406,0.966207,400,Нет улучшений на последних двух итерациях,528
357,1.013945,1117,Нет улучшений на последних двух итерациях,572
314,1.032043,264,Нет улучшений на последних двух итерациях,607
279,0.961024,3726,Нет улучшений на последних двух итерациях,525
403,1.092593,5787,Нет улучшений на последних двух итерациях,603
383,1.134304,24,Нет улучшений на последних двух итерациях,621
374,1.406894,97,Нет улучшений на последних двух итерациях,823
341,0.950430,54,Нет улучшений на последних двух итерациях,558
404,0.363872,0,Найдено точное решение,237
287,1.322201,397,Нет улучшений на последних двух итерациях,766
349,1.165306,156,Нет улучшений на последних двух итерациях,693
407,0.651025,0,Найдено точное решение,427
315,0.636310,0,Найдено точное решение,386
393,0.897415,599,Нет улучшений на последних двух итерациях,586
415,0.553397,0,Найдено точное решение,331
331,1.231124,2223,Нет улучшений на последних двух итерациях,726
405,0.213446,0,Найдено точное решение,100
323,0.887229,537,Нет улучшений на последних двух итерациях,552
367,0.994733,0,Найдено точное решение,619
296,1.435024,653,Нет улучшений на последних двух итерациях,863
288,0.533763,0,Найдено точное решение,299
358,1.426043,1674,Нет улучшений на последних двух итерациях,888
368,0.575204,0,Найдено точное решение,354
342,1.030004,109,Нет улучшений на последних двух итерациях,614
350,0.913677,976,Нет улучшений на последних двух итерациях,540
424,0.832378,0,Найдено точное решение,490
416,0.817545,1312,Нет улучшений на последних двух итерациях,514
408,0.921686,156,Нет улучшений на последних двух итерациях,511
384,1.213661,224,Нет улучшений на последних двух итерациях,735
433,0.982859,2068,Нет улучшений на последних двух итерациях,589
332,1.003011,518,Нет улучшений на последних двух итерациях,600
324,0.909730,33,Нет улучшений на последних двух итерациях,567
394,1.091883,1330,Нет улучшений на последних двух итерациях,661
451,0.512843,0,Найдено точное решение,334
375,1.578856,302,Достигнуто максимальное число поколений,1000
442,0.977060,2237,Нет улучшений на последних двух итерациях,611
359,0.754233,0,Найдено точное решение,461
417,0.628615,0,Найдено точное решение,391
297,1.189356,66,Нет улучшений на последних двух итерациях,730
369,0.918052,4610,Нет улучшений на последних двух итерациях,548
409,0.856183,214,Нет улучшений на последних двух итерациях,525
425,0.924291,66365,Нет улучшений на последних двух итерациях,557
434,0.887496,1456,Нет улучшений на последних двух итерациях,545
460,0.886974,528,Нет улучшений на последних двух итерациях,532
385,1.221606,144,Нет улучшений на последних двух итерациях,735
426,0.395136,0,Найдено точное решение,218
351,1.396145,334,Нет улучшений на последних двух итерациях,820
395,1.177002,4438,Нет улучшений на последних двух итерациях,696
376,1.023135,0,Найдено точное решение,596
443,0.995095,92875,Нет улучшений на последних двух итерациях,512
444,0.064414,0,Найдено точное решение,36
418,1.008463,6571,Нет улучшений на последних двух итерациях,551
333,1.439079,443,Нет улучшений на последних двух итерациях,842
360,1.212434,0,Найдено точное решение,702
478,1.157017,56,Нет улучшений на последних двух итерациях,678
410,1.178821,4610,Нет улучшений на последних двух итерациях,688
469,1.382217,35810,Нет улучшений на последних двух итерациях,811
386,0.871594,535,Нет улучшений на последних двух итерациях,525
452,1.702178,2491,Достигнуто максимальное число поколений,1000
435,1.175492,137,Нет улучшений на последних двух итерациях,675
396,0.821040,0,Найдено точное решение,522
487,1.014010,1479,Нет улучшений на последних двух итерациях,616
427,1.085685,0,Найдено точное решение,640
445,0.773916,209,Нет улучшений на последних двух итерациях,503
377,0.902750,149,Нет улучшений на последних двух итерациях,587
419,0.810160,4757,Нет улучшений на последних двух итерациях,560
461,1.398663,5048,Нет улучшений на последних двух итерациях,845
411,0.549954,0,Найдено точное решение,357
387,0.767013,2072,Нет улучшений на последних двух итерациях,529
496,1.253122,139,Нет улучшений на последних двух итерациях,857
378,0.636549,0,Найдено точное решение,465
479,1.129372,294,Нет улучшений на последних двух итерациях,775
488,0.755248,286,Нет улучшений на последних двух итерациях,545
470,1.077352,492,Нет улучшений на последних двух итерациях,783
428,0.833684,449,Нет улучшений на последних двух итерациях,569
446,0.857414,667,Нет улучшений на последних двух итерациях,584
436,0.993777,957,Нет улучшений на последних двух итерациях,651
420,0.839953,9659,Нет улучшений на последних двух итерациях,609
437,0.066232,0,Найдено точное решение,52
462,0.853766,408,Нет улучшений на последних двух итерациях,506
453,1.235074,207,Нет улучшений на последних двух итерациях,832
412,1.002330,4542,Нет улучшений на последних двух итерациях,731
497,0.866541,152,Нет улучшений на последних двух итерациях,654
471,0.747133,0,Найдено точное решение,567
447,0.675716,1100,Нет улучшений на последних двух итерациях,500
429,0.806127,2,Нет улучшений на последних двух итерациях,565
463,0.676483,841,Нет улучшений на последних двух итерациях,514
430,0.093611,0,Найдено точное решение,64
421,0.833681,12988,Нет улучшений на последних двух итерациях,624
489,1.113935,711,Нет улучшений на последних двух итерациях,828
454,0.887558,2756,Нет улучшений на последних двух итерациях,682
413,0.750701,1991,Нет улучшений на последних двух итерациях,545
438,1.075518,35,Нет улучшений на последних двух итерациях,733
480,1.439318,924,Достигнуто максимальное число поколений,1000
498,0.777324,29,Нет улучшений на последних двух итерациях,554
431,0.492962,0,Найдено точное решение,356
472,0.784787,3531,Нет улучшений на последних двух итерациях,587
422,0.722576,1294,Нет улучшений на последних двух итерациях,523
448,1.003150,373,Нет улучшений на последних двух итерациях,758
449,0.184203,0,Найдено точное решение,141
481,0.632195,798,Нет улучшений на последних двух итерациях,503
439,0.868371,359,Нет улучшений на последних двух итерациях,641
490,1.038218,17025,Нет улучшений на последних двух итерациях,804
432,0.689498,125,Нет улучшений на последних двух итерациях,548
482,0.130388,0,Найдено точное решение,96
464,1.314858,6156,Достигнуто максимальное число поколений,1000
473,0.798519,465,Нет улучшений на последних двух итерациях,617
483,0.221022,0,Найдено точное решение,204
414,1.196221,2496,Нет улучшений на последних двух итерациях,934
499,1.008955,324,Нет улучшений на последних двух итерациях,767
455,1.327789,5772,Достигнуто максимальное число поколений,1000
423,0.809934,504,Нет улучшений на последних двух итерациях,688
450,0.733276,2221,Нет улучшений на последних двух итерациях,609
474,0.551672,883,Нет улучшений на последних двух итерациях,541
465,0.721395,1060,Нет улучшений на последних двух итерациях,688
500,0.597684,1486,Нет улучшений на последних двух итерациях,643
491,0.920050,2842,Нет улучшений на последних двух итерациях,897
440,0.975509,1870,Нет улучшений на последних двух итерациях,956
484,0.779661,1635,Нет улучшений на последних двух итерациях,859
492,0.166642,0,Найдено точное решение,199
456,0.813450,1532,Нет улучшений на последних двух итерациях,892
493,0.064315,0,Найдено точное решение,75
475,0.421955,0,Найдено точное решение,507
466,0.521245,322,Нет улучшений на последних двух итерациях,635
485,0.519788,389,Нет улучшений на последних двух итерациях,599
476,0.531943,243,Нет улучшений на последних двух итерациях,590
441,0.737979,620,Нет улучшений на последних двух итерациях,833
467,0.478501,0,Найдено точное решение,541
494,0.682864,623,Нет улучшений на последних двух итерациях,786
468,0.037159,0,Найдено точное решение,44
457,0.732771,272,Нет улучшений на последних двух итерациях,859
477,0.406551,94,Нет улучшений на последних двух итерациях,516
495,0.471432,14594,Нет улучшений на последних двух итерациях,620
486,0.773373,171,Нет улучшений на последних двух итерациях,976
458,0.615364,713,Нет улучшений на последних двух итерациях,823
459,0.154177,0,Найдено точное решение,209
