Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
136,0.510978,12.707,16
208,0.001031,12.9097,22
190,0.000499,12.8715,32
226,0.001105,12.3377,52
172,0.543656,12.3654,1
244,0.115664,13.3044,1
155,0.010028,12.582,16
137,0.034514,12.9109,28
209,0.003191,12.7058,48
191,0.021756,12.5587,14
227,0.049208,12.4496,5
173,0.007541,12.0222,28
245,0.539518,12.951,1
156,0.030825,12.1978,35
138,0.012793,12.1136,3
210,0.370442,12.332,4
192,1.281181,11.9348,21
228,0.088965,12.6427,21
174,0.31489,12.6649,34
246,0.014629,13.0101,32
157,0.419,12.4239,26
139,0.126771,12.7325,14
211,2.091802,13.2547,1
193,1.123365,13.0783,1
229,0.005419,12.9185,3
175,0.021723,12.1519,3
247,0.150287,12.2508,3
158,0.11119,11.7467,1
140,0.19743,12.754,1
212,0.000992,12.3013,26
194,0.000424,12.6157,1
230,0.826562,12.1481,21
176,0.000625,12.153,1
248,0.025801,12.105,1
159,0.001924,12.654,2
141,0.361243,12.1859,1
213,0.251648,12.3576,1
195,0.000431,12.5187,1
177,0.20605,12.5485,5
231,0.009672,12.3072,2
249,0.047376,12.2521,5
160,0.477098,12.5846,21
142,0.003044,12.268,4
214,0.003375,12.623,2
196,0.003338,12.5362,6
232,0.000406,12.257,21
178,0.360539,12.3358,8
250,0.231922,12.6242,15
161,0.000641,12.0161,1
143,0.245958,12.3638,34
215,0.004461,12.631,1
197,0.00031,12.677,1
233,0.001043,12.2944,1
179,0.036453,12.2932,10
251,0.136437,12.5176,30
162,0.031991,12.5288,44
144,0.010826,12.4005,11
216,0.208886,12.7532,1
198,1.171843,12.3405,1
234,0.015181,12.3705,2
180,0.013787,12.3576,2
252,0.038498,12.3132,1
253,0.000621,13.0608,1
271,0.005133,12.394,17
289,1.584325,11.9889,31
307,0.000879,12.8816,27
325,2.059264,12.4935,10
343,0.001034,12.3735,1
361,0.322556,12.2667,2
254,0.000943,13.0541,9
272,0.571475,12.2018,2
290,0.000102,12.374,1
308,0.417633,12.3142,34
326,0.032791,12.7041,30
344,0.371203,12.6334,21
362,1.529249,12.5342,1
255,1.010026,11.9002,30
273,0.962257,12.1924,1
291,0.000059,12.0995,35
309,0.444407,12.8265,8
327,0.249642,13.1567,3
345,2.205602,12.4637,1
363,0.029029,12.7228,15
256,0.154917,11.613,40
274,0.211225,12.6683,8
292,0.139198,12.9203,38
310,0.008148,12.0301,23
328,0.000062,12.3893,15
346,0.401319,12.7187,1
364,0.00005,12.5781,1
257,0.822323,12.4566,4
275,0.147106,12.3214,7
293,0.344887,13.2245,26
311,0.00388,12.131,1
329,0.004958,12.5535,2
347,0.017792,12.2372,43
365,0.014126,12.0092,1
258,0.697765,13.0057,1
276,0.126376,12.1063,1
294,0.000705,12.4894,14
312,0.507421,12.7437,5
330,0.008454,12.8179,13
348,0.017613,12.6012,2
366,0.242435,13.1404,31
259,0.257718,12.6047,6
277,0.83462,12.7066,36
295,0.000704,12.3415,13
313,0.063686,12.2064,1
331,2.457044,13.1008,27
349,0.82022,12.3414,39
367,0.003155,12.615,3
260,0.000795,11.5807,6
278,0.223827,12.4974,2
296,0.167009,12.5716,4
314,0.775064,13.124,2
332,0.119071,12.6851,2
350,0.034657,12.8977,12
368,0.005839,13.1009,18
261,0.654166,12.7891,27
279,0.580671,13.0816,31
297,0.32185,12.5209,24
315,0.000797,12.4372,4
333,0.564257,12.7486,1
351,0.039785,12.6588,13
369,1.11707,13.01,1
262,0.032303,12.2818,14
280,0.001159,12.9829,33
298,0.0026,12.5422,47
316,0.128768,12.4388,14
334,0.012075,12.4559,37
352,0.015345,12.7235,2
370,0.040027,13.2793,3
263,0.54879,13.1306,27
281,0.000376,12.4778,4
299,0.010579,12.6356,1
317,0.039641,12.4571,35
335,0.031237,12.4582,1
353,0.578563,12.554,1
371,0.067042,12.6834,33
282,0.00891,12.8463,2
264,0.295005,13.6607,2
300,1.451399,13.0605,2
318,0.008096,12.561,24
336,1.063205,12.828,1
354,1.079763,12.9603,17
372,0.000574,12.7172,20
265,0.272037,13.1659,25
283,0.031614,12.8307,10
301,0.222429,13.0588,2
319,0.001209,12.3355,25
337,1.088851,11.9855,30
355,2.551171,12.9502,4
373,0.28447,13.1715,7
266,0.636339,12.2956,2
284,0.000052,12.9607,1
302,0.13236,13.5212,1
320,0.006644,12.9686,8
338,0.228009,12.7586,9
356,1.445346,13.2363,6
374,0.057284,12.9088,1
267,1.207105,12.4687,11
285,0.342513,12.6339,1
303,2.951168,12.8577,8
321,0.016047,12.3955,1
339,0.242258,12.3734,1
357,0.16968,12.9841,14
375,0.024409,13.0669,27
268,0.497983,13.2089,18
286,0.684496,12.3271,1
304,1.18405,12.3949,27
322,0.000071,12.8879,2
340,0.005156,13.2735,1
376,0.027426,12.9601,1
358,0.894684,12.9313,27
269,0.006796,12.7618,4
287,0.002061,12.6527,12
305,0.433949,13.1824,36
323,0.003858,12.2956,20
341,0.140882,13.0731,3
377,0.041982,13.261,4
359,0.345061,12.8998,1
306,1.998765,12.9095,1
288,0.424951,12.4693,24
270,0.070537,13.0354,1
324,0.053208,12.4068,9
342,0.008352,12.8351,9
378,0.199626,12.8098,2
360,0.037842,12.4777,1
379,0.185509,13.2534,2
415,0.925201,12.9728,32
397,0.493622,12.5674,34
433,0.38352,13.0004,21
451,0.000634,12.9876,9
469,1.170422,12.1346,1
487,0.438509,12.3744,1
380,4.34898,13.3331,1
416,0.228884,13.0562,37
398,1.667811,12.0968,43
434,0.6704,12.7176,3
452,1.829768,13.2807,14
470,0.001387,12.7797,21
488,0.193189,12.2012,13
381,0.070443,13.0583,16
417,0.061338,13.3123,8
399,0.653752,12.9063,36
435,0.071046,13.0967,37
453,0.112913,13.2934,17
471,0.140904,12.6013,1
489,0.178661,12.2239,24
382,0.351518,12.6767,11
418,0.054534,13.0141,1
400,0.13217,12.0761,35
436,0.737398,12.662,1
454,1.024917,12.5003,30
472,0.768528,13.3822,1
490,0.037735,12.1607,1
383,0.002096,12.6711,26
419,0.238778,13.1195,1
401,0.036136,13.4137,10
437,0.091778,13.6608,26
455,0.045345,12.7887,28
473,0.000502,13.8484,30
491,0.000643,13.0106,1
384,0.004189,12.6231,8
420,0.019302,12.8938,2
402,0.146362,12.6431,18
438,0.012656,12.4729,17
456,0.000145,12.5068,18
474,1.50734,12.9102,33
492,0.000377,12.5074,28
385,0.060598,13.1909,6
421,0.000313,12.7011,1
403,0.000565,12.7905,1
439,0.432486,12.8221,5
457,0.000559,12.2657,1
493,0.519546,12.3589,1
475,0.501206,12.5054,2
386,0.006599,13.2272,4
404,0.000111,12.6683,2
422,0.003546,12.6894,14
440,0.277288,13.0851,8
458,0.157777,12.436,10
494,0.205639,13.0301,24
476,1.168471,13.125,1
387,0.000792,12.9078,2
405,0.492683,12.2125,1
423,0.118755,12.9651,4
441,0.185812,12.6548,6
459,0.004229,13.1323,29
477,0.081309,13.2862,47
495,0.009648,12.4923,1
388,0.050538,12.3537,19
406,0.072,12.693,34
424,0.036228,12.3667,46
442,0.532327,12.438,1
460,0.096573,12.5009,8
496,1.183604,13.0969,20
478,0.003641,13.3621,1
389,0.003994,12.2774,32
407,0.001535,12.5762,1
425,0.553981,12.7963,1
443,0.01555,12.5301,1
461,0.020785,12.545,1
479,1.809955,13.0895,28
497,0.059864,12.5809,1
390,0.442614,12.2456,34
408,0.428291,12.4294,12
426,0.550217,13.6479,24
444,0.34495,12.8327,31
462,0.005994,12.5448,12
480,0.004916,12.9772,21
498,0.834619,12.4795,12
391,0.127374,13.4598,1
409,4.670902,12.4874,15
427,1.399456,13.2222,36
445,1.576369,12.4975,3
463,4.347132,12.2611,27
481,1.810436,12.882,25
499,0.001237,12.3017,13
392,0.096219,12.9562,21
410,0.000071,12.6182,1
428,0.000027,12.5052,6
446,0.191988,12.0717,13
464,0.032654,13.2227,3
482,0.076091,12.6903,1
500,0.343198,12.3327,31
393,0.020415,12.5368,18
411,0.000571,12.8881,1
429,0.365029,12.6456,33
447,3.699962,12.6725,2
465,2.380404,12.9104,26
483,0.42133,12.6019,2
394,0.020304,12.3022,1
412,0.001307,12.2557,2
430,0.005078,12.2734,1
448,0.007574,12.549,40
466,0.284675,12.3699,1
484,1.874741,12.3485,2
395,0.090162,12.6352,1
413,0.453652,12.3727,7
431,0.000301,12.436,1
449,0.030456,12.9143,30
467,1.193108,12.5938,1
485,0.024646,12.8043,2
396,0.002872,12.434,1
414,0.538443,12.5181,2
432,0.610521,12.6245,9
450,0.023493,12.6577,10
468,0.396433,12.1744,25
486,0.503497,12.7375,43
