Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
12,0.483562,13.7011,5
120,0.892977,13.32,1
84,0.581249,13.341,1
30,0.13716,13.2777,5
48,0.000146,13.1527,4
102,0.637,13.3991,1
66,0.285168,12.972,1
13,0.000108,13.0031,3
49,0.805057,13.5671,1
85,0.006674,12.5571,1
121,0.019338,13.366,6
103,0.398113,13.2719,2
31,2.27012,13.1479,1
67,0.067592,12.0653,2
86,0.005781,13.0742,1
14,0.820666,12.6762,6
50,0.017161,12.6267,1
122,1.225549,13.3863,1
104,1.713599,12.728,1
32,0.000899,12.5792,1
68,3.297935,12.977,1
87,0.739707,13.7665,1
15,0.758068,13.5105,3
33,0.000047,13.9273,1
51,0.035715,13.1744,1
123,0.081584,13.491,1
69,0.000094,14.3049,11
105,1.382484,14.0012,1
88,4.165975,13.9976,1
34,0.181077,14.1634,2
52,2.153499,13.6065,1
16,1.797788,14.1175,4
124,3.050745,13.4263,2
70,0.474206,13.0632,2
106,0.031195,13.1507,1
89,3.744079,12.7701,7
35,2.905089,13.3036,1
17,0.043533,13.0901,9
53,0.034312,12.718,3
125,0.000837,13.1802,2
107,3.307947,12.5266,7
71,0.09541,12.8365,6
90,0.001033,12.6935,1
54,0.00335,12.807,1
18,0.012032,12.6749,1
36,0.071711,12.5928,4
108,1.986349,12.2176,1
126,0.332778,12.8807,3
72,0.7865,12.4755,9
127,0.105777,13.1066,1
145,1.058223,12.7742,2
163,0.128016,12.5435,1
181,0.000043,12.9667,8
199,0.001024,12.6792,1
217,0.050829,13.0372,3
235,4.605905,12.662,2
128,0.001265,12.2025,2
146,0.00033,12.7341,1
164,2.822836,12.8829,1
182,0.000085,12.5049,5
200,1.426612,13.0249,5
236,0.000132,13.3454,2
218,0.903361,12.6212,1
129,0.421797,12.9792,1
147,0.000361,13.0726,4
165,0.003724,13.0117,1
183,0.005934,13.4076,1
201,1.047285,13.3561,1
237,0.019918,12.9268,3
219,0.540934,13.4837,1
130,0.388317,12.5552,1
148,0.010701,12.7933,1
166,0.00141,13.2871,1
184,0.211618,12.8068,1
238,0.060316,13.3501,1
202,1.264938,12.7321,3
220,0.005871,12.9309,1
131,0.000063,13.1472,1
167,0.000562,12.8322,1
149,0.000153,12.4018,1
203,0.000474,13.072,6
239,0.067485,12.0706,4
185,0.020758,12.169,7
221,0.035192,12.5407,1
132,3.927108,12.8896,1
168,0.000668,12.7899,8
150,0.000536,12.4872,3
204,0.189586,12.9956,1
240,0.227425,13.0427,1
186,4.248344,13.6603,9
222,2.131799,12.908,8
133,0.000372,12.8737,1
169,0.000178,13.4893,1
151,0.000139,13.1289,4
205,0.062027,13.5659,5
241,1.13279,13.59,1
187,3.166405,13.2951,6
223,0.745986,13.6306,3
134,2.993656,12.6061,1
170,1.287501,12.6486,1
206,0.125301,13.4838,2
152,2.74258,13.1444,2
242,0.018239,12.4548,1
188,0.064098,12.8117,1
224,0.000469,12.259,1
135,0.000073,13.6199,6
171,1.946773,12.8723,1
207,2.146498,12.388,1
153,0.039698,13.1487,1
243,0.386875,13.2074,2
189,0.000215,12.4103,1
225,0.073709,13.5655,1
136,0.472418,13.0321,1
172,0.063332,12.825,7
154,4.382007,12.6688,1
208,0.040424,12.8946,1
244,1.814538,12.797,1
190,0.037261,13.196,4
226,0.409034,12.1657,3
137,0.064541,13.0687,1
173,0.100177,12.7134,1
155,0.00013,12.5595,1
209,2.232671,12.6015,1
245,1.312497,12.9425,7
191,0.00079,12.4259,1
227,0.358093,13.1092,4
138,2.332928,12.9046,5
174,0.031251,12.0711,1
156,0.002724,13.1349,2
246,0.691548,12.0136,4
210,0.083204,12.4659,1
192,0.222802,12.9924,2
228,0.502459,12.6481,5
139,0.010176,12.1402,1
175,0.002128,12.3999,4
247,2.449749,12.1547,1
211,1.071671,12.7176,2
157,2.725456,13.2244,1
193,0.208846,12.5894,4
229,0.121469,12.1496,1
140,0.780496,12.5187,1
176,0.266773,11.8909,3
212,2.239897,12.3049,2
248,1.052149,12.1492,3
158,0.001335,12.8277,2
194,0.028683,12.7317,1
230,1.667747,13.005,1
141,0.981633,12.905,1
177,0.640429,12.5508,1
213,0.001188,12.5625,3
159,0.000874,12.4083,2
249,0.878987,12.4424,1
195,0.101934,12.8671,1
231,0.72479,12.416,2
178,0.00268,13.0492,2
142,0.023967,12.8655,4
214,0.148858,12.4753,6
160,1.767797,12.8279,1
250,0.000223,12.6858,1
196,0.351086,12.4132,7
232,1.470967,12.5773,1
179,0.2937,13.3283,2
143,0.000932,13.0557,6
215,1.476479,12.8789,1
161,2.234328,12.7719,1
251,4.294374,12.8512,4
197,0.866674,12.291,1
233,0.051752,12.7957,1
144,0.000073,13.0849,1
180,0.002706,13.0367,2
216,0.154439,13.0147,1
162,1.507086,12.8617,1
252,0.003917,12.9188,4
198,1.987143,12.4847,1
234,0.147797,12.0959,3
253,1.486729,12.8083,2
271,0.001392,12.6358,1
289,0.005939,12.2778,6
307,0.109354,12.2111,4
325,0.007676,12.6091,3
343,0.993661,12.3082,3
361,0.167623,12.8281,1
254,0.000067,12.2159,1
272,0.608841,12.6466,1
290,0.124608,12.8278,2
308,0.069221,12.5482,1
326,1.131613,12.4733,1
344,1.561633,12.7211,3
362,1.924629,12.4108,7
255,0.000119,12.5841,1
273,0.398388,12.2765,3
309,0.000142,11.9336,2
291,0.09131,12.645,1
327,1.465081,12.3148,3
363,1.1295,12.1086,1
345,2.528301,12.4932,8
256,0.000115,12.697,1
274,0.174405,12.8091,1
310,1.247007,12.7004,1
292,0.2602,12.3547,3
328,0.000119,11.8113,4
346,0.025244,12.2921,5
364,0.00095,12.706,2
257,0.081877,12.9206,1
311,0.17921,12.3364,1
275,4.033486,12.3441,2
293,0.173398,12.5589,1
329,0.014742,12.0198,11
347,0.882374,12.6466,2
365,0.007236,12.6276,1
312,1.382335,12.9539,1
258,0.026539,12.9708,1
276,0.14047,12.7434,5
294,1.615985,11.9821,8
330,0.211332,12.3477,5
348,0.033197,12.499,1
366,0.620373,12.6096,2
313,0.374901,13.2673,1
259,0.001259,13.0721,2
277,0.00351,13.1957,4
295,0.041272,12.5969,5
331,0.250221,12.7398,2
349,0.414292,12.7806,1
367,0.089567,12.1621,1
314,0.061662,12.5787,1
260,0.000249,12.0732,2
278,2.595269,12.9015,4
296,2.251851,12.4213,4
332,0.000122,12.446,2
350,0.160847,12.2883,9
368,5.23826,13.2292,1
315,0.000489,12.2493,2
279,0.000368,12.014,1
261,0.383274,12.4453,3
297,0.141461,12.4276,1
333,0.003242,12.4649,3
351,2.367364,12.053,1
369,0.000315,12.441,2
316,0.97033,11.562,3
262,0.01777,12.4407,4
280,0.001881,12.7455,1
298,1.075721,12.6083,7
334,0.311294,12.3434,1
352,0.104724,12.5601,2
370,0.079844,12.4201,3
317,0.933188,12.5388,1
263,0.00224,12.0722,1
281,0.3036,12.5885,9
299,1.411192,12.5625,3
353,0.175242,12.3441,2
335,1.174481,12.4009,5
371,4.182344,12.5853,1
318,2.476048,12.7104,2
264,0.261389,12.7808,1
282,1.215245,12.2067,6
300,0.325413,12.5877,1
354,0.003726,12.3387,3
336,1.828276,12.6328,4
372,3.620199,13.1876,5
319,0.341997,12.2723,2
283,0.824553,12.6402,2
265,2.580684,12.4227,2
301,0.309654,12.3444,5
355,0.000893,12.4452,1
337,2.057174,12.6742,5
373,0.253343,13.0185,1
284,0.208744,11.9681,3
320,0.02866,12.7952,1
266,0.20338,12.3224,1
302,0.744401,13.0198,9
356,0.002426,12.7771,1
338,0.109673,12.5241,4
374,3.59482,12.9146,1
285,0.000055,12.3512,1
321,0.02003,12.8263,2
303,0.040759,12.2351,2
267,0.01472,12.6833,1
357,3.700396,12.1065,2
339,0.012309,12.5854,3
375,0.007409,13.211,7
286,0.022587,12.3503,4
304,3.873792,12.6832,2
322,3.485187,12.1745,1
268,0.00026,12.6478,2
358,0.267668,11.9117,1
340,0.000864,12.8268,3
376,0.049946,12.4745,2
287,1.067238,12.5242,2
323,0.163452,12.0433,1
359,0.006289,12.0798,1
269,0.005288,12.1263,3
305,0.410387,12.7844,1
341,0.436191,12.8429,3
377,0.007206,12.1916,1
288,0.202535,12.4305,2
324,0.191466,12.5985,1
360,0.008873,12.2157,3
306,0.013022,12.502,4
270,1.066216,12.8989,3
342,3.242027,12.8208,4
378,0.115415,12.6159,2
379,2.740479,12.2797,1
397,0.000391,12.3342,3
415,0.378184,12.2663,3
433,0.029032,13.262,1
451,0.001109,12.3658,6
469,0.4415,12.1549,2
487,0.000624,12.3826,1
380,0.014631,12.6113,8
416,2.467509,12.5618,5
398,0.460363,12.7304,2
452,0.127953,12.324,5
434,0.000623,13.1181,1
470,1.043426,12.939,1
488,0.133498,13.3215,3
381,0.076384,13.287,1
417,0.001157,13.0254,5
399,0.26301,13.7625,1
453,0.006012,13.4852,7
435,4.719288,13.6771,1
471,0.940056,13.7143,3
489,2.69838,12.9937,4
382,0.057426,13.6848,1
418,0.309533,13.9171,2
400,1.14386,13.7107,2
454,0.000135,13.9397,1
436,1.40996,13.6646,6
472,0.001156,13.5485,7
490,0.203464,14.3116,1
383,0.005917,14.5513,1
419,0.387605,13.601,4
437,2.009797,14.1145,1
455,1.769261,14.0712,1
401,0.037135,14.3998,2
473,0.860413,14.4012,1
491,0.000718,14.0153,8
420,0.01265,13.5685,10
384,0.043455,14.4513,2
438,0.007204,14.4069,4
402,0.026226,13.664,2
456,0.014439,13.3149,2
474,0.10676,13.5345,1
492,0.040867,13.8639,3
421,0.006027,13.2325,1
439,0.157307,12.9134,2
385,0.041655,14.0971,1
403,1.486518,12.8999,10
457,0.340891,12.9436,1
475,0.056817,13.2819,1
493,1.341301,13.0403,2
422,1.047959,12.777,1
440,0.33982,12.981,3
404,0.136668,12.8103,5
386,0.000087,13.1911,1
458,0.001103,13.4056,3
476,0.003469,13.2902,1
494,0.915497,12.9766,1
423,0.43135,12.9758,10
441,0.022821,13.6612,1
405,0.161535,13.2848,4
387,0.871386,12.8961,7
459,0.124909,12.6121,1
477,0.014349,13.0213,6
495,0.000796,12.6285,1
424,0.038512,12.2421,4
442,0.601453,12.7281,5
406,0.24953,13.2237,9
388,1.905299,13.0132,1
460,0.572664,12.4382,2
478,1.140162,12.8724,7
496,0.057177,12.5502,4
407,0.001019,12.4084,1
443,0.157318,13.0346,8
425,0.004588,12.4378,7
389,1.563162,13.0871,1
461,0.020778,13.0031,6
479,0.000066,13.47,7
497,0.976229,13.4118,1
426,0.048505,13.3406,1
408,2.483277,12.6989,3
444,0.006341,12.5989,7
390,0.254478,13.6148,2
462,0.032244,12.4722,1
480,0.076981,12.7225,2
498,0.028195,12.6684,4
427,0.000437,14.2876,4
445,0.604485,14.0465,1
409,0.001164,14.2406,1
391,0.000952,13.9608,1
463,0.036825,14.6474,5
481,0.368181,14.1795,1
499,0.613118,14.1057,1
428,2.141845,14.2058,1
446,3.925479,14.5385,6
410,1.049113,14.0803,1
392,0.01253,13.5263,2
482,1.784141,12.3548,3
464,0.000486,12.7291,1
500,0.000466,12.764,5
429,5.18571,12.7245,6
447,0.006238,13.1754,1
411,0.00744,13.6324,1
393,0.032436,12.8815,6
483,0.149559,13.0385,5
465,1.491969,12.4062,3
430,1.41574,13.2891,6
412,0.969236,12.663,7
448,0.009915,13.011,1
394,0.805159,12.7589,1
484,0.00006,12.9313,2
466,0.085133,12.827,1
431,0.020284,12.6613,6
413,0.000083,12.0928,1
449,0.109657,12.068,1
395,3.024124,12.9521,6
485,0.64459,12.6736,6
467,0.455475,12.0811,1
432,1.003333,12.5633,1
414,0.998016,13.031,1
450,0.055707,12.8375,1
396,1.039257,12.8978,4
486,0.003363,12.5941,3
468,0.044154,12.6248,5
