Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
81,1.079167,8092,Нет улучшений на последних двух итерациях,674
15,1.099654,9226,Нет улучшений на последних двух итерациях,704
107,0.407563,0,Найдено точное решение,275
52,1.285356,22583,Нет улучшений на последних двух итерациях,843
34,0.891186,2862,Нет улучшений на последних двух итерациях,566
135,1.164123,5674,Нет улучшений на последних двух итерациях,735
136,0.837150,11556,Нет улучшений на последних двух итерациях,534
8,1.548551,5689,Достигнуто максимальное число поколений,1000
89,1.185860,916,Нет улучшений на последних двух итерациях,765
117,0.804078,1250,Нет улучшений на последних двух итерациях,517
60,1.420300,6016,Нет улучшений на последних двух итерациях,914
125,0.986642,12197,Нет улучшений на последних двух итерациях,658
25,0.990230,117670,Нет улучшений на последних двух итерациях,659
71,1.288893,979,Нет улучшений на последних двух итерациях,838
145,1.023085,117,Нет улучшений на последних двух итерациях,673
108,0.910565,0,Найдено точное решение,620
154,0.765829,13307,Нет улучшений на последних двух итерациях,502
53,0.790378,5338,Нет улучшений на последних двух итерациях,524
45,1.564329,5329,Достигнуто максимальное число поколений,1000
35,1.081510,19450,Нет улучшений на последних двух итерациях,701
155,0.316577,0,Найдено точное решение,205
16,1.378897,2247,Нет улучшений на последних двух итерациях,893
137,1.088395,3230,Нет улучшений на последних двух итерациях,691
17,0.061413,0,Найдено точное решение,38
9,0.970428,4310,Нет улучшений на последних двух итерациях,612
61,0.757801,2216,Нет улучшений на последних двух итерациях,511
126,0.793973,6911,Нет улучшений на последних двух итерациях,515
163,1.098188,5716,Нет улучшений на последних двух итерациях,721
26,1.009955,220648,Нет улучшений на последних двух итерациях,654
172,0.848345,6506,Нет улучшений на последних двух итерациях,566
72,1.074561,5438,Нет улучшений на последних двух итерациях,730
90,1.522650,197575,Достигнуто максимальное число поколений,1000
181,0.918730,6681,Нет улучшений на последних двух итерациях,588
146,1.208295,1101274,Нет улучшений на последних двух итерациях,799
138,0.883689,142,Нет улучшений на последних двух итерациях,570
18,0.872159,11442,Нет улучшений на последних двух итерациях,552
54,1.283687,315514,Нет улучшений на последних двух итерациях,821
62,0.897963,3604,Нет улучшений на последних двух итерациях,583
199,0.992649,3620,Нет улучшений на последних двух итерациях,699
27,0.770396,2271,Нет улучшений на последних двух итерациях,508
190,1.134922,5098,Нет улучшений на последних двух итерациях,723
173,0.777992,15303,Нет улучшений на последних двух итерациях,519
156,1.533169,31471,Достигнуто максимальное число поколений,1000
36,1.559918,14677,Достигнуто максимальное число поколений,1000
164,1.220494,0,Найдено точное решение,816
182,1.037830,12978,Нет улучшений на последних двух итерациях,681
235,0.777788,5135,Нет улучшений на последних двух итерациях,530
244,0.605640,0,Найдено точное решение,379
217,1.169642,1757,Нет улучшений на последних двух итерациях,778
63,0.915160,2840,Нет улучшений на последних двух итерациях,577
200,0.791583,348,Нет улучшений на последних двух итерациях,505
226,1.062134,231,Нет улучшений на последних двух итерациях,690
208,1.550168,20749,Достигнуто максимальное число поколений,1000
209,0.021644,0,Найдено точное решение,14
183,0.539108,0,Найдено точное решение,333
218,0.420437,0,Найдено точное решение,275
157,0.725533,0,Найдено точное решение,475
147,1.538356,16235,Достигнуто максимальное число поколений,1000
139,1.493549,324,Нет улучшений на последних двух итерациях,976
165,0.771808,12741,Нет улучшений на последних двух итерациях,501
253,0.982894,4957,Нет улучшений на последних двух итерациях,623
236,0.939058,3328,Нет улучшений на последних двух итерациях,597
191,1.512403,73664,Достигнуто максимальное число поколений,1000
174,1.590446,11722,Достигнуто максимальное число поколений,1000
210,0.918403,11927,Нет улучшений на последних двух итерациях,561
227,1.051601,197,Нет улучшений на последних двух итерациях,634
184,0.867586,40155,Нет улучшений на последних двух итерациях,527
262,1.267288,1654,Нет улучшений на последних двух итерациях,760
245,1.641067,2796,Достигнуто максимальное число поколений,1000
140,1.058123,298500,Нет улучшений на последних двух итерациях,626
201,1.538579,30803,Нет улучшений на последних двух итерациях,948
148,1.251857,92575,Нет улучшений на последних двух итерациях,748
219,1.345608,6236,Нет улучшений на последних двух итерациях,818
192,0.883523,4673,Нет улучшений на последних двух итерациях,532
254,1.117255,1464,Нет улучшений на последних двух итерациях,701
158,1.391986,957,Нет улучшений на последних двух итерациях,842
166,1.363067,38,Нет улучшений на последних двух итерациях,842
228,0.804743,2453,Нет улучшений на последних двух итерациях,532
211,0.850206,822,Нет улучшений на последних двух итерациях,541
175,1.089579,6897,Нет улучшений на последних двух итерациях,686
185,0.879203,987,Нет улучшений на последних двух итерациях,551
263,1.083340,1365,Нет улучшений на последних двух итерациях,666
237,1.614749,18734,Достигнуто максимальное число поколений,1000
246,0.938502,2745,Нет улучшений на последних двух итерациях,588
202,0.880402,2893,Нет улучшений на последних двух итерациях,562
220,0.838852,0,Найдено точное решение,563
149,0.905547,10979,Нет улучшений на последних двух итерациях,596
255,0.848272,121633,Нет улучшений на последних двух итерациях,551
141,1.065758,19332,Нет улучшений на последних двух итерациях,656
159,1.182350,5150,Нет улучшений на последних двух итерациях,774
176,1.022035,3962,Нет улучшений на последних двух итерациях,651
167,1.218975,5156,Нет улучшений на последних двух итерациях,769
186,1.017105,0,Найдено точное решение,615
193,1.422984,822,Нет улучшений на последних двух итерациях,912
264,0.894254,46006,Нет улучшений на последних двух итерациях,582
238,0.916693,31577,Нет улучшений на последних двух итерациях,611
203,0.834824,7104,Нет улучшений на последних двух итерациях,541
247,0.860648,883,Нет улучшений на последних двух итерациях,553
212,1.466840,13355,Нет улучшений на последних двух итерациях,938
229,1.530155,603284,Достигнуто максимальное число поколений,1000
150,0.960605,5526,Нет улучшений на последних двух итерациях,641
221,1.194024,4068,Нет улучшений на последних двух итерациях,794
256,1.187286,30124,Нет улучшений на последних двух итерациях,766
230,0.362052,0,Найдено точное решение,261
168,0.793382,3689,Нет улучшений на последних двух итерациях,515
160,0.965800,65673,Нет улучшений на последних двух итерациях,629
194,0.851518,14971,Нет улучшений на последних двух итерациях,572
187,0.893364,429,Нет улучшений на последних двух итерациях,583
265,0.878647,8412,Нет улучшений на последних двух итерациях,576
142,1.547602,2122,Нет улучшений на последних двух итерациях,987
239,1.396617,834,Нет улучшений на последних двух итерациях,771
222,1.114984,5289,Нет улучшений на последних двух итерациях,576
177,1.830508,3643,Достигнуто максимальное число поколений,1000
151,1.529702,10746,Нет улучшений на последних двух итерациях,834
169,1.159267,2507,Нет улучшений на последних двух итерациях,628
248,1.698513,3815,Нет улучшений на последних двух итерациях,871
204,1.727232,34395,Достигнуто максимальное число поколений,1000
195,1.187604,369071,Нет улучшений на последних двух итерациях,526
213,1.775706,332,Нет улучшений на последних двух итерациях,954
188,1.260641,692,Нет улучшений на последних двух итерациях,620
161,1.471841,4061,Нет улучшений на последних двух итерациях,715
266,1.271968,57784,Нет улучшений на последних двух итерациях,585
231,1.572458,5209,Нет улучшений на последних двух итерациях,791
257,1.859271,5678,Нет улучшений на последних двух итерациях,941
162,0.376675,0,Найдено точное решение,159
223,0.951036,0,Найдено точное решение,468
143,1.751906,13,Нет улучшений на последних двух итерациях,823
152,0.911568,11727,Нет улучшений на последних двух итерациях,587
205,0.936535,4942,Нет улучшений на последних двух итерациях,575
240,1.298899,72602,Нет улучшений на последних двух итерациях,700
196,0.940873,5555,Нет улучшений на последних двух итерациях,502
249,1.196164,8966,Нет улучшений на последних двух итерациях,608
189,1.107418,482,Нет улучшений на последних двух итерациях,576
170,1.362963,2899,Нет улучшений на последних двух итерациях,834
214,1.353788,4491,Нет улучшений на последних двух итерациях,723
258,1.053235,5236,Нет улучшений на последних двух итерациях,606
197,0.609306,0,Найдено точное решение,361
178,1.831427,11753,Достигнуто максимальное число поколений,1000
267,1.430992,42490,Нет улучшений на последних двух итерациях,818
271,1.166394,528,Нет улучшений на последних двух итерациях,708
232,1.464977,245,Нет улучшений на последних двух итерациях,814
144,1.102286,96219,Нет улучшений на последних двух итерациях,630
250,0.904673,6530,Нет улучшений на последних двух итерациях,553
153,1.259091,6532,Нет улучшений на последних двух итерациях,755
171,0.807292,33793,Нет улучшений на последних двух итерациях,500
224,1.648403,4097,Нет улучшений на последних двух итерациях,989
280,1.164542,713,Нет улучшений на последних двух итерациях,724
215,0.968757,24186,Нет улучшений на последних двух итерациях,609
206,1.660309,3358,Нет улучшений на последних двух итерациях,988
233,0.774054,5459,Нет улучшений на последних двух итерациях,504
198,0.982814,37995,Нет улучшений на последних двух итерациях,643
272,0.810748,2568,Нет улучшений на последних двух итерациях,507
241,1.611599,10867,Нет улучшений на последних двух итерациях,991
289,1.016633,3647,Нет улучшений на последних двух итерациях,639
251,0.984108,2460,Нет улучшений на последних двух итерациях,602
268,1.280716,517,Нет улучшений на последних двух итерациях,793
225,0.792071,7502,Нет улучшений на последних двух итерациях,519
290,0.211639,0,Найдено точное решение,124
298,1.057473,15171,Нет улучшений на последних двух итерациях,652
259,1.569328,3691,Нет улучшений на последних двух итерациях,996
179,1.619527,3077,Достигнуто максимальное число поколений,1000
207,0.839701,17673,Нет улучшений на последних двух итерациях,531
281,0.996008,6793,Нет улучшений на последних двух итерациях,623
273,0.826384,83,Нет улучшений на последних двух итерациях,514
316,0.872301,5500,Нет улучшений на последних двух итерациях,547
234,0.906597,6973,Нет улучшений на последних двух итерациях,573
307,1.438935,2571,Нет улучшений на последних двух итерациях,931
242,0.991515,3094,Нет улучшений на последних двух итерациях,652
216,1.239674,5576,Нет улучшений на последних двух итерациях,753
252,0.833436,6226,Нет улучшений на последних двух итерациях,517
180,0.831883,0,Найдено точное решение,528
269,1.050326,574,Нет улучшений на последних двух итерациях,646
361,0.281457,0,Найдено точное решение,177
334,0.757334,476,Нет улучшений на последних двух итерациях,503
325,1.025829,857,Нет улучшений на последних двух итерациях,636
282,0.821918,8995,Нет улучшений на последних двух итерациях,505
299,1.120988,4162,Нет улучшений на последних двух итерациях,673
291,1.164727,2987,Нет улучшений на последних двух итерациях,714
274,0.899448,20647,Нет улучшений на последних двух итерациях,585
308,0.819943,52475,Нет улучшений на последних двух итерациях,503
317,0.931360,118473,Нет улучшений на последних двух итерациях,594
260,1.401253,4607,Нет улучшений на последних двух итерациях,853
343,1.117031,2446,Нет улучшений на последних двух итерациях,683
352,1.094570,9865,Нет улучшений на последних двух итерациях,702
283,0.706917,0,Найдено точное решение,446
270,0.841725,177,Нет улучшений на последних двух итерациях,500
370,0.866827,892,Нет улучшений на последних двух итерациях,540
326,0.829652,46372,Нет улучшений на последних двух итерациях,510
335,0.894484,1028,Нет улучшений на последних двух итерациях,577
275,0.814407,1883,Нет улучшений на последних двух итерациях,505
362,1.067318,2019,Нет улучшений на последних двух итерациях,666
243,1.594686,22927,Достигнуто максимальное число поколений,1000
318,0.865240,884,Нет улучшений на последних двух итерациях,545
309,0.974360,67,Нет улучшений на последних двух итерациях,605
292,1.054374,3596,Нет улучшений на последних двух итерациях,634
353,0.806546,5316,Нет улучшений на последних двух итерациях,501
379,0.883850,6832,Нет улучшений на последних двух итерациях,519
300,1.647503,96878,Достигнуто максимальное число поколений,1000
261,1.480702,6555,Нет улучшений на последних двух итерациях,922
344,1.430645,3714,Нет улучшений на последних двух итерациях,868
284,1.120650,11121,Нет улучшений на последних двух итерациях,673
327,1.096196,8444,Нет улучшений на последних двух итерациях,659
363,0.900111,75445,Нет улучшений на последних двух итерациях,535
319,0.850751,4955,Нет улучшений на последних двух итерациях,537
310,0.830675,0,Найдено точное решение,499
276,1.008164,0,Найдено точное решение,611
371,1.250740,68581,Нет улучшений на последних двух итерациях,772
336,1.194187,3085,Нет улучшений на последних двух итерациях,727
388,1.049884,116355,Нет улучшений на последних двух итерациях,656
293,1.040651,50431,Нет улучшений на последних двух итерациях,638
311,0.335885,0,Найдено точное решение,221
285,0.805641,29982,Нет улучшений на последних двух итерациях,515
354,1.296427,13472,Нет улучшений на последних двух итерациях,781
345,0.855604,3373,Нет улучшений на последних двух итерациях,536
397,0.914059,1353,Нет улучшений на последних двух итерациях,553
355,0.051618,0,Найдено точное решение,32
301,1.057035,0,Найдено точное решение,651
320,0.865735,13273,Нет улучшений на последних двух итерациях,558
364,0.927703,314,Нет улучшений на последних двух итерациях,582
328,0.979776,260,Нет улучшений на последних двух итерациях,628
337,0.865073,4052,Нет улучшений на последних двух итерациях,558
389,0.858417,5844,Нет улучшений на последних двух итерациях,549
372,0.960146,11004,Нет улучшений на последних двух итерациях,583
380,1.403010,621,Нет улучшений на последних двух итерациях,846
294,0.918069,4619,Нет улучшений на последних двух итерациях,542
312,0.852507,0,Найдено точное решение,526
277,1.378941,1540,Нет улучшений на последних двух итерациях,823
286,0.882672,3850,Нет улучшений на последних двух итерациях,524
356,0.861257,41797,Нет улучшений на последних двух итерациях,510
329,0.916447,6746,Нет улучшений на последних двух итерациях,511
302,1.134597,1155,Нет улучшений на последних двух итерациях,650
321,1.206138,604,Нет улучшений на последних двух итерациях,718
346,1.444421,289,Нет улучшений на последних двух итерациях,863
295,1.104580,249,Нет улучшений на последних двух итерациях,647
381,1.206209,0,Найдено точное решение,743
398,1.648440,862,Нет улучшений на последних двух итерациях,948
365,1.638794,43931,Нет улучшений на последних двух итерациях,950
313,1.377647,1713,Нет улучшений на последних двух итерациях,826
287,1.084609,1456,Нет улучшений на последних двух итерациях,602
390,1.759222,6889,Достигнуто максимальное число поколений,1000
373,1.721280,54605,Нет улучшений на последних двух итерациях,961
278,1.332483,5870,Нет улучшений на последних двух итерациях,729
338,1.813457,11874,Достигнуто максимальное число поколений,1000
357,1.196413,1065,Нет улучшений на последних двух итерациях,641
330,1.037511,555,Нет улучшений на последних двух итерациях,544
399,0.691939,0,Найдено точное решение,385
358,0.297074,0,Найдено точное решение,172
347,1.042651,103,Нет улучшений на последних двух итерациях,589
322,1.222066,18681,Нет улучшений на последних двух итерациях,680
382,1.143637,16222,Нет улучшений на последних двух итерациях,627
383,0.018342,0,Найдено точное решение,4
391,0.931053,4911,Нет улучшений на последних двух итерациях,557
303,1.831634,5886,Достигнуто максимальное число поколений,1000
323,0.523187,0,Найдено точное решение,309
331,0.967592,712,Нет улучшений на последних двух итерациях,595
374,1.235805,1940,Нет улучшений на последних двух итерациях,726
314,1.433588,12139,Нет улучшений на последних двух итерациях,864
279,1.309696,19290,Нет улучшений на последних двух итерациях,782
296,1.789824,5414,Достигнуто максимальное число поколений,1000
366,1.583812,3922,Нет улучшений на последних двух итерациях,896
288,1.774757,7473,Достигнуто максимальное число поколений,1000
339,1.708455,21849,Достигнуто максимальное число поколений,1000
297,0.470328,0,Найдено точное решение,283
348,1.542608,610,Нет улучшений на последних двух итерациях,937
384,1.387324,11966,Нет улучшений на последних двух итерациях,807
304,1.071422,4860,Нет улучшений на последних двух итерациях,606
400,1.728542,1587,Нет улучшений на последних двух итерациях,986
332,1.030746,3212,Нет улучшений на последних двух итерациях,601
375,0.915502,3775,Нет улучшений на последних двух итерациях,520
359,1.726228,7722,Достигнуто максимальное число поколений,1000
367,0.900903,92450,Нет улучшений на последних двух итерациях,553
324,1.274496,79794,Нет улучшений на последних двух итерациях,770
406,1.267496,57,Нет улучшений на последних двух итерациях,717
392,1.747816,261,Нет улучшений на последних двух итерациях,994
315,1.444725,9109,Нет улучшений на последних двух итерациях,819
424,0.944979,364,Нет улучшений на последних двух итерациях,519
425,0.009496,0,Найдено точное решение,4
415,1.050204,8,Нет улучшений на последних двух итерациях,598
340,1.132100,2571,Нет улучшений на последних двух итерациях,663
305,0.867411,2951,Нет улучшений на последних двух итерациях,507
385,0.910530,15923,Нет улучшений на последних двух итерациях,517
376,0.889624,1098,Нет улучшений на последних двух итерациях,525
349,1.106909,48781,Нет улучшений на последних двух итерациях,651
333,1.060875,805,Нет улучшений на последних двух итерациях,623
401,1.189289,14622,Нет улучшений на последних двух итерациях,675
368,1.103354,51928,Нет улучшений на последних двух итерациях,632
407,0.957535,259,Нет улучшений на последних двух итерациях,593
416,0.891539,0,Найдено точное решение,494
360,1.601295,3849,Нет улучшений на последних двух итерациях,888
393,1.104935,8884,Нет улучшений на последних двух итерациях,654
394,0.178813,0,Найдено точное решение,84
377,0.954270,9625,Нет улучшений на последних двух итерациях,524
341,1.143457,9632,Нет улучшений на последних двух итерациях,612
378,0.022255,0,Найдено точное решение,11
433,1.749233,5367,Достигнуто максимальное число поколений,1000
442,1.362150,1287,Нет улучшений на последних двух итерациях,735
386,1.103605,3883,Нет улучшений на последних двух итерациях,615
426,1.405396,3332,Нет улучшений на последних двух итерациях,779
451,1.076812,5130,Нет улучшений на последних двух итерациях,608
342,0.333651,0,Найдено точное решение,215
350,1.213135,5574,Нет улучшений на последних двух итерациях,669
351,0.154254,0,Найдено точное решение,101
306,1.581973,1287,Нет улучшений на последних двух итерациях,881
408,1.154729,4520,Нет улучшений на последних двух итерациях,650
369,1.325970,1640,Нет улучшений на последних двух итерациях,739
417,1.049496,1789,Нет улучшений на последних двух итерациях,618
427,0.567874,0,Найдено точное решение,327
460,1.086302,1495,Нет улучшений на последних двух итерациях,641
402,1.737734,2279,Достигнуто максимальное число поколений,1000
387,0.940557,17815,Нет улучшений на последних двух итерациях,572
443,1.105366,2431,Нет улучшений на последних двух итерациях,673
469,1.188186,1131,Нет улучшений на последних двух итерациях,743
434,1.195170,5859,Нет улучшений на последних двух итерациях,756
496,0.792813,1975,Нет улучшений на последних двух итерациях,522
409,0.789709,9713,Нет улучшений на последних двух итерациях,529
497,0.106044,0,Найдено точное решение,70
395,1.587670,447,Достигнуто максимальное число поколений,1000
478,1.210946,5184,Нет улучшений на последних двух итерациях,768
461,0.847824,1548,Нет улучшений на последних двух итерациях,585
487,1.239600,182005,Нет улучшений на последних двух итерациях,833
452,1.524470,3741,Нет улучшений на последних двух итерациях,980
428,1.080044,3211,Нет улучшений на последних двух итерациях,754
444,0.957892,900,Нет улучшений на последних двух итерациях,637
403,1.163127,3837,Нет улучшений на последних двух итерациях,740
418,1.545581,8255,Достигнуто максимальное число поколений,1000
435,0.988030,18365,Нет улучшений на последних двух итерациях,650
470,1.108112,21964,Нет улучшений на последних двух итерациях,682
498,0.965140,1651,Нет улучшений на последних двух итерациях,559
396,1.155806,1926,Нет улучшений на последних двух итерациях,606
479,1.244231,1481,Нет улучшений на последних двух итерациях,630
429,1.072066,0,Найдено точное решение,499
410,1.457747,5129,Нет улучшений на последних двух итерациях,796
462,1.273887,3553,Нет улучшений на последних двух итерациях,662
419,0.879258,0,Найдено точное решение,419
453,1.600297,8966,Нет улучшений на последних двух итерациях,933
436,1.124451,2631,Нет улучшений на последних двух итерациях,561
488,1.669706,4587,Нет улучшений на последних двух итерациях,903
471,1.158300,8239,Нет улучшений на последних двух итерациях,615
445,1.400243,630,Нет улучшений на последних двух итерациях,823
499,1.134226,14535,Нет улучшений на последних двух итерациях,594
404,1.381391,2183,Нет улучшений на последних двух итерациях,735
480,0.933252,367,Нет улучшений на последних двух итерациях,597
463,0.860006,6508,Нет улучшений на последних двух итерациях,562
411,0.934848,4040,Нет улучшений на последних двух итерациях,632
489,0.805510,1783,Нет улучшений на последних двух итерациях,590
500,0.743987,1125,Нет улучшений на последних двух итерациях,563
430,1.505578,13814,Достигнуто максимальное число поколений,1000
437,1.020354,1746,Нет улучшений на последних двух итерациях,790
420,1.369437,19620,Достигнуто максимальное число поколений,1000
405,0.941679,2782,Нет улучшений на последних двух итерациях,670
464,0.787626,48991,Нет улучшений на последних двух итерациях,590
481,0.926678,1295,Нет улучшений на последних двух итерациях,615
454,1.281332,81,Достигнуто максимальное число поколений,1000
472,1.341243,22207,Достигнуто максимальное число поколений,1000
446,1.284940,5927,Достигнуто максимальное число поколений,1000
412,1.053977,1177,Нет улучшений на последних двух итерациях,893
490,0.908322,12075,Нет улучшений на последних двух итерациях,706
421,0.656430,12199,Нет улучшений на последних двух итерациях,579
465,0.583250,856,Нет улучшений на последних двух итерациях,526
482,0.814127,9584,Нет улучшений на последних двух итерациях,722
413,0.644053,163626,Нет улучшений на последних двух итерациях,538
431,1.195927,21020,Достигнуто максимальное число поколений,1000
455,0.949173,4181,Нет улучшений на последних двух итерациях,826
432,0.083917,0,Найдено точное решение,72
438,1.268800,7629,Достигнуто максимальное число поколений,1000
473,0.924261,7394,Нет улучшений на последних двух итерациях,780
414,0.189673,0,Найдено точное решение,154
422,0.597683,62057,Нет улучшений на последних двух итерациях,528
491,0.622760,908,Нет улучшений на последних двух итерациях,527
447,0.985007,15601,Нет улучшений на последних двух итерациях,917
456,0.563368,1543,Нет улучшений на последних двух итерациях,574
483,0.718445,8658,Нет улучшений на последних двух итерациях,595
466,1.070575,20550,Достигнуто максимальное число поколений,1000
448,0.489257,59978,Нет улучшений на последних двух итерациях,504
439,0.638376,5616,Нет улучшений на последних двух итерациях,637
423,0.929958,2197,Нет улучшений на последних двух итерациях,899
457,0.537307,3071,Нет улучшений на последних двух итерациях,544
484,0.545921,3174,Нет улучшений на последних двух итерациях,533
474,1.011074,212,Достигнуто максимальное число поколений,1000
492,1.044125,2365,Достигнуто максимальное число поколений,1000
449,0.621703,449,Нет улучшений на последних двух итерациях,639
467,0.836250,5169,Нет улучшений на последних двух итерациях,876
458,0.496227,165,Нет улучшений на последних двух итерациях,529
440,0.951194,10811,Достигнуто максимальное число поколений,1000
485,0.678115,3236,Нет улучшений на последних двух итерациях,688
450,0.531999,25744,Нет улучшений на последних двух итерациях,542
475,0.721118,4980,Нет улучшений на последних двух итерациях,747
493,0.713833,6374,Нет улучшений на последних двух итерациях,736
459,0.320781,0,Найдено точное решение,310
468,0.698873,9519,Нет улучшений на последних двух итерациях,786
476,0.436236,50516,Нет улучшений на последних двух итерациях,574
494,0.489315,5627,Нет улучшений на последних двух итерациях,649
441,0.809544,2039,Достигнуто максимальное число поколений,1000
486,0.747021,9137,Нет улучшений на последних двух итерациях,969
477,0.403860,201,Нет улучшений на последних двух итерациях,501
495,0.451690,381,Нет улучшений на последних двух итерациях,564
