Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
491,0.079015,12.8078,131
455,0.027033,13.1994,108
437,0.018683,12.8788,117
384,0.173193,13.1666,128
402,0.058734,12.9655,137
474,0.373725,12.6613,131
456,0.164031,12.8369,122
492,0.03162,13.2661,123
438,0.082612,13.2293,111
420,0.025431,13.6535,122
385,0.004277,13.0992,114
403,0.320083,13.0083,139
475,0.14592,13.8028,123
457,0.018541,13.824,126
493,0.002035,13.4132,128
439,0.071084,13.6997,125
421,0.01479,13.9025,122
386,0.267954,12.886,116
404,0.086575,13.2193,128
476,0.010063,14.2932,130
458,0.239448,14.2476,97
494,0.050007,14.2282,129
422,0.022187,14.1618,147
440,0.080431,13.6153,124
387,0.16307,14.2474,110
405,0.03554,14.3754,132
477,0.008614,13.606,108
459,0.076952,13.8619,129
495,0.000478,13.6617,109
441,0.118726,14.163,124
423,0.013034,13.6943,158
406,0.031762,13.853,134
388,0.217708,13.2039,129
478,0.032101,12.7748,106
460,0.000071,12.8965,110
496,0.0007,12.9278,116
424,0.024895,13.1764,150
442,0.041843,13.3245,103
407,0.088347,13.2695,134
389,0.030458,13.1456,104
479,0.003216,12.8216,118
461,0.035899,13.079,109
497,0.087051,13.5728,126
443,0.011681,13.4761,104
425,0.000154,13.6635,114
408,0.000377,13.1423,126
390,0.414622,13.2877,106
462,0.017285,13.7482,115
480,0.018382,13.67,125
426,0.0019,14.0169,135
444,0.063252,13.8969,110
498,0.009653,13.4172,138
409,0.096925,12.748,121
391,0.025766,12.1068,97
463,0.000041,13.1565,124
481,0.018648,12.4704,132
427,0.000127,12.9092,134
445,0.000151,12.5852,104
499,0.002918,12.2489,128
410,0.098483,12.3572,136
392,0.484636,12.2642,110
482,0.084875,12.501,126
464,0.201153,13.1262,113
428,0.029637,12.2779,137
446,0.005806,12.9828,129
500,0.30258,12.9216,100
411,0.190329,12.7101,133
393,0.104214,13.4498,108
465,0.150344,12.9942,116
483,0.029881,12.5913,105
429,0.104459,12.1764,124
447,0.000109,13.2398,121
412,0.00006,11.9921,104
394,0.094709,12.7802,108
466,0.005702,13.1806,119
484,0.00566,12.9603,134
430,0.002874,12.3783,142
448,0.006024,12.8877,107
395,0.298865,12.8918,108
413,0.024072,13.0422,134
431,0.531502,12.9488,134
467,0.281907,13.2178,112
485,0.068405,12.8333,129
449,0.224871,12.8236,113
414,0.21896,13.3068,123
396,0.145545,13.139,109
432,0.024791,12.6989,101
468,0.000255,12.8495,110
486,0.156104,13.9741,118
450,0.038735,12.5671,120
