Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
48,0.001534,13.1101,1
66,1.236985,12.8924,1
103,1.789399,13.2378,1
31,0.037686,13.5919,1
121,0.001918,12.9986,3
85,1.725766,13.4716,1
13,0.033895,13.9305,2
49,5.030957,12.4783,1
67,0.000059,13.8017,2
104,0.207957,12.9018,4
122,5.142244,13.6071,1
32,2.421677,12.8938,2
86,0.76554,14.0808,4
14,0.041808,13.2997,3
68,0.045857,13.5836,1
50,0.117874,13.3245,1
123,0.997949,13.7283,2
105,0.190495,13.3727,2
33,0.03423,13.3706,1
87,0.086646,12.7931,1
15,1.147515,12.7424,2
69,4.529091,13.3588,3
51,0.307366,13.1724,2
124,5.194603,13.3628,3
106,0.001421,12.8863,1
34,0.140506,12.6549,2
88,1.445763,13.0364,1
16,0.004116,12.4009,1
52,0.791151,13.3235,1
70,0.004461,13.8738,1
125,1.212433,13.2815,1
35,0.819573,13.2284,4
17,0.005227,13.0219,1
89,0.43152,13.4666,4
107,0.00005,12.6634,1
71,3.276156,13.2702,2
53,3.794843,12.7877,2
126,0.027458,12.9484,4
36,0.02931,12.4219,1
90,0.887401,12.8148,2
18,1.373663,12.7577,2
108,4.803206,12.932,4
72,0.357724,13.0722,1
54,1.122254,13.455,4
127,1.757656,12.9863,2
145,1.033635,12.9463,4
181,2.316541,12.9009,2
163,0.858695,13.3664,3
199,5.207974,13.1145,2
217,0.821172,13.4021,3
235,0.000139,12.2717,1
128,0.116576,13.2356,4
182,0.326286,12.7905,1
200,0.000074,13.1179,5
164,0.011015,13.3265,2
146,0.018591,12.9666,2
236,0.000126,13.5817,2
218,0.209368,13.5343,1
129,0.014091,13.4564,3
183,0.000255,12.8842,1
201,0.714885,13.4345,1
165,0.004282,13.4822,4
147,1.40145,13.0666,2
219,0.013388,13.2032,2
237,0.008733,13.537,1
130,0.385618,13.6315,1
184,0.004327,13.5193,1
202,0.538073,13.1085,3
166,3.238624,12.9119,1
220,5.310731,13.5073,2
238,0.023189,13.1792,1
148,0.000857,13.1787,2
131,5.066202,11.9352,2
185,4.050091,11.9276,2
167,0.088233,12.7273,1
203,1.50686,13.2597,1
221,4.848008,12.8863,2
239,0.000202,12.7268,1
149,0.000172,12.572,1
132,0.000027,12.9451,3
186,1.451129,13.2533,2
204,0.982763,12.8932,3
168,0.887348,12.8101,1
222,0.000538,12.3341,1
240,0.008281,13.0246,2
150,1.820851,12.3078,3
133,1.812825,13.009,3
187,2.587175,13.2402,2
169,0.000407,12.5968,1
205,0.086552,12.6866,2
223,1.91295,12.343,1
241,3.22558,12.9848,4
151,0.097085,13.0984,2
134,0.000095,12.8086,3
188,1.460856,12.751,2
170,0.040874,12.1892,1
206,0.059287,12.6084,1
224,0.875442,12.3208,2
242,1.272367,12.7168,3
152,0.882993,12.2233,1
135,0.004409,13.532,3
189,0.377862,12.2462,1
171,0.029474,13.559,2
225,0.564756,12.5308,2
207,0.027475,12.4665,2
243,1.498606,12.9984,1
153,0.009896,12.8968,3
136,2.520379,13.6051,4
190,1.95967,12.646,3
172,1.541165,12.658,1
226,1.814576,12.5678,1
208,0.816128,12.6972,2
244,0.017108,13.0558,3
154,5.103466,12.936,2
137,0.018536,13.139,2
191,0.118276,12.6575,3
227,0.276432,13.178,2
173,0.16587,13.3436,2
209,0.021977,12.59,3
245,0.011497,12.6542,1
155,0.843226,12.9918,3
138,0.800261,13.1946,3
192,0.002136,12.888,4
174,0.00003,12.7932,1
228,0.028931,13.1866,1
210,0.001231,13.2477,3
246,0.036661,13.3135,1
156,0.006837,13.1348,1
139,1.213111,13.7207,1
193,0.224046,12.9479,1
175,2.072337,12.8028,3
229,1.106935,13.2007,1
247,0.001818,13.7101,2
211,2.157128,12.8122,1
157,0.304966,12.8231,2
140,0.195636,12.5228,3
194,0.638805,13.2418,5
230,0.152677,13.1216,2
176,0.00212,12.6729,1
212,0.000049,13.4622,1
248,0.00016,13.1675,2
158,3.297918,13.2933,4
141,2.837965,13.061,2
195,0.1244,13.0471,1
231,0.933737,13.2118,1
177,1.033388,12.9006,1
213,0.005345,13.0569,2
249,0.010364,12.5238,2
159,0.729722,13.4453,2
142,3.348313,12.1738,1
196,0.05539,12.7363,2
232,0.001454,12.9917,3
178,0.384812,12.9183,1
250,0.006232,12.1577,2
214,0.263952,12.3795,1
160,1.430506,12.7607,1
143,1.747527,12.7354,3
197,0.846637,13.1622,3
233,0.024551,12.3584,2
179,1.246672,12.6109,2
215,0.000141,12.6723,1
251,0.000066,12.9977,2
161,2.857155,13.1158,1
144,0.000493,12.6013,3
198,2.109399,13.4892,2
234,0.846353,11.8,2
180,0.00422,13.3785,3
216,1.229121,12.5964,3
252,0.000337,12.9791,1
162,0.001099,13.2666,2
253,0.242058,13.1714,1
271,0.000445,13.0692,4
289,0.064966,13.1199,1
307,0.106685,12.6547,1
325,1.746483,13.6784,2
343,0.000024,13.2364,2
361,0.001069,12.6752,1
254,0.003405,13.502,4
272,1.930759,13.1242,3
290,0.431378,13.4787,2
326,0.00088,13.1365,1
308,0.003789,13.1315,5
344,0.647632,12.8214,2
362,0.039475,12.4404,1
255,0.00086,12.3454,1
273,0.052212,12.6439,1
291,0.461604,12.8132,4
309,0.004613,12.4215,1
345,5.246483,13.2279,3
327,0.003245,12.6247,2
363,0.665168,12.3217,3
256,0.25908,12.6886,1
274,0.015275,13.1534,2
292,0.008696,12.6973,1
310,0.593727,12.8599,2
346,4.031187,12.8043,1
328,0.008757,13.0601,1
364,0.534407,12.9388,1
257,0.004784,12.5471,1
275,0.001112,12.7393,1
293,5.033646,12.3381,3
311,0.000058,12.6189,3
347,0.000102,12.1157,1
329,0.000199,12.3752,2
365,3.603112,12.7099,2
258,1.073033,13.016,3
276,0.006706,12.9653,1
312,0.127395,13.2065,3
348,0.018208,12.6498,4
294,0.320245,12.921,4
330,0.357724,13.1768,3
366,0.380391,12.5403,2
259,0.0965,12.7148,1
313,1.23561,12.7901,2
277,0.000349,12.2562,2
349,1.349506,13.1439,3
295,2.640007,12.5516,1
331,2.542146,13.2196,1
367,0.474743,12.8664,2
260,0.304139,13.1294,2
314,0.094129,13.2487,2
296,0.003379,12.6657,1
350,0.00065,13.4378,1
278,1.66307,13.5366,5
332,0.15053,13.0416,1
368,0.000408,12.7198,1
261,0.000048,12.8672,2
315,0.360813,12.5721,1
297,4.491534,12.9708,1
351,0.01125,13.1249,2
333,0.000146,12.9083,3
279,2.193923,12.4872,2
369,0.002507,13.7753,3
262,0.012195,12.8228,1
316,0.340235,13.6668,2
298,1.790546,13.0323,3
352,0.000108,13.1528,1
334,3.228376,13.0146,2
280,0.000166,12.6176,3
370,0.000628,12.8687,3
263,2.191633,12.8052,3
317,0.178107,12.5758,2
299,0.038105,12.4634,1
353,0.04969,12.7261,2
335,0.365818,12.9476,2
281,1.521602,12.6097,1
371,0.076345,12.5091,3
264,0.707819,12.9122,1
318,0.013699,12.3391,3
300,0.146785,13.0924,4
354,0.001774,12.9723,1
372,0.000034,13.0035,3
282,1.495856,13.5079,1
336,0.811605,13.5537,5
265,4.396042,12.9003,1
319,0.189466,12.4101,2
301,2.050743,12.8587,1
355,0.002584,12.7083,1
373,2.919068,13.0967,1
283,0.000068,13.4836,2
337,0.035591,13.7793,1
266,0.000957,14.035,1
320,0.000511,13.8635,2
302,0.000508,12.691,3
356,1.365364,13.6728,2
374,0.000758,12.8812,3
284,0.000105,13.6251,1
338,0.002422,13.3627,2
267,0.00011,13.5078,2
321,1.390821,12.9368,2
303,0.00682,12.6756,2
357,2.777349,12.9705,3
375,0.4779,13.1022,2
285,0.013567,12.7298,3
339,0.461146,13.2436,2
268,1.687383,13.3987,2
304,0.258857,13.0871,4
322,0.000313,12.7145,1
358,0.004679,12.824,2
376,1.43396,12.4677,2
286,0.351613,12.5001,2
340,0.236559,13.0037,1
269,3.487841,12.3789,2
305,1.412647,11.9094,1
323,0.389487,12.6963,1
359,0.001416,12.4611,2
377,3.024427,13.0914,1
287,0.056877,12.4714,2
341,0.009262,12.8603,1
270,0.00104,12.8828,1
324,3.498918,12.7484,3
306,0.209324,13.1445,1
360,0.13977,12.6052,1
378,2.780991,12.7136,2
288,0.000022,12.4965,3
342,0.326678,12.7074,2
379,3.08192,12.3256,1
415,1.190127,12.809,4
397,1.290694,13.1116,1
433,0.065528,12.7594,2
451,0.005813,12.6012,2
469,0.801827,13.1059,2
487,4.665482,12.3115,1
380,0.007432,11.9349,3
398,0.677635,12.5916,2
416,0.002998,13.4766,2
452,0.596435,12.2696,1
470,0.012835,12.5174,3
434,0.006484,12.6939,2
488,2.773176,13.3334,2
381,0.04523,13.4657,1
417,1.305722,12.9478,3
399,2.100766,12.6632,6
453,1.459212,12.7643,1
435,0.286039,12.7038,2
471,0.011798,13.4502,1
489,0.357201,12.8681,1
382,0.003893,12.8946,3
418,0.000523,13.131,1
400,5.34794,12.8314,2
454,0.028899,12.6796,3
436,0.0027,13.2833,2
472,0.001043,12.8594,1
490,0.00008,13.2542,2
383,0.689458,13.2403,2
401,0.004835,12.4738,1
419,0.047402,12.4324,1
455,3.936603,12.8359,1
473,0.125168,12.4685,1
437,0.001855,12.5168,2
491,0.022525,12.9562,1
384,0.433829,12.4716,1
402,0.016985,13.0717,1
420,0.048237,13.4097,2
456,0.001457,12.849,1
438,1.512931,12.8985,3
474,0.383161,12.4742,1
492,1.724995,13.3572,2
385,1.284401,13.4604,3
403,0.001155,13.2951,3
421,0.059341,12.6941,3
439,2.02242,12.9849,3
457,0.002548,13.2135,2
475,0.000173,12.8872,3
493,0.000871,13.5439,2
386,0.002556,12.9036,3
404,4.557091,12.9476,4
422,0.000339,13.059,1
440,5.056274,12.1994,3
458,0.010016,12.8364,1
476,0.012418,12.6448,2
494,0.017779,12.9176,1
387,0.001734,13.309,2
405,5.019819,12.7365,4
423,0.006192,12.9967,2
459,0.717246,13.2249,3
441,0.011579,12.299,1
477,0.008976,13.1748,2
495,0.023629,12.3445,2
388,0.002486,12.8081,3
406,0.021173,12.4611,1
424,0.020741,12.971,2
460,2.401678,12.2097,1
442,0.034336,12.2454,2
478,3.002146,12.5673,2
496,0.000473,12.532,3
389,0.000059,12.8684,2
407,4.264518,12.7255,2
425,1.140627,12.5291,2
461,0.000532,12.8369,1
443,0.099927,13.2454,1
479,0.71026,13.3058,2
497,1.089254,12.9614,2
390,0.098498,12.7113,4
408,2.893031,13.034,2
426,0.004567,13.7777,2
462,0.017022,12.7187,3
444,0.002858,13.2634,2
480,0.014074,12.75,2
498,0.018539,13.3614,3
391,0.771171,12.8236,2
463,0.408013,13.0243,1
445,1.039728,12.5749,2
481,0.061152,12.4788,1
409,0.004093,12.4235,2
427,0.000124,13.2147,3
499,0.009409,13.2346,2
392,0.01347,13.2569,3
464,0.015091,12.5277,3
410,4.595953,12.9622,3
482,2.697636,12.8596,1
428,0.018626,12.8622,2
446,0.58595,13.2449,1
500,0.156488,13.2114,2
393,0.447894,13.4574,4
465,0.000098,12.9859,4
483,0.027885,13.2302,3
411,0.016457,12.7146,4
447,1.089528,13.103,1
429,0.072029,12.8251,1
394,0.004226,12.8993,3
466,0.41097,13.3186,2
484,2.262237,13.4161,2
412,0.002414,12.9484,3
448,0.001143,12.9576,3
430,1.526332,12.5649,3
395,0.000103,13.0344,2
467,0.019259,12.8992,2
413,3.927866,13.3233,3
485,0.026941,12.9793,2
449,4.047063,13.2977,1
431,1.235357,12.8763,3
396,1.806749,12.6209,3
468,1.930329,12.9718,2
486,0.000103,13.2785,2
450,0.007535,13.0419,1
414,0.024287,12.5462,2
432,0.906848,12.6378,2
