Номер вектора,Вектор,a_max
37,"[666155, 7483101, 12986034, 11122477, 9150079, 2507037, 760062, 9247153, 9436673, 3163258, 12264746, 2075691, 11974675, 8460652, 16456183, 7561683, 5701067, 15573871, 1637281, 11566355, 5919084, 4354563, 8595730, 11365815]",16777216
38,"[3141426, 7671790, 2930512, 4654195, 10390412, 16316758, 5562772, 12041754, 8686356, 14262274, 1473370, 16442314, 11205542, 2167932, 10761743, 7043941, 15723616, 4303365, 16632514, 7941043, 11278635, 6216614, 1338294, 12685006]",16777216
39,"[8228513, 7863084, 7975423, 9894946, 12535459, 4448073, 4513891, 969557, 3326, 9287719, 12794975, 15498782, 6139578, 11683270, 4523451, 14395641, 16263523, 1114073, 9567260, 16511953, 11651519, 2875555, 2852325, 13600623]",16777216
40,"[6760681, 13255899, 2491484, 2145402, 2021913, 10590734, 11358449, 7579341, 8570289, 6587268, 3362532, 12670260, 1101362, 9223735, 15130132, 8939278, 1692040, 6428311, 16247696, 13047643, 565811, 2404114, 10890314, 8278656]",16777216
41,"[5630507, 7053076, 15869578, 587798, 7472898, 9652155, 4537938, 7895688, 15892759, 6398853, 8329668, 10744338, 4930237, 5134809, 4599077, 2596354, 11193420, 6189303, 3619114, 5824246, 16141782, 15763240, 9543689, 7298074]",16777216
42,"[15454574, 4968320, 5851062, 2722600, 664940, 815497, 12508492, 12971079, 694765, 8579328, 15505777, 15236306, 4627119, 5343925, 11153449, 1582843, 5299187, 9081496, 2037429, 11873358, 7670086, 5304155, 3853907, 11517721]",16777216
43,"[5461003, 7035972, 16108300, 923013, 3606323, 11102642, 11428496, 3660915, 14425394, 8325843, 15891735, 834922, 13164321, 3937215, 15452154, 13801428, 12704522, 2334601, 2988913, 10308585, 2058603, 2169884, 7462683, 6955904]",16777216
44,"[4943898, 8307305, 11399341, 1492122, 12551249, 12014585, 5970364, 312272, 3109403, 3269406, 16085214, 1239843, 8165603, 2876326, 885581, 268709, 5380423, 13371824, 5309344, 8208316, 324057, 12033190, 9718892, 5873657]",16777216
45,"[1397285, 3749842, 15502866, 4683360, 3352652, 6535977, 3615002, 15541077, 9241537, 2113142, 134564, 1820642, 14082039, 16194189, 15532883, 233541, 8354865, 12097756, 12315829, 1750303, 738520, 9205179, 11061813, 6380512]",16777216
46,"[6980984, 15779368, 13465629, 7379736, 13772078, 2012795, 8023772, 4842078, 5063320, 2029104, 3697394, 16210535, 2622978, 15195955, 16426049, 14707723, 145419, 3791104, 16621161, 5634652, 5944463, 13594635, 13144942, 3733100]",16777216
47,"[15193677, 15189405, 4756035, 11141727, 15207104, 16003464, 8516436, 1822014, 4690238, 10918391, 4319690, 6135600, 4089975, 15737375, 3343380, 7508695, 6096719, 4632126, 6878797, 10717311, 7227847, 13818689, 14265463, 9660156]",16777216
48,"[14791689, 3258552, 12103881, 9043129, 11427981, 2750004, 13537858, 6014602, 16249685, 2851467, 16636332, 11395376, 1739573, 13400537, 5509676, 14132146, 619791, 207363, 6523367, 11499913, 4440895, 15766907, 14487173, 7494021]",16777216
49,"[9338733, 12391122, 14650574, 5809780, 11071303, 8125565, 3049906, 507478, 15118564, 9070831, 13164408, 2676545, 7908625, 6426453, 2201637, 7915867, 16713706, 11092617, 9449126, 9931271, 7012085, 12196626, 11660921, 7026253]",16777216
50,"[1422304, 16288214, 9399154, 6837596, 10733344, 10633743, 7387101, 2545193, 5904582, 15173908, 12181930, 291155, 6225464, 14859827, 15248670, 15791348, 2495764, 9361970, 14318741, 4083571, 4926572, 3992297, 6101507, 6487896]",16777216
