Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
39,1.120044,6788,Нет улучшений на последних двух итерациях,644
12,1.140354,3087,Нет улучшений на последних двух итерациях,692
121,0.899737,9483,Нет улучшений на последних двух итерациях,511
93,0.902744,56097,Нет улучшений на последних двух итерациях,560
30,1.178319,1116,Нет улучшений на последних двух итерациях,694
57,1.272388,1714,Нет улучшений на последних двух итерациях,717
129,1.401844,13246,Нет улучшений на последних двух итерациях,816
84,1.696813,5700,Достигнуто максимальное число поколений,1000
49,1.058737,11889,Нет улучшений на последних двух итерациях,598
76,1.378962,18815,Нет улучшений на последних двух итерациях,820
4,1.076953,1083,Нет улучшений на последних двух итерациях,629
112,1.238557,34282,Нет улучшений на последних двух итерациях,720
103,1.442672,2930,Нет улучшений на последних двух итерациях,863
13,0.986599,27538,Нет улучшений на последних двух итерациях,587
66,1.717167,2493,Достигнуто максимальное число поколений,1000
31,0.853591,20357,Нет улучшений на последних двух итерациях,502
40,1.241327,21051,Нет улучшений на последних двух итерациях,727
130,0.976606,26157,Нет улучшений на последних двух итерациях,565
22,1.695319,2557,Достигнуто максимальное число поколений,1000
77,0.892017,22227,Нет улучшений на последних двух итерациях,524
85,1.107497,122135,Нет улучшений на последних двух итерациях,646
113,0.863924,5055,Нет улучшений на последних двух итерациях,510
58,1.417287,21269,Нет улучшений на последних двух итерациях,799
122,1.684730,12637,Нет улучшений на последних двух итерациях,981
94,1.713018,133591,Достигнуто максимальное число поколений,1000
50,1.258755,5767,Нет улучшений на последних двух итерациях,731
14,0.926930,7632,Нет улучшений на последних двух итерациях,544
67,0.941070,28086,Нет улучшений на последних двух итерациях,534
32,0.904275,2144,Нет улучшений на последних двух итерациях,527
104,1.064524,646,Нет улучшений на последних двух итерациях,651
41,0.990842,997,Нет улучшений на последних двух итерациях,594
5,1.494135,7464,Нет улучшений на последних двух итерациях,854
131,1.023211,151,Нет улучшений на последних двух итерациях,611
23,1.136352,12370,Нет улучшений на последних двух итерациях,679
123,0.865073,45852,Нет улучшений на последних двух итерациях,504
59,1.043014,20223,Нет улучшений на последних двух итерациях,588
15,0.837632,14318,Нет улучшений на последних двух итерациях,504
78,1.248259,3003,Нет улучшений на последних двух итерациях,725
33,0.892089,55908,Нет улучшений на последних двух итерациях,539
105,0.910718,28901,Нет улучшений на последних двух итерациях,544
95,1.199449,4253,Нет улучшений на последних двух итерациях,689
51,1.243380,6433,Нет улучшений на последних двух итерациях,708
86,1.670698,3071,Нет улучшений на последних двух итерациях,957
42,1.189853,2243,Нет улучшений на последних двух итерациях,668
114,1.720913,21764,Нет улучшений на последних двух итерациях,990
132,0.902730,7602,Нет улучшений на последних двух итерациях,530
6,1.234285,27572,Нет улучшений на последних двух итерациях,711
68,1.704339,81817,Достигнуто максимальное число поколений,1000
60,0.958982,12511,Нет улучшений на последних двух итерациях,535
124,1.105140,1216,Нет улучшений на последних двух итерациях,627
16,0.997674,18602,Нет улучшений на последних двух итерациях,573
24,1.286407,32449,Нет улучшений на последних двух итерациях,766
34,1.022772,53615,Нет улучшений на последних двух итерациях,605
106,1.028809,45987,Нет улучшений на последних двух итерациях,598
79,1.236848,50509,Нет улучшений на последних двух итерациях,728
96,1.122254,7679,Нет улучшений на последних двух итерациях,639
52,1.130159,265,Нет улучшений на последних двух итерациях,662
87,0.955498,2788,Нет улучшений на последних двух итерациях,563
115,0.917684,1419,Нет улучшений на последних двух итерациях,514
133,1.018028,2071,Нет улучшений на последних двух итерациях,595
43,1.114775,1746,Нет улучшений на последних двух итерациях,636
7,1.337594,6404,Нет улучшений на последних двух итерациях,771
35,0.929197,15962,Нет улучшений на последних двух итерациях,523
61,1.225258,1969,Нет улучшений на последних двух итерациях,679
25,1.144495,35155,Нет улучшений на последних двух итерациях,660
97,0.963663,21204,Нет улучшений на последних двух итерациях,541
88,0.919386,20697,Нет улучшений на последних двух итерациях,525
80,1.148020,8301,Нет улучшений на последних двух итерациях,660
69,1.592899,7978,Нет улучшений на последних двух итерациях,927
44,1.031479,4785,Нет улучшений на последних двух итерациях,588
125,1.733116,65276,Достигнуто максимальное число поколений,1000
17,1.735041,12421,Достигнуто максимальное число поколений,1000
116,1.273622,1306,Нет улучшений на последних двух итерациях,727
134,1.210969,56049,Нет улучшений на последних двух итерациях,705
107,1.712789,11669,Достигнуто максимальное число поколений,1000
8,0.853311,23303,Нет улучшений на последних двух итерациях,518
89,0.569723,0,Найдено точное решение,323
26,0.879849,16932,Нет улучшений на последних двух итерациях,518
36,1.086141,18800,Нет улучшений на последних двух итерациях,649
53,1.723938,10530,Достигнуто максимальное число поколений,1000
98,0.856425,28165,Нет улучшений на последних двух итерациях,504
70,1.003036,16687,Нет улучшений на последних двух итерациях,577
62,1.323292,670,Нет улучшений на последних двух итерациях,754
45,0.849175,55887,Нет улучшений на последних двух итерациях,507
81,1.266110,37120,Нет улучшений на последних двух итерациях,745
117,0.916693,1821,Нет улучшений на последних двух итерациях,540
9,0.945751,38423,Нет улучшений на последних двух итерациях,555
108,1.113717,1108,Нет улучшений на последних двух итерациях,644
136,0.928137,9416,Нет улучшений на последних двух итерациях,546
135,1.303232,11728,Нет улучшений на последних двух итерациях,776
99,1.106060,17761,Нет улучшений на последних двух итерациях,648
54,1.141394,33700,Нет улучшений на последних двух итерациях,666
126,1.700056,7224,Достигнуто максимальное число поколений,1000
18,1.707999,5086,Достигнуто максимальное число поколений,1000
90,1.653363,2969,Нет улучшений на последних двух итерациях,954
63,1.176745,70068,Нет улучшений на последних двух итерациях,662
27,1.568461,4977,Нет улучшений на последних двух итерациях,900
71,1.272320,16722,Нет улучшений на последних двух итерациях,764
154,1.044700,3009,Нет улучшений на последних двух итерациях,630
172,1.002734,3540,Нет улучшений на последних двух итерациях,609
145,1.375634,4017,Нет улучшений на последних двух итерациях,817
181,1.199902,68037,Нет улучшений на последних двух итерациях,720
208,1.037630,17580,Нет улучшений на последних двух итерациях,571
163,1.698886,13185,Нет улучшений на последних двух итерациях,971
190,1.402344,50044,Нет улучшений на последних двух итерациях,797
244,1.034896,8869,Нет улучшений на последних двух итерациях,565
137,1.703907,1798,Достигнуто максимальное число поколений,1000
199,1.533894,96711,Нет улучшений на последних двух итерациях,880
226,1.444193,33677,Нет улучшений на последних двух итерациях,818
235,1.353247,23591,Нет улучшений на последних двух итерациях,787
173,1.196222,0,Найдено точное решение,663
217,1.738454,21190,Достигнуто максимальное число поколений,1000
253,1.470939,27616,Нет улучшений на последних двух итерациях,830
182,0.979466,4978,Нет улучшений на последних двух итерациях,551
72,1.726144,83603,Нет улучшений на последних двух итерациях,979
209,1.152484,44569,Нет улучшений на последних двух итерациях,677
155,1.762503,15308,Достигнуто максимальное число поколений,1000
146,1.736762,47728,Нет улучшений на последних двух итерациях,979
200,0.914183,84228,Нет улучшений на последних двух итерациях,519
191,1.246202,20116,Нет улучшений на последних двух итерациях,713
164,1.385402,16058,Нет улучшений на последних двух итерациях,785
236,0.946444,8535,Нет улучшений на последних двух итерациях,532
138,1.305656,38110,Нет улучшений на последних двух итерациях,768
245,1.544144,34424,Нет улучшений на последних двух итерациях,889
156,0.927026,2750,Нет улучшений на последних двух итерациях,531
262,1.009147,4001,Нет улучшений на последних двух итерациях,568
210,0.985597,9012,Нет улучшений на последних двух итерациях,562
218,1.383241,6755,Нет улучшений на последних двух итерациях,793
147,0.962402,13928,Нет улучшений на последних двух итерациях,551
201,0.915572,24667,Нет улучшений на последних двух итерациях,532
227,1.813563,37078,Достигнуто максимальное число поколений,1000
174,1.639561,41634,Нет улучшений на последних двух итерациях,918
183,1.555001,7801,Нет улучшений на последних двух итерациях,913
165,1.042130,6694,Нет улучшений на последних двух итерациях,596
192,1.154787,14763,Нет улучшений на последних двух итерациях,630
254,1.804240,12700,Достигнуто максимальное число поколений,1000
139,0.996129,61453,Нет улучшений на последних двух итерациях,576
157,1.019546,15656,Нет улучшений на последних двух итерациях,539
246,1.237592,11706,Нет улучшений на последних двух итерациях,611
148,1.158025,31030,Нет улучшений на последних двух итерациях,589
237,1.899011,334,Достигнуто максимальное число поколений,1000
228,1.149277,2445,Нет улучшений на последних двух итерациях,607
175,1.155899,5954,Нет улучшений на последних двух итерациях,580
211,1.520453,8580,Нет улучшений на последних двух итерациях,781
263,1.551621,21494,Нет улучшений на последних двух итерациях,805
255,1.052536,6654,Нет улучшений на последних двух итерациях,520
202,1.401225,41271,Нет улучшений на последних двух итерациях,728
140,1.095719,10941,Нет улучшений на последних двух итерациях,555
184,1.533496,9742,Нет улучшений на последних двух итерациях,776
219,1.886652,5771,Нет улучшений на последних двух итерациях,985
158,1.027655,63590,Нет улучшений на последних двух итерациях,568
247,1.047940,6377,Нет улучшений на последних двух итерациях,541
193,1.752713,9209,Нет улучшений на последних двух итерациях,941
166,1.960301,9369,Достигнуто максимальное число поколений,1000
238,1.115084,268,Нет улучшений на последних двух итерациях,624
264,0.907078,3407,Нет улучшений на последних двух итерациях,536
149,1.204376,16021,Нет улучшений на последних двух итерациях,672
167,0.205759,0,Найдено точное решение,124
176,1.169366,40407,Нет улучшений на последних двух итерациях,680
212,1.156095,665,Нет улучшений на последних двух итерациях,667
256,1.165418,31352,Нет улучшений на последних двух итерациях,678
141,1.052800,36429,Нет улучшений на последних двух итерациях,611
185,0.988918,13037,Нет улучшений на последних двух итерациях,580
159,0.864716,561,Нет улучшений на последних двух итерациях,505
229,1.715982,739,Нет улучшений на последних двух итерациях,959
194,1.032102,5523,Нет улучшений на последних двух итерациях,588
203,1.684941,2540,Достигнуто максимальное число поколений,1000
248,1.280451,1580,Нет улучшений на последних двух итерациях,737
177,0.908577,1342,Нет улучшений на последних двух итерациях,531
265,1.014294,6379,Нет улучшений на последних двух итерациях,588
213,0.899491,34809,Нет улучшений на последних двух итерациях,526
220,1.719067,1126,Достигнуто максимальное число поколений,1000
168,1.190079,7180,Нет улучшений на последних двух итерациях,669
160,0.843017,19316,Нет улучшений на последних двух итерациях,509
214,0.307433,0,Найдено точное решение,158
142,1.185580,24078,Нет улучшений на последних двух итерациях,673
230,0.937206,20340,Нет улучшений на последних двух итерациях,552
239,1.615257,26208,Нет улучшений на последних двух итерациях,945
150,1.723620,14097,Достигнуто максимальное число поколений,1000
195,1.227488,10920,Нет улучшений на последних двух итерациях,706
257,1.764830,69233,Достигнуто максимальное число поколений,1000
186,1.727026,43036,Достигнуто максимальное число поколений,1000
221,0.980275,49148,Нет улучшений на последних двух итерациях,575
161,0.921521,1065,Нет улучшений на последних двух итерациях,539
240,0.875410,10245,Нет улучшений на последних двух итерациях,516
204,1.703308,28097,Достигнуто максимальное число поколений,1000
249,1.739593,37242,Достигнуто максимальное число поколений,1000
151,0.885343,2575,Нет улучшений на последних двух итерациях,521
169,1.446392,17783,Нет улучшений на последних двух итерациях,837
266,1.731209,44078,Достигнуто максимальное число поколений,1000
178,1.773654,5058,Достигнуто максимальное число поколений,1000
143,1.294243,3606,Нет улучшений на последних двух итерациях,770
231,1.425938,9167,Нет улучшений на последних двух итерациях,832
215,1.721365,5405,Достигнуто максимальное число поколений,1000
222,1.009681,39003,Нет улучшений на последних двух итерациях,588
187,1.214080,22193,Нет улучшений на последних двух итерациях,701
258,1.274195,3655,Нет улучшений на последних двух итерациях,738
196,1.364344,50151,Нет улучшений на последних двух итерациях,821
241,1.168673,2310,Нет улучшений на последних двух итерациях,633
170,0.987886,10629,Нет улучшений на последних двух итерациях,529
205,1.231330,13493,Нет улучшений на последних двух итерациях,675
152,1.116068,22587,Нет улучшений на последних двух итерациях,599
250,1.386150,39134,Нет улучшений на последних двух итерациях,733
162,1.820039,11919,Достигнуто максимальное число поколений,1000
179,1.261922,52395,Нет улучшений на последних двух итерациях,689
144,1.293432,6601,Нет улучшений на последних двух итерациях,660
223,1.053223,13239,Нет улучшений на последних двух итерациях,545
216,1.124384,83407,Нет улучшений на последних двух итерациях,557
232,1.386807,4792,Нет улучшений на последних двух итерациях,691
259,1.169567,22045,Нет улучшений на последних двух итерациях,595
267,1.890808,45514,Достигнуто максимальное число поколений,1000
188,1.504552,9828,Нет улучшений на последних двух итерациях,828
153,1.028652,28370,Нет улучшений на последних двух итерациях,513
171,1.181892,332,Нет улучшений на последних двух итерациях,610
206,1.161033,4028,Нет улучшений на последних двух итерациях,632
197,1.621131,6939,Нет улучшений на последних двух итерациях,837
224,0.875057,6110,Нет улучшений на последних двух итерациях,500
271,1.127898,5631,Нет улучшений на последних двух итерациях,595
180,1.152194,17929,Нет улучшений на последних двух итерациях,626
242,1.595069,17008,Нет улучшений на последних двух итерациях,878
251,1.277319,22773,Нет улучшений на последних двух итерациях,690
233,1.007528,14254,Нет улучшений на последних двух итерациях,564
280,1.311749,8486,Нет улучшений на последних двух итерациях,753
289,1.220628,3194,Нет улучшений на последних двух итерациях,711
268,0.963051,4356,Нет улучшений на последних двух итерациях,556
260,1.117941,11253,Нет улучшений на последних двух итерациях,610
189,0.935019,16303,Нет улучшений на последних двух итерациях,531
298,1.229540,13402,Нет улучшений на последних двух итерациях,675
225,1.018843,25665,Нет улучшений на последних двух итерациях,518
198,1.148238,8823,Нет улучшений на последних двух итерациях,612
316,1.148570,20543,Нет улучшений на последних двух итерациях,622
272,1.271925,50919,Нет улучшений на последних двух итерациях,708
207,1.524229,16327,Нет улучшений на последних двух итерациях,842
243,1.228017,13236,Нет улучшений на последних двух итерациях,659
234,1.213201,32843,Нет улучшений на последних двух итерациях,640
252,1.430725,35079,Нет улучшений на последних двух итерациях,779
307,1.843378,30045,Достигнуто максимальное число поколений,1000
261,1.132213,4050,Нет улучшений на последних двух итерациях,615
281,1.524761,217,Нет улучшений на последних двух итерациях,845
269,1.384883,25902,Нет улучшений на последних двух итерациях,783
290,1.579482,13659,Нет улучшений на последних двух итерациях,860
325,1.475159,33226,Нет улучшений на последних двух итерациях,856
317,1.032263,0,Найдено точное решение,592
352,0.926758,1886,Нет улучшений на последних двух итерациях,559
299,1.460068,10736,Нет улучшений на последних двух итерациях,827
370,0.924274,19439,Нет улучшений на последних двух итерациях,540
334,1.507238,248,Нет улучшений на последних двух итерациях,895
343,1.527628,27579,Нет улучшений на последних двух итерациях,906
361,1.337568,39361,Нет улучшений на последних двух итерациях,789
379,1.235208,2783,Нет улучшений на последних двух итерациях,669
282,1.027379,5802,Нет улучшений на последних двух итерациях,609
273,1.605775,22267,Нет улучшений на последних двух итерациях,909
308,1.303705,8385,Нет улучшений на последних двух итерациях,743
291,0.995071,568,Нет улучшений на последних двух итерациях,571
388,1.440935,8180,Нет улучшений на последних двух итерациях,843
270,1.235418,2032,Нет улучшений на последних двух итерациях,706
300,0.956245,6139,Нет улучшений на последних двух итерациях,551
371,0.966928,17279,Нет улучшений на последних двух итерациях,556
353,1.181205,33921,Нет улучшений на последних двух итерациях,673
326,1.414817,28449,Нет улучшений на последних двух итерациях,802
344,0.930427,19651,Нет улучшений на последних двух итерациях,521
318,1.421455,25726,Нет улучшений на последних двух итерациях,802
362,1.044071,18975,Нет улучшений на последних двух итерациях,587
380,0.925100,13612,Нет улучшений на последних двух итерациях,535
335,1.230753,8875,Нет улучшений на последних двух итерациях,695
292,0.871985,7968,Нет улучшений на последних двух итерациях,517
274,1.062332,11204,Нет улучшений на последних двух итерациях,601
372,0.865988,9967,Нет улучшений на последних двух итерациях,512
373,0.102191,0,Найдено точное решение,61
301,1.058444,4624,Нет улучшений на последних двух итерациях,615
397,1.357455,65794,Нет улучшений на последних двух итерациях,810
283,1.711298,84150,Достигнуто максимальное число поколений,1000
389,1.517264,4511,Нет улучшений на последних двух итерациях,901
327,1.105403,2291,Нет улучшений на последних двух итерациях,661
309,1.716942,15328,Достигнуто максимальное число поколений,1000
275,0.886808,46808,Нет улучшений на последних двух итерациях,531
363,1.214026,27277,Нет улучшений на последних двух итерациях,710
293,1.210721,41400,Нет улучшений на последних двух итерациях,692
354,1.775924,8174,Достигнуто максимальное число поколений,1000
345,1.718871,38437,Нет улучшений на последних двух итерациях,999
381,1.487870,7334,Нет улучшений на последних двух итерациях,844
319,1.708084,34718,Достигнуто максимальное число поколений,1000
374,1.091499,13004,Нет улучшений на последних двух итерациях,610
336,1.702543,17519,Достигнуто максимальное число поколений,1000
302,1.086904,16941,Нет улучшений на последних двух итерациях,618
284,0.960878,28437,Нет улучшений на последних двух итерациях,544
310,1.052049,13613,Нет улучшений на последних двух итерациях,574
364,0.871190,33361,Нет улучшений на последних двух итерациях,502
294,1.074240,6661,Нет улучшений на последних двух итерациях,648
398,1.698633,8158,Нет улучшений на последних двух итерациях,986
276,1.314209,18434,Нет улучшений на последних двух итерациях,779
328,1.591952,2433,Нет улучшений на последних двух итерациях,921
355,1.027835,7302,Нет улучшений на последних двух итерациях,597
346,1.036162,3642,Нет улучшений на последних двух итерациях,582
320,0.961763,23462,Нет улучшений на последних двух итерациях,547
390,1.781552,63227,Достигнуто максимальное число поколений,1000
285,1.001914,2570,Нет улучшений на последних двух итерациях,606
303,1.310747,8813,Нет улучшений на последних двух итерациях,756
365,1.083066,9325,Нет улучшений на последних двух итерациях,612
382,1.800168,8975,Достигнуто максимальное число поколений,1000
277,0.966072,4197,Нет улучшений на последних двух итерациях,568
375,1.777788,15663,Достигнуто максимальное число поколений,1000
295,1.098965,56485,Нет улучшений на последних двух итерациях,635
337,1.750086,38655,Достигнуто максимальное число поколений,1000
347,1.070282,3104,Нет улучшений на последних двух итерациях,609
399,1.182267,9903,Нет улучшений на последних двух итерациях,669
311,1.731046,20449,Нет улучшений на последних двух итерациях,969
329,1.267502,1608,Нет улучшений на последних двух итерациях,723
321,1.391788,7048,Нет улучшений на последних двух итерациях,770
356,1.724693,26814,Нет улучшений на последних двух итерациях,992
376,0.940256,5628,Нет улучшений на последних двух итерациях,533
391,1.798447,50009,Достигнуто максимальное число поколений,1000
383,1.155117,16487,Нет улучшений на последних двух итерациях,633
296,1.058432,19002,Нет улучшений на последних двух итерациях,581
286,1.770424,39036,Достигнуто максимальное число поколений,1000
304,1.592412,20783,Нет улучшений на последних двух итерациях,873
338,1.226783,9987,Нет улучшений на последних двух итерациях,699
330,1.017315,3281,Нет улучшений на последних двух итерациях,564
278,1.360045,26207,Нет улучшений на последних двух итерациях,800
312,1.135508,18309,Нет улучшений на последних двух итерациях,659
366,1.715000,156363,Достигнуто максимальное число поколений,1000
400,1.315478,58541,Нет улучшений на последних двух итерациях,757
384,0.892755,2615,Нет улучшений на последних двух итерациях,507
348,1.826860,22700,Достигнуто максимальное число поколений,1000
357,1.328799,2753,Нет улучшений на последних двух итерациях,763
297,1.027607,18786,Нет улучшений на последних двух итерациях,566
305,0.927498,11491,Нет улучшений на последних двух итерациях,528
322,1.677790,1538,Нет улучшений на последних двух итерациях,947
392,1.234616,17453,Нет улучшений на последних двух итерациях,688
287,1.151437,54870,Нет улучшений на последних двух итерациях,683
313,0.944187,26750,Нет улучшений на последних двух итерациях,530
331,1.048466,10014,Нет улучшений на последних двух итерациях,609
367,1.218264,17104,Нет улучшений на последних двух итерациях,728
377,1.732546,33235,Достигнуто максимальное число поколений,1000
401,1.453978,47697,Нет улучшений на последних двух итерациях,821
349,0.999466,5265,Нет улучшений на последних двух итерациях,577
339,1.769389,18081,Достигнуто максимальное число поколений,1000
279,1.746484,8066,Достигнуто максимальное число поколений,1000
306,0.932125,142,Нет улучшений на последних двух итерациях,538
393,0.902048,10881,Нет улучшений на последних двух итерациях,526
406,1.016723,12645,Нет улучшений на последних двух итерациях,617
314,0.905871,80691,Нет улучшений на последних двух итерациях,509
385,1.373829,12741,Нет улучшений на последних двух итерациях,767
323,1.093764,712,Нет улучшений на последних двух итерациях,652
288,1.141323,38099,Нет улучшений на последних двух итерациях,642
358,1.382728,5351,Нет улучшений на последних двух итерациях,782
368,0.962586,53758,Нет улучшений на последних двух итерациях,535
378,1.100701,57397,Нет улучшений на последних двух итерациях,587
415,0.893972,53517,Нет улучшений на последних двух итерациях,501
350,0.984149,5579,Нет улучшений на последних двух итерациях,536
402,1.047742,41118,Нет улучшений на последних двух итерациях,570
332,1.709342,27778,Нет улучшений на последних двух итерациях,969
394,1.115239,17762,Нет улучшений на последних двух итерациях,594
424,1.197426,2425,Нет улучшений на последних двух итерациях,656
433,0.912624,8737,Нет улучшений на последних двух итерациях,531
324,1.055936,9080,Нет улучшений на последних двух итерациях,579
359,0.904903,153,Нет улучшений на последних двух итерациях,537
386,1.145109,45318,Нет улучшений на последних двух итерациях,619
369,0.925969,13895,Нет улучшений на последних двух итерациях,531
315,1.324794,15458,Нет улучшений на последних двух итерациях,705
340,1.576284,8011,Нет улучшений на последних двух итерациях,890
407,1.514816,5910,Нет улучшений на последних двух итерациях,842
416,0.898527,5499,Нет улучшений на последних двух итерациях,529
442,1.155032,387,Нет улучшений на последних двух итерациях,678
403,1.063878,9760,Нет улучшений на последних двух итерациях,616
425,0.891474,7333,Нет улучшений на последних двух итерациях,527
434,0.871833,13851,Нет улучшений на последних двух итерациях,517
395,0.960789,52343,Нет улучшений на последних двух итерациях,561
360,0.978257,12036,Нет улучшений на последних двух итерациях,569
333,1.330462,863,Нет улучшений на последних двух итерациях,784
460,0.920553,5946,Нет улучшений на последних двух итерациях,548
469,0.927537,9331,Нет улучшений на последних двух итерациях,527
351,1.550212,34091,Нет улучшений на последних двух итерациях,899
451,1.163035,40698,Нет улучшений на последних двух итерациях,664
387,1.545339,11111,Нет улучшений на последних двух итерациях,847
408,1.344250,31937,Нет улучшений на последних двух итерациях,793
426,0.915993,8699,Нет улучшений на последних двух итерациях,514
396,0.901853,18825,Нет улучшений на последних двух итерациях,506
417,1.259864,12180,Нет улучшений на последних двух итерациях,718
435,0.932406,3459,Нет улучшений на последних двух итерациях,565
341,1.692579,94407,Достигнуто максимальное число поколений,1000
461,0.894491,21706,Нет улучшений на последних двух итерациях,557
404,1.363275,44757,Нет улучшений на последних двух итерациях,790
443,1.478418,62989,Нет улучшений на последних двух итерациях,895
496,0.999102,24998,Нет улучшений на последних двух итерациях,597
452,1.078029,3454,Нет улучшений на последних двух итерациях,647
470,1.234177,16148,Нет улучшений на последних двух итерациях,743
409,0.779801,27467,Нет улучшений на последних двух итерациях,514
436,0.807172,11734,Нет улучшений на последних двух итерациях,527
487,1.582412,108998,Достигнуто максимальное число поколений,1000
478,1.598652,17127,Нет улучшений на последних двух итерациях,993
427,0.929076,21606,Нет улучшений на последних двух итерациях,624
418,0.909904,7510,Нет улучшений на последних двух итерациях,601
462,0.790661,22475,Нет улучшений на последних двух итерациях,517
497,0.992734,8024,Нет улучшений на последних двух итерациях,667
471,0.838347,33194,Нет улучшений на последних двух итерациях,549
444,1.229321,14859,Нет улучшений на последних двух итерациях,835
405,1.274469,950,Нет улучшений на последних двух итерациях,858
410,0.927521,15186,Нет улучшений на последних двух итерациях,633
453,1.152021,29853,Нет улучшений на последних двух итерациях,759
488,0.828222,27634,Нет улучшений на последних двух итерациях,551
342,1.499786,4697,Достигнуто максимальное число поколений,1000
479,1.006133,21879,Нет улучшений на последних двух итерациях,643
428,1.077253,27352,Нет улучшений на последних двух итерациях,774
463,1.039804,4282,Нет улучшений на последних двух итерациях,727
419,1.169053,20480,Нет улучшений на последних двух итерациях,739
498,0.792159,11533,Нет улучшений на последних двух итерациях,600
437,1.412912,4126,Нет улучшений на последних двух итерациях,982
411,0.860778,28286,Нет улучшений на последних двух итерациях,661
480,0.708056,9116,Нет улучшений на последних двух итерациях,543
499,0.749945,14911,Нет улучшений на последних двух итерациях,593
472,1.539750,3228,Нет улучшений на последних двух итерациях,908
489,1.316283,6931,Нет улучшений на последних двух итерациях,891
445,1.560847,56538,Достигнуто максимальное число поколений,1000
438,0.931900,5297,Нет улучшений на последних двух итерациях,667
454,1.518223,29782,Достигнуто максимальное число поколений,1000
420,1.121995,20383,Нет улучшений на последних двух итерациях,683
464,1.336338,15945,Нет улучшений на последних двух итерациях,849
429,1.471988,28006,Нет улучшений на последних двух итерациях,961
412,1.061980,14195,Нет улучшений на последних двух итерациях,657
481,1.002477,9369,Нет улучшений на последних двух итерациях,591
500,0.792249,11747,Нет улучшений на последних двух итерациях,579
473,0.852728,14733,Нет улучшений на последних двух итерациях,589
455,0.698309,39667,Нет улучшений на последних двух итерациях,519
446,0.835703,29478,Нет улучшений на последних двух итерациях,657
439,0.990761,22900,Нет улучшений на последних двух итерациях,745
490,1.325235,102990,Достигнуто максимальное число поколений,1000
465,1.011182,19491,Нет улучшений на последних двух итерациях,732
482,0.846040,2449,Нет улучшений на последних двух итерациях,562
430,1.002681,5115,Нет улучшений на последних двух итерациях,685
421,1.267347,9789,Нет улучшений на последних двух итерациях,890
413,1.039172,107,Нет улучшений на последних двух итерациях,696
474,0.850482,17697,Нет улучшений на последних двух итерациях,512
456,0.849976,648,Нет улучшений на последних двух итерациях,621
491,0.692857,215,Нет улучшений на последних двух итерациях,581
447,1.101515,23025,Нет улучшений на последних двух итерациях,822
483,0.741882,19177,Нет улучшений на последних двух итерациях,527
440,1.025529,2701,Нет улучшений на последних двух итерациях,784
422,0.878036,42980,Нет улучшений на последних двух итерациях,686
466,0.949220,29093,Нет улучшений на последних двух итерациях,766
475,0.722781,13431,Нет улучшений на последних двух итерациях,536
431,0.974794,10338,Нет улучшений на последних двух итерациях,721
414,0.863372,3827,Нет улучшений на последних двух итерациях,684
492,0.598360,50258,Нет улучшений на последних двух итерациях,504
467,0.697462,33830,Нет улучшений на последних двух итерациях,530
457,1.394664,1311,Достигнуто максимальное число поколений,1000
