Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
249,0.104726,13.3841,19
195,0.475331,13.1819,24
231,0.19351,12.9326,19
142,0.404668,12.5291,10
178,0.303228,12.9168,16
160,0.305399,12.4766,15
250,1.066429,12.5022,18
214,0.000169,12.5295,12
196,1.042974,13.037,21
232,0.030388,12.1235,10
143,0.167091,12.6342,10
179,0.193928,12.1826,11
161,0.099377,12.5332,15
251,0.317699,13.1108,8
215,0.044495,13.0979,21
197,0.004014,12.2271,14
233,0.00084,12.729,18
144,0.268356,12.8863,16
180,0.107585,12.9729,22
162,0.000637,12.5895,13
216,0.021815,12.7071,14
198,0.955333,12.6793,20
252,0.00056,12.8943,17
234,0.273907,13.0305,22
253,0.062052,13.2818,16
271,0.066853,12.518,12
289,0.003056,11.989,12
307,0.0779,13.1489,17
343,1.677387,12.939,14
325,0.347322,11.9207,17
361,0.24845,12.6621,15
254,0.00217,12.5766,14
272,0.024305,12.8938,11
290,0.670837,12.8168,12
308,0.376362,12.6606,11
344,0.052474,12.9415,15
326,0.947981,12.6471,21
362,0.029258,12.4717,23
255,0.083064,12.346,9
273,0.882608,12.6597,18
291,0.277139,12.1094,19
309,0.019593,12.8811,19
345,0.000046,13.1297,12
327,0.203913,13.3255,20
363,0.232385,13.128,21
256,0.044544,13.0563,12
274,0.002495,14.0361,31
292,0.112608,13.13,24
310,0.412891,12.7812,13
346,0.001566,12.7136,23
364,0.509682,13.1095,18
328,0.847717,12.8868,21
257,0.000221,12.9944,12
275,0.21283,13.3246,22
293,0.000612,13.1541,26
311,0.851846,12.744,19
347,0.383815,13.215,17
365,1.045036,13.1502,23
329,0.006323,13.0332,15
258,0.222884,13.1025,16
276,0.273684,13.217,13
294,0.442267,13.2728,15
312,0.160844,13.2587,18
348,0.012576,12.9992,13
366,0.012291,13.2682,23
330,0.481159,12.7457,12
259,0.00344,12.7084,24
277,0.931244,12.4432,16
295,0.083492,12.7917,15
313,0.007135,13.003,22
349,0.82313,12.1777,17
367,0.667239,13.3458,23
331,1.079701,12.7935,17
260,0.110823,13.0449,20
278,0.001202,12.4032,18
296,0.765917,12.4605,13
350,0.007971,12.5827,13
314,0.001016,12.6003,17
368,0.001105,12.7998,20
332,0.854693,13.0211,15
261,1.032973,12.9801,18
279,0.000564,12.2214,17
297,0.276752,12.0103,24
351,0.004859,12.7902,21
315,0.00079,12.8563,12
369,0.001065,12.7262,17
333,0.515099,13.0164,22
262,0.206203,12.6083,25
280,0.000166,13.2259,18
298,0.03224,12.5903,15
352,2.61162,13.1879,15
316,0.000485,12.7174,16
370,0.722044,12.9913,18
334,0.045562,12.882,16
263,0.116937,13.4496,13
281,1.761768,12.8572,17
299,0.00083,13.6095,19
353,0.004038,13.4804,24
317,0.003281,12.8151,17
371,0.214847,13.4533,17
335,0.016789,12.659,23
264,0.000495,13.1428,22
282,0.000828,13.6579,21
300,0.002664,13.0266,15
354,0.050581,12.5101,19
318,0.342499,12.7559,21
372,0.500157,13.2456,16
336,1.625308,13.1765,27
265,0.008204,13.2659,15
283,0.128455,12.5542,12
301,0.001025,13.4966,12
319,0.004568,13.3752,17
355,0.013331,12.8886,16
373,0.763947,13.0483,14
337,0.497585,12.4366,21
266,0.233426,12.445,22
284,0.033435,12.1588,20
302,0.663296,12.9899,17
320,0.005581,12.9334,17
356,0.097283,12.7632,14
374,0.240272,13.1793,16
338,0.849972,12.389,11
267,0.006308,13.6722,11
285,1.339759,13.2267,8
303,0.108432,13.1035,18
321,0.010881,12.9615,11
357,0.115485,12.6659,22
375,0.029019,12.5544,20
339,1.150448,12.6205,14
268,0.031605,12.6253,16
286,0.044219,12.6637,24
304,0.010724,13.1383,16
322,0.628681,12.6868,24
358,0.00075,11.9389,12
376,1.145418,13.3968,10
340,0.000087,12.7613,21
269,0.076976,13.1276,13
287,0.011698,12.6337,26
305,0.463355,13.5529,14
359,0.003194,12.7473,15
323,0.119459,13.1828,22
377,0.053717,13.0458,17
341,0.000238,13.6123,10
270,0.530992,13.1082,17
288,0.045687,13.3002,15
306,0.000553,13.2611,17
360,0.494215,12.4428,18
324,0.402751,13.0414,17
342,0.083649,12.4899,12
378,0.00995,12.7234,11
379,1.055704,12.3635,13
397,0.030417,12.7592,22
415,0.000442,12.6102,21
433,0.000405,12.4638,16
451,0.025177,12.6972,15
487,1.219289,13.1175,18
469,0.291579,12.6711,19
380,0.34342,13.2165,15
398,0.001667,13.5544,22
416,0.011515,12.7645,17
434,0.182504,13.6726,26
488,0.000159,13.0966,20
452,0.005294,13.216,15
470,0.002044,13.8726,17
381,0.25717,13.532,21
399,0.000152,13.0277,17
417,0.000905,13.0389,20
435,0.225115,14.0585,22
453,1.264426,14.099,16
489,0.004084,13.9853,23
471,0.001809,13.9371,17
382,0.171403,14.0402,23
400,0.014621,13.9103,15
436,0.008214,13.5952,15
418,0.181658,13.3801,16
454,0.013329,13.3265,14
490,0.501611,12.726,24
472,0.141003,13.7037,20
383,0.055722,13.7242,17
401,0.000117,12.8693,12
437,0.000209,12.9526,24
419,0.002672,13.4402,13
455,0.001802,12.8335,16
491,0.058143,13.4184,16
473,0.093587,13.49,20
384,0.003215,13.1852,19
402,0.006197,13.0434,16
438,0.129606,13.1918,12
420,0.100873,12.8971,10
456,0.257778,13.6284,16
492,0.661762,13.4216,19
474,1.554713,13.4215,18
385,0.094526,13.5161,11
403,0.004772,12.9044,13
439,0.000523,12.8972,10
457,0.000395,12.7518,26
493,0.064541,13.4494,15
421,0.12672,12.8671,18
475,0.564965,13.4832,23
386,0.025453,12.969,18
404,0.061974,13.2931,20
440,0.125761,12.6767,20
458,0.186654,13.0495,13
494,0.323505,12.7674,16
422,0.157291,12.6931,14
476,0.742557,12.6424,21
387,0.24363,12.7552,23
405,0.929232,12.5827,22
441,0.06431,12.6371,21
459,0.026405,13.4066,17
495,0.037951,12.6125,21
423,0.708179,13.5559,20
477,0.02826,13.9711,20
388,0.000482,13.3038,18
406,0.011439,13.2059,16
442,0.000946,11.7731,14
460,0.004954,13.1041,15
478,0.05449,12.2562,14
424,0.015973,12.664,13
496,0.149125,12.8402,13
389,0.000941,13.017,19
407,0.318218,12.6341,23
443,0.206005,12.905,18
461,0.279325,14.0561,17
479,0.278386,13.2518,17
425,0.286477,13.0622,16
497,1.791049,13.0476,22
390,0.369333,12.5245,20
408,0.004716,12.8088,16
444,0.340906,12.563,20
462,0.000425,12.8688,17
480,0.000478,13.0395,22
498,0.005315,12.3129,11
426,0.527394,13.1457,23
391,0.514286,12.5993,16
409,0.002284,13.6065,18
445,0.065618,13.357,14
463,0.549842,13.07,14
499,0.156607,13.5327,22
481,0.103428,13.3618,18
427,0.799918,12.5132,21
392,0.026189,13.1654,28
410,0.000142,12.536,19
446,1.245691,12.1931,13
464,0.000739,13.4136,15
482,0.001014,13.1694,17
500,0.014677,12.7665,19
428,0.002216,12.9507,11
393,0.820083,12.6138,15
411,0.801105,13.3626,24
447,0.010561,12.5849,17
465,1.658757,13.2683,15
483,0.010249,12.9512,17
429,0.289783,12.7585,17
394,2.296518,12.8173,15
412,0.477208,12.705,17
448,0.00355,12.6228,18
466,0.035886,12.6955,18
484,0.014057,13.3319,16
430,0.005815,12.0509,18
395,1.022219,12.1464,22
413,0.057343,12.6038,15
449,0.000451,12.523,13
467,0.171715,13.4646,21
485,0.324251,12.5111,24
431,0.000934,13.2222,24
396,0.063427,13.0438,17
414,0.398282,12.9293,11
450,0.440793,13.5753,21
468,2.179796,12.4602,20
486,0.005387,12.6833,15
432,0.182442,29.129108,19
