Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
88,1.123913,1794,Нет улучшений на последних двух итерациях,626
104,1.781051,5544,Достигнуто максимальное число поколений,1000
124,1.262519,1108,Нет улучшений на последних двух итерациях,690
7,1.621251,1059,Нет улучшений на последних двух итерациях,918
98,0.887347,815,Нет улучшений на последних двух итерациях,503
53,1.162848,2502,Нет улучшений на последних двух итерациях,622
26,1.324128,0,Найдено точное решение,714
18,1.673525,969,Нет улучшений на последних двух итерациях,946
116,0.742894,0,Найдено точное решение,426
36,0.997886,1078,Нет улучшений на последних двух итерациях,548
79,1.820828,6014,Достигнуто максимальное число поколений,1000
61,1.402988,2095,Нет улучшений на последних двух итерациях,795
89,0.963509,2158,Нет улучшений на последних двух итерациях,543
42,1.334783,1085,Нет улучшений на последних двух итерациях,771
8,0.948317,698,Нет улучшений на последних двух итерациях,538
99,0.876901,90,Нет улучшений на последних двух итерациях,504
134,1.447302,642,Нет улучшений на последних двух итерациях,831
71,1.278103,858,Нет улучшений на последних двух итерациях,747
125,1.261549,693,Нет улучшений на последних двух итерациях,742
136,0.962608,369,Нет улучшений на последних двух итерациях,547
54,1.152138,49,Нет улучшений на последних двух итерациях,650
72,0.283455,0,Найдено точное решение,167
117,0.987928,500,Нет улучшений на последних двух итерациях,577
145,0.926296,317,Нет улучшений на последних двух итерациях,525
27,1.409927,213,Нет улучшений на последних двух итерациях,841
105,1.739693,2315,Достигнуто максимальное число поколений,1000
126,0.518597,0,Найдено точное решение,309
43,1.133946,188,Нет улучшений на последних двух итерациях,603
90,1.217743,3075,Нет улучшений на последних двух итерациях,682
80,1.516567,666,Нет улучшений на последних двух итерациях,870
163,0.967631,729,Нет улучшений на последних двух итерациях,550
135,1.240464,4368,Нет улучшений на последних двух итерациях,730
146,1.021293,641,Нет улучшений на последних двух итерациях,555
181,1.165469,384,Нет улучшений на последних двух итерациях,664
190,0.994733,1515,Нет улучшений на последних двух итерациях,532
62,1.832605,2439,Достигнуто максимальное число поколений,1000
154,1.791577,3491,Достигнуто максимальное число поколений,1000
9,1.843280,857,Достигнуто максимальное число поколений,1000
199,1.090029,1223,Нет улучшений на последних двух итерациях,582
137,1.793323,44,Достигнуто максимальное число поколений,1000
44,1.036871,977,Нет улучшений на последних двух итерациях,554
172,1.657917,0,Найдено точное решение,906
106,1.439778,474,Нет улучшений на последних двух итерациях,774
164,0.985818,75,Нет улучшений на последних двух итерациях,539
208,1.335093,226,Нет улучшений на последних двух итерациях,741
138,0.656842,0,Найдено точное решение,353
81,1.579074,846,Нет улучшений на последних двух итерациях,821
147,1.255696,2312,Нет улучшений на последних двух итерациях,637
155,1.095846,961,Нет улучшений на последних двух итерациях,572
182,1.327136,142,Нет улучшений на последних двух итерациях,660
217,1.605827,1700,Нет улучшений на последних двух итерациях,815
63,1.320431,2307,Нет улучшений на последних двух итерациях,651
226,1.370921,1049,Нет улучшений на последних двух итерациях,671
191,1.776557,566,Нет улучшений на последних двух итерациях,925
173,1.401649,1009,Нет улучшений на последних двух итерациях,664
209,1.110072,506,Нет улучшений на последних двух итерациях,532
45,1.514340,962,Нет улучшений на последних двух итерациях,700
165,1.357041,515,Нет улучшений на последних двух итерациях,665
200,1.933384,1264,Нет улучшений на последних двух итерациях,931
139,1.037842,2426,Нет улучшений на последних двух итерациях,522
235,1.023227,0,Найдено точное решение,494
107,1.892216,1063,Нет улучшений на последних двух итерациях,991
227,0.987179,659,Нет улучшений на последних двух итерациях,586
183,1.202472,777,Нет улучшений на последних двух итерациях,651
218,1.430188,592,Нет улучшений на последних двух итерациях,771
156,1.644260,882,Нет улучшений на последних двух итерациях,849
148,1.836271,57,Нет улучшений на последних двух итерациях,921
210,1.215397,666,Нет улучшений на последних двух итерациях,648
244,1.844911,6064,Достигнуто максимальное число поколений,1000
253,1.310498,3798,Нет улучшений на последних двух итерациях,709
108,0.905636,1252,Нет улучшений на последних двух итерациях,504
140,1.297565,606,Нет улучшений на последних двух итерациях,729
192,1.662821,1578,Нет улучшений на последних двух итерациях,938
166,1.541641,133,Нет улучшений на последних двух итерациях,847
201,1.395497,4209,Нет улучшений на последних двух итерациях,781
174,1.645942,309,Нет улучшений на последних двух итерациях,899
184,1.107737,905,Нет улучшений на последних двух итерациях,610
236,1.601802,184,Нет улучшений на последних двух итерациях,900
175,0.520270,0,Найдено точное решение,303
228,1.517924,46,Нет улучшений на последних двух итерациях,835
149,1.133454,36,Нет улучшений на последних двух итерациях,649
245,0.883555,1176,Нет улучшений на последних двух итерациях,508
219,1.441377,1855,Нет улучшений на последних двух итерациях,834
211,1.109032,2256,Нет улучшений на последних двух итерациях,631
157,1.393945,472,Нет улучшений на последних двух итерациях,814
262,0.988835,763,Нет улучшений на последних двух итерациях,587
254,1.068357,1188,Нет улучшений на последних двух итерациях,639
193,0.930205,2280,Нет улучшений на последних двух итерациях,539
167,0.990032,5576,Нет улучшений на последних двух итерациях,555
185,1.079856,970,Нет улучшений на последних двух итерациях,574
237,1.031900,809,Нет улучшений на последних двух итерациях,516
186,0.291705,0,Найдено точное решение,133
141,1.736540,1132,Нет улучшений на последних двух итерациях,933
176,1.205286,37,Нет улучшений на последних двух итерациях,601
202,1.736677,1432,Нет улучшений на последних двух итерациях,896
212,1.070330,3632,Нет улучшений на последних двух итерациях,504
150,1.220631,36,Нет улучшений на последних двух итерациях,609
229,1.315554,914,Нет улучшений на последних двух итерациях,629
263,1.085060,645,Нет улучшений на последних двух итерациях,555
255,1.241471,570,Нет улучшений на последних двух итерациях,632
158,1.430471,1002,Нет улучшений на последних двух итерациях,756
246,1.664907,5763,Нет улучшений на последних двух итерациях,841
220,1.589250,2652,Нет улучшений на последних двух итерациях,812
194,1.519896,800,Нет улучшений на последних двух итерациях,779
142,0.979313,1494,Нет улучшений на последних двух итерациях,562
177,0.922727,762,Нет улучшений на последних двух итерациях,503
151,1.002404,408,Нет улучшений на последних двух итерациях,561
168,1.897192,8549,Достигнуто максимальное число поколений,1000
159,0.828468,0,Найдено точное решение,459
264,1.187773,109,Нет улучшений на последних двух итерациях,664
238,1.825911,155,Достигнуто максимальное число поколений,1000
230,1.409491,171,Нет улучшений на последних двух итерациях,803
213,1.463246,1428,Нет улучшений на последних двух итерациях,802
195,0.893415,1922,Нет улучшений на последних двух итерациях,503
187,1.820091,6893,Достигнуто максимальное число поколений,1000
203,1.658441,781,Нет улучшений на последних двух итерациях,929
221,1.206699,1950,Нет улучшений на последних двух итерациях,717
178,0.925865,2060,Нет улучшений на последних двух итерациях,542
247,1.386399,2479,Нет улучшений на последних двух итерациях,771
256,1.622061,1301,Нет улучшений на последних двух итерациях,922
248,0.032093,0,Найдено точное решение,6
188,0.394246,0,Найдено точное решение,245
169,0.986072,2367,Нет улучшений на последних двух итерациях,577
160,0.977594,2876,Нет улучшений на последних двух итерациях,577
143,1.393682,1303,Нет улучшений на последних двух итерациях,823
222,0.660101,0,Найдено точное решение,369
152,1.374654,1952,Нет улучшений на последних двух итерациях,772
214,0.953754,25,Нет улучшений на последних двух итерациях,549
196,0.995462,3419,Нет улучшений на последних двух итерациях,575
189,0.585583,0,Найдено точное решение,350
239,1.244068,956,Нет улучшений на последних двух итерациях,683
179,0.895649,1459,Нет улучшений на последних двух итерациях,543
265,1.691403,452,Нет улучшений на последних двух итерациях,947
249,1.055755,2987,Нет улучшений на последних двух итерациях,577
257,1.192727,32,Нет улучшений на последних двух итерациях,640
231,1.691262,3988,Нет улучшений на последних двух итерациях,940
170,1.070386,3364,Нет улучшений на последних двух итерациях,598
144,1.160521,4637,Нет улучшений на последних двух итерациях,632
153,0.988086,965,Нет улучшений на последних двух итерациях,543
204,1.799924,718,Достигнуто максимальное число поколений,1000
223,1.063075,1286,Нет улучшений на последних двух итерациях,585
197,1.083174,260,Нет улучшений на последних двух итерациях,568
224,0.203436,0,Найдено точное решение,99
161,1.487981,782,Нет улучшений на последних двух итерациях,824
240,1.202324,6419,Нет улучшений на последних двух итерациях,649
271,1.333472,0,Найдено точное решение,720
266,0.942003,644,Нет улучшений на последних двух итерациях,550
180,1.210172,54,Нет улучшений на последних двух итерациях,648
232,0.859368,56,Нет улучшений на последних двух итерациях,513
171,0.946994,1461,Нет улучшений на последних двух итерациях,530
215,1.874797,1770,Достигнуто максимальное число поколений,1000
250,1.355624,210,Нет улучшений на последних двух итерациях,743
198,0.882987,8,Нет улучшений на последних двух итерациях,518
280,1.208291,1711,Нет улучшений на последних двух итерациях,706
258,1.580535,219,Нет улучшений на последних двух итерациях,920
162,1.019722,434,Нет улучшений на последних двух итерациях,585
272,0.864054,9,Нет улучшений на последних двух итерациях,517
225,1.167074,1891,Нет улучшений на последних двух итерациях,674
298,0.986529,672,Нет улучшений на последних двух итерациях,579
205,1.653851,1608,Нет улучшений на последних двух итерациях,950
307,1.001868,468,Нет улучшений на последних двух итерациях,593
289,1.723190,590,Нет улучшений на последних двух итерациях,989
233,1.128480,440,Нет улучшений на последних двух итерациях,655
267,1.291649,0,Найдено точное решение,757
259,0.546868,0,Найдено точное решение,306
334,0.491063,0,Найдено точное решение,297
316,0.889984,160,Нет улучшений на последних двух итерациях,502
281,0.848055,430,Нет улучшений на последних двух итерациях,514
241,1.725087,3591,Достигнуто максимальное число поколений,1000
299,0.857750,206,Нет улучшений на последних двух итерациях,518
251,1.518556,1764,Нет улучшений на последних двух итерациях,870
325,1.136337,747,Нет улучшений на последних двух итерациях,659
216,1.607987,201,Нет улучшений на последних двух итерациях,931
206,0.976190,2258,Нет улучшений на последних двух итерациях,575
268,0.919128,1387,Нет улучшений на последних двух итерациях,550
234,1.014059,232,Нет улучшений на последних двух итерациях,587
242,0.869294,322,Нет улучшений на последних двух итерациях,519
273,1.689833,888,Достигнуто максимальное число поколений,1000
282,0.977645,698,Нет улучшений на последних двух итерациях,589
260,1.190418,196,Нет улучшений на последних двух итерациях,695
335,1.208473,711,Нет улучшений на последних двух итерациях,709
308,1.508823,1201,Нет улучшений на последних двух итерациях,895
300,0.909595,212,Нет улучшений на последних двух итерациях,536
326,0.950211,496,Нет улучшений на последних двух итерациях,557
290,1.703641,247,Достигнуто максимальное число поколений,1000
269,0.936174,902,Нет улучшений на последних двух итерациях,531
343,1.161741,861,Нет улучшений на последних двух итерациях,637
317,1.719961,1460,Достигнуто максимальное число поколений,1000
352,0.975478,94,Нет улучшений на последних двух итерациях,537
252,1.289501,2770,Нет улучшений на последних двух итерациях,754
207,1.230258,659,Нет улучшений на последних двух итерациях,711
274,0.979275,996,Нет улучшений на последних двух итерациях,552
261,1.013525,3910,Нет улучшений на последних двух итерациях,574
243,1.123038,1001,Нет улучшений на последних двух итерациях,627
336,1.057087,1292,Нет улучшений на последних двух итерациях,590
344,0.624323,0,Найдено точное решение,316
309,1.409190,575,Нет улучшений на последних двух итерациях,780
291,1.200400,1529,Нет улучшений на последних двух итерациях,630
283,1.635913,2384,Нет улучшений на последних двух итерациях,886
327,1.292480,1950,Нет улучшений на последних двух итерациях,670
270,1.154558,590,Нет улучшений на последних двух итерациях,583
353,1.313506,332,Нет улучшений на последних двух итерациях,694
361,1.322344,0,Найдено точное решение,692
301,1.920487,2188,Нет улучшений на последних двух итерациях,987
379,1.182375,0,Найдено точное решение,586
345,1.053067,295,Нет улучшений на последних двух итерациях,539
388,1.479956,0,Найдено точное решение,784
346,0.237750,0,Найдено точное решение,133
318,1.916321,3477,Нет улучшений на последних двух итерациях,989
370,1.835834,581,Нет улучшений на последних двух итерациях,969
347,0.114503,0,Найдено точное решение,58
275,1.733215,1092,Нет улучшений на последних двух итерациях,942
348,0.054968,0,Найдено точное решение,31
397,1.044737,932,Нет улучшений на последних двух итерациях,594
284,1.266604,738,Нет улучшений на последних двух итерациях,723
292,1.315161,1630,Нет улучшений на последних двух итерациях,716
328,1.323818,4339,Нет улучшений на последних двух итерациях,754
337,1.881352,615,Достигнуто максимальное число поколений,1000
354,1.159136,3189,Нет улучшений на последних двух итерациях,662
310,1.622177,1255,Нет улучшений на последних двух итерациях,916
302,1.169684,489,Нет улучшений на последних двух итерациях,692
362,1.357823,162,Нет улучшений на последних двух итерациях,773
398,0.603238,0,Найдено точное решение,357
371,0.853583,739,Нет улучшений на последних двух итерациях,511
380,1.377693,3004,Нет улучшений на последних двух итерациях,810
311,0.371128,0,Найдено точное решение,223
276,1.017693,1527,Нет улучшений на последних двух итерациях,623
319,1.157468,621,Нет улучшений на последних двух итерациях,702
285,0.951172,333,Нет улучшений на последних двух итерациях,554
389,1.519320,1188,Нет улучшений на последних двух итерациях,887
338,1.008802,115,Нет улучшений на последних двух итерациях,604
329,1.163689,5333,Нет улучшений на последних двух итерациях,687
303,1.014372,694,Нет улучшений на последних двух итерациях,595
363,1.039860,354,Нет улучшений на последних двух итерациях,578
349,1.757475,3630,Достигнуто максимальное число поколений,1000
355,1.349202,1114,Нет улучшений на последних двух итерациях,789
399,1.242434,0,Найдено точное решение,700
293,1.747997,4764,Достигнуто максимальное число поколений,1000
372,1.148177,2833,Нет улучшений на последних двух итерациях,667
286,0.976317,0,Найдено точное решение,567
320,1.106940,560,Нет улучшений на последних двух итерациях,636
339,0.838958,0,Найдено точное решение,486
312,1.725674,2420,Достигнуто максимальное число поколений,1000
381,1.795499,421,Достигнуто максимальное число поколений,1000
277,1.749563,768,Достигнуто максимальное число поколений,1000
390,1.473355,44,Нет улучшений на последних двух итерациях,838
373,0.903658,7147,Нет улучшений на последних двух итерациях,524
364,1.160997,1557,Нет улучшений на последних двух итерациях,662
356,1.110754,99,Нет улучшений на последних двух итерациях,620
400,0.981469,0,Найдено точное решение,555
330,1.752802,922,Достигнуто максимальное число поколений,1000
350,1.428020,226,Нет улучшений на последних двух итерациях,799
321,1.136228,386,Нет улучшений на последних двух итерациях,637
304,1.691861,659,Достигнуто максимальное число поколений,1000
287,1.204323,359,Нет улучшений на последних двух итерациях,685
340,1.179051,66,Нет улучшений на последних двух итерациях,686
382,0.914847,785,Нет улучшений на последних двух итерациях,525
278,0.887930,532,Нет улучшений на последних двух итерациях,500
294,1.722781,1148,Нет улучшений на последних двух итерациях,951
391,1.005226,1093,Нет улучшений на последних двух итерациях,547
313,1.370076,2292,Нет улучшений на последних двух итерациях,776
357,1.091680,1026,Нет улучшений на последних двух итерациях,610
401,1.197165,1171,Нет улучшений на последних двух итерациях,698
365,1.263295,630,Нет улучшений на последних двух итерациях,706
305,0.962118,744,Нет улучшений на последних двух итерациях,526
322,1.035863,167,Нет улучшений на последних двух итерациях,598
288,1.209433,522,Нет улучшений на последних двух итерациях,679
331,1.357343,305,Нет улучшений на последних двух итерациях,764
351,1.340217,3308,Нет улучшений на последних двух итерациях,752
341,1.220150,963,Нет улучшений на последних двух итерациях,697
374,1.744782,1780,Достигнуто максимальное число поколений,1000
279,1.064409,3178,Нет улучшений на последних двух итерациях,619
342,0.272589,0,Найдено точное решение,148
314,0.916077,283,Нет улучшений на последних двух итерациях,529
383,1.323316,131,Нет улучшений на последних двух итерациях,732
392,1.102702,55,Нет улучшений на последних двух итерациях,644
366,0.900956,461,Нет улучшений на последних двух итерациях,504
306,0.932805,713,Нет улучшений на последних двух итерациях,555
323,0.938937,2453,Нет улучшений на последних двух итерациях,546
358,1.235916,382,Нет улучшений на последних двух итерациях,716
402,1.174812,1736,Нет улучшений на последних двух итерациях,676
295,1.737419,4998,Достигнуто максимальное число поколений,1000
424,0.847552,0,Найдено точное решение,491
406,1.082534,2158,Нет улучшений на последних двух итерациях,625
332,1.156363,220,Нет улучшений на последних двух итерациях,656
415,1.158339,622,Нет улучшений на последних двух итерациях,630
375,1.109025,42,Нет улучшений на последних двух итерациях,642
315,0.894471,113,Нет улучшений на последних двух итерациях,531
384,0.941693,44,Нет улучшений на последних двух итерациях,531
433,1.196492,1126,Нет улучшений на последних двух итерациях,695
416,0.346096,0,Найдено точное решение,215
324,0.872138,0,Найдено точное решение,507
417,0.085619,0,Найдено точное решение,49
367,1.263196,405,Нет улучшений на последних двух итерациях,712
296,0.980007,1472,Нет улучшений на последних двух итерациях,509
425,0.927280,1381,Нет улучшений на последних двух итерациях,538
403,1.214959,1143,Нет улучшений на последних двух итерациях,658
442,1.324377,1683,Нет улучшений на последних двух итерациях,734
407,1.038061,1045,Нет улучшений на последних двух итерациях,553
393,1.890525,7365,Нет улучшений на последних двух итерациях,979
333,1.128818,1534,Нет улучшений на последних двух итерациях,575
451,1.056145,925,Нет улучшений на последних двух итерациях,543
376,1.156835,1186,Нет улучшений на последних двух итерациях,591
385,1.294080,744,Нет улучшений на последних двух итерациях,638
359,1.898802,1798,Достигнуто максимальное число поколений,1000
434,1.222690,614,Нет улучшений на последних двух итерациях,595
418,1.153843,1631,Нет улучшений на последних двух итерациях,549
443,1.143569,2474,Нет улучшений на последних двух итерациях,579
404,1.252402,1245,Нет улучшений на последних двух итерациях,581
426,1.343795,0,Найдено точное решение,677
408,1.199322,39,Нет улучшений на последних двух итерациях,630
460,1.950230,2231,Нет улучшений на последних двух итерациях,988
452,1.243672,839,Нет улучшений на последних двух итерациях,644
469,1.319741,8348,Нет улучшений на последних двух итерациях,685
377,1.273490,214,Нет улучшений на последних двух итерациях,657
386,1.114635,1625,Нет улучшений на последних двух итерациях,546
368,2.063379,3817,Достигнуто максимальное число поколений,1000
435,1.149527,3119,Нет улучшений на последних двух итерациях,600
297,2.023704,1364,Достигнуто максимальное число поколений,1000
394,1.733630,450,Нет улучшений на последних двух итерациях,865
419,1.286531,395,Нет улучшений на последних двух итерациях,677
360,1.495686,2617,Нет улучшений на последних двух итерациях,778
405,0.971524,1404,Нет улучшений на последних двух итерациях,514
453,0.919807,2131,Нет улучшений на последних двух итерациях,530
444,1.359192,356,Нет улучшений на последних двух итерациях,719
461,1.010873,665,Нет улучшений на последних двух итерациях,548
409,1.276317,2126,Нет улучшений на последних двух итерациях,707
387,1.020411,0,Найдено точное решение,592
378,1.260550,1249,Нет улучшений на последних двух итерациях,707
478,1.147636,953,Нет улучшений на последних двух итерациях,681
496,0.835509,916,Нет улучшений на последних двух итерациях,520
427,1.744500,5113,Достигнуто максимальное число поколений,1000
470,1.457286,1456,Нет улучшений на последних двух итерациях,830
436,1.203912,2592,Нет улучшений на последних двух итерациях,753
420,1.159720,2513,Нет улучшений на последних двух итерациях,701
487,1.161569,192,Нет улучшений на последних двух итерациях,694
369,1.445336,2900,Нет улучшений на последних двух итерациях,843
445,0.836965,3429,Нет улучшений на последних двух итерациях,531
462,0.824680,154,Нет улучшений на последних двух итерациях,533
395,1.481892,0,Найдено точное решение,920
410,0.972089,683,Нет улучшений на последних двух итерациях,649
454,1.218109,578,Нет улучшений на последних двух итерациях,785
428,0.826794,3895,Нет улучшений на последних двух итерациях,569
437,0.940813,1224,Нет улучшений на последних двух итерациях,711
488,0.797278,500,Нет улучшений на последних двух итерациях,593
463,0.725569,1709,Нет улучшений на последних двух итерациях,556
497,1.095651,485,Нет улучшений на последних двух итерациях,778
479,1.144662,85,Нет улучшений на последних двух итерациях,778
471,1.128933,26,Нет улучшений на последних двух итерациях,803
489,0.143598,0,Найдено точное решение,106
396,0.737035,659,Нет улучшений на последних двух итерациях,552
429,0.764742,1205,Нет улучшений на последних двух итерациях,539
455,0.983672,3468,Нет улучшений на последних двух итерациях,670
430,0.048061,0,Найдено точное решение,33
421,1.485998,1911,Нет улучшений на последних двух итерациях,944
446,1.434895,3091,Достигнуто максимальное число поколений,1000
472,0.620701,357,Нет улучшений на последних двух итерациях,515
411,1.316550,904,Нет улучшений на последних двух итерациях,943
464,0.829133,971,Нет улучшений на последних двух итерациях,558
498,0.878733,221,Нет улучшений на последних двух итерациях,575
438,1.003447,894,Нет улучшений на последних двух итерациях,657
480,0.857726,361,Нет улучшений на последних двух итерациях,550
412,0.358100,0,Найдено точное решение,298
422,0.693934,541,Нет улучшений на последних двух итерациях,558
456,0.780668,0,Найдено точное решение,570
490,1.275066,1012,Нет улучшений на последних двух итерациях,861
447,0.741078,366,Нет улучшений на последних двух итерациях,562
431,0.846024,3058,Нет улучшений на последних двух итерациях,601
473,0.791104,1006,Нет улучшений на последних двух итерациях,599
465,0.780068,1519,Нет улучшений на последних двух итерациях,588
499,0.694482,864,Нет улучшений на последних двух итерациях,537
439,0.804380,1160,Нет улучшений на последних двух итерациях,650
432,0.651605,654,Нет улучшений на последних двух итерациях,503
457,0.844661,908,Нет улучшений на последних двух итерациях,596
474,0.705970,2503,Нет улучшений на последних двух итерациях,550
481,1.313710,1788,Нет улучшений на последних двух итерациях,972
491,0.987479,272,Нет улучшений на последних двух итерациях,731
423,1.114038,812,Нет улучшений на последних двух итерациях,821
413,1.287799,971,Достигнуто максимальное число поколений,1000
414,0.035027,0,Найдено точное решение,30
500,0.866683,1626,Нет улучшений на последних двух итерациях,668
440,0.864104,40,Нет улучшений на последних двух итерациях,729
448,1.215066,1274,Достигнуто максимальное число поколений,1000
466,1.106918,37,Нет улучшений на последних двух итерациях,899
475,0.554207,157,Нет улучшений на последних двух итерациях,506
458,0.609352,361,Нет улучшений на последних двух итерациях,589
492,0.521089,676,Нет улучшений на последних двух итерациях,512
482,0.688204,1958,Нет улучшений на последних двух итерациях,680
467,0.653299,411,Нет улучшений на последних двух итерациях,633
441,0.807147,49,Нет улучшений на последних двух итерациях,843
459,0.603121,2093,Нет улучшений на последних двух итерациях,628
449,0.906886,580,Нет улучшений на последних двух итерациях,961
483,0.648766,1214,Нет улучшений на последних двух итерациях,664
476,0.919700,2606,Достигнуто максимальное число поколений,1000
493,0.866843,2333,Нет улучшений на последних двух итерациях,930
468,0.436201,1333,Нет улучшений на последних двух итерациях,508
450,0.527113,296,Нет улучшений на последних двух итерациях,626
477,0.445029,713,Нет улучшений на последних двух итерациях,558
494,0.425924,328,Нет улучшений на последних двух итерациях,527
484,0.737659,946,Нет улучшений на последних двух итерациях,932
485,0.436795,532,Нет улучшений на последних двух итерациях,570
495,0.631448,404,Нет улучшений на последних двух итерациях,799
486,0.316191,0,Найдено точное решение,421
